Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work
"1ST VISION, INC [ANDOVER,MASSACHUSETTS]",NNL12AF03P,LaRC - Langley Research Center,Andover,MA,'05',8/16/2012,9/30/2012,", Woman Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Women Owned","Purchase Order, Firm Fixed Price","44,290","44,290","44,290",423410,N/A,N/A,DATA ACQUISITION SYSTEM
"21ST CENTURY SOLUTIONS LLC [VANDALIA,OHIO]",NNK12MB22P,KSC - Kennedy Space Flight Center,,OH,'03',7/25/2012,8/31/2012,", Small Business ONLY - For Profit Organization, Partnership Or Limited Liability Partnership","Purchase Order, Firm Fixed Price","52,761","52,761","52,761",332510,N/A,N/A,KEYPAD PARTS
"2B TECHNOLOGIES INC [BOULDER,COLORADO]",NNG12HE37P,GSFC - Goddard Space Flight Center,Boulder,CO,'02',9/17/2012,10/17/2012,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","6,100","6,100","6,100",334516,N/A,N/A,OZONE MONITORING SYSTEM AND SHIPPING.
"2B TECHNOLOGIES INC [BOULDER,COLORADO]",NNL12AB38P,LaRC - Langley Research Center,Boulder,CO,'02',2/2/2012,3/6/2012,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","6,200","6,200","6,200",334516,N/A,N/A,DUAL BEAM UV ABSORPTION OZONE MONITOR
"2B TECHNOLOGIES INC [BOULDER,COLORADO]",NNL12AG15P,LaRC - Langley Research Center,Boulder,CO,'02',9/18/2012,10/10/2012,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","6,350","6,350","6,350",334516,N/A,N/A,OZONE MONITORING EQUIPMENT
"2M SOLUTIONS, INC. [GRAND PRAIRIE,TEXAS]",NNK11OM24P,KSC - Kennedy Space Flight Center,Grand Prairie,TX,'06',9/26/2011,10/31/2011,", Small Disadvantaged Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, Other Minority Owned, Subchapter S Corporation","Purchase Order, Firm Fixed Price",0,"24,465","24,465",334290,NNK11394564Q,"Brandi Roberts, 321-867-4467, brandi.roberts@nasa.gov",VEILUX CLASS 1 DIVISION 2 EXPLOSION PROOF CAMERAS
"3 CIM INC [SANTA CLARA,CALIFORNIA]",NNL12AG12P,LaRC - Langley Research Center,,CA,'17',9/20/2012,2/8/2013,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","150,000","150,000","150,000",541330,N/A,N/A,SPUTTERING SYSTEM FOR CO-DEPOSITION WITH TWO 7-INCH TARGETS
"3D INFOTECH INC [IRVINE,CALIFORNIA]",NND12AC16P,AFRC - Armstrong Flight Research Center,EDWARDS,CA,'23',5/22/2012,5/24/2013,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","13,770","13,770","13,770",541511,N/A,N/A,POLYWORKS LICENSE AND MAINTENANCE AGREEMENT
"3D PLUS U.S.A., INC. [MCKINNEY,TEXAS]",NNG11LD72P,GSFC - Goddard Space Flight Center,McKinney,TX,'03',9/14/2011,12/13/2011,"Other Than Small Business - Corporate Entity Not Tax Exempt, Foreign Owned And Located, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"33,650","33,650",334413,N/A,N/A,IB 32Gb Nand Flash {512Mx8) 3.3V Industrial Grade -40C to +85C;  IB 2Gb DDR ( 128k x 16 )2.5V Industrial Grade -40C to +85C; and shipping
"3D PLUS U.S.A., INC. [MCKINNEY,TEXAS]",NNG12LF18P,GSFC - Goddard Space Flight Center,McKinney,TX,'03',4/4/2012,5/22/2012,"Other Than Small Business - Corporate Entity Not Tax Exempt, Foreign Owned And Located, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","7,750","7,750","7,750",334413,N/A,N/A,CN 32GB NAND FLASH
"3D PLUS U.S.A., INC. [MCKINNEY,TEXAS]",NNL12AA66P,LaRC - Langley Research Center,McKinney,TX,'03',12/7/2011,2/29/2012,"Other Than Small Business - Corporate Entity Not Tax Exempt, Foreign Owned And Located, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","19,350","19,350","19,350",334413,N/A,N/A,64 GB NAND FLASH MODULE
"3D PLUS U.S.A., INC. [MCKINNEY,TEXAS]",NNL12AQ03P,LaRC - Langley Research Center,,TX,'03',3/14/2012,1/15/2013,"Other Than Small Business - Corporate Entity Not Tax Exempt, Foreign Owned And Located, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","86,550","87,780","87,780",334413,N/A,N/A,FLASH MEMORY CHIPS
"3D SYSTEMS, INC. [ROCK HILL,SOUTH CAROLINA]",NNC12VE18P,GRC - Glenn Research Center,,OH,'10',5/8/2012,5/17/2012,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","20,718","20,718","20,718",541512,N/A,N/A,PROJET 1500 PERSONAL COLOR 3D PRINTER
"3D SYSTEMS, INC. [ROCK HILL,SOUTH CAROLINA]",NNJ12JE03P,JSC - Johnson Space Flight Center,,SC,'05',7/17/2012,8/16/2015,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","13,798","13,798","13,798",541512,N/A,N/A,36-MONTHS OF IT EQUIPMENT SUPPORT SEWP ORDER
"3D SYSTEMS, INC. [ROCK HILL,SOUTH CAROLINA]",NNL10AA99P,LaRC - Langley Research Center,,VA,'01',1/19/2010,12/31/2013,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","50,760","302,040","302,040",811219,N/A,N/A,3D Systems hardware maintenance for rapid prototyping machines
"3D SYSTEMS, INC. [ROCK HILL,SOUTH CAROLINA]",NNL11PC20P,LaRC - Langley Research Center,Hampton,VA,'01',9/28/2011,1/1/2012,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"39,000","39,000",541512,N/A,N/A,"VALUE PLAN MAINTENANCE  SLA 7000 INCLUDES 3 PREVENTIVE VISITS, LABOR SCE TRAVEL TIME AND EXPENSES ICNLUDED, HOTLINE SUPPORT"
"3D SYSTEMS, INC. [ROCK HILL,SOUTH CAROLINA]",NNL12AF71P,LaRC - Langley Research Center,Rock Hill,SC,'05',8/28/2012,8/31/2013,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","9,000","9,000","9,000",811219,N/A,N/A,IGF::OT::IGF OTHER FUNCTIONS: 3D SYSTEM PRINTER MAINTENANCE AGREEMENT
"3DEWITT, LLC [ANCRAMDALE,NEW YORK]",NNX12AR10G,NSSC - NASA Shared Services Center,,NY,'19',9/21/2012,10/9/2013,", Small Business ONLY - For Profit Organization, Limited Liability Corporation",Grant,"90,600","92,965","92,965",[None Indicated],N/A,N/A,"THERE IS AN AMUSING COMPARISON MADE BETWEEN EXOPLANETS AND THE CHILDREN&#039;S STORY OF GOLDILOCKS, BECAUSE SOME PLANETARY ORBITS ARE TOO HOT, AND SOME ARE TOO COLD, BUT SOME ARE JUST RIGHT. HOWEVER, GOLDILOCKS ISN&#039;T SIMPLY ABOUT TEMPERATURE. IT&#039;S ABOUT PORRIDGE. WHAT KIND OF TELESCOPE CAN SENSE HOME COOKING WITHIN THE HABITABLE ZONES OF OUR STELLAR NEIGHBORHOOD? THE EXTRAORDINARY DEMANDS MADE BY EXOPLANET DISCOVERY INCLUDE TELESCOPE APERTURES OF UNPRECEDENTED ANGULAR RESOLUTION AND SENSITIVITY. HOWEVER, THAT BALLGAME CANNOT EVEN BEGIN WITHOUT A METHOD TO OCCLUDE OR NULL THE HOST STAR AND REMOVE ITS GLARE. AS IF THAT WERE NOT TROUBLE ENOUGH, HABITABLE PLANET DISCOVERY NECESSITATES EXQUISITE SPECTROGRAPHIC CAPABILITY. THE NECESSITY IS NOT LOST ON NASA. THE DECADAL SURVEY OF ASTRONOMY AND ASTROPHYSICS MAKES IT QUITE CLEAR THAT EXOPLANET DISCOVERY MUST INCLUDE A SPECTROSCOPY COMPONENT. YET THERE ARE NO EXISTING HABITABLE PLANET ZONE FINDERS WITH SPECTROGRAPHS AND FEW ARE PLANNED. HOMES (HOLOGRAPHIC OPTICAL METHOD FOR EXOPLANET SPECTROSCOPY) IS A SPACE TELESCOPE DESIGNED TO HIT ALL OF THESE CRITERIA. ITS DOUBLE DISPERSION ARCHITECTURE EMPLOYS A HOLOGRAPHIC OPTICAL ELEMENT AS A PRIMARY OBJECTIVE IN CONJUNCTION WITH A NOVEL SECONDARY SPECTRAL INTERFEROMETER. UNLIKE MIRRORS AND LENSES, THE HOLOGRAMS ARE THIN AND FLAT. THEY CAN BE FABRICATED ON THIN GOSSAMER MEMBRANES AND STRETCHED OVER SPACE FRAMES COVERING THOUSANDS OF SQUARE METERS. THIS PROVIDES THE SCALE OF COLLECTOR NEEDED TO CAPTURE THE PHOTONS FROM VERY FAINT SOURCES LIKE EXOPLANETS AND BRING THEM TO A FOCUS. BECAUSE HOLOGRAPHIC OPTICS FOCUS BY THE PROCESS OF DISPERSION, THEY ARE INTRINSICALLY SPECTROGRAPHIC PROVIDING A WEALTH OF DETAIL ABOUT THE COMPOSITION OF THE IMAGES THEY FORM. ADD TO THIS A NOVEL NOTCH FILTER TO DIM THE STAR THAT TAKES ADVANTAGE OF THE SPECTROGRAPHIC IMAGE, AND HOMES IS A CONCEPT THAT ADDRESSES THE DEMANDING SPECIFICATIONS OF A TELESCOPE TO FIND HABITABLE PLANETS WITHIN 30 LIGHT YEARS OF EARTH."
"3M COMPANY [SAINT PAUL,MINNESOTA]",NNC12MD87P,GRC - Glenn Research Center,Saint Paul,MN,'04',3/15/2012,3/30/2012,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","10,638","10,638","10,638",325998,N/A,N/A,CLEANING SOLVENT 600# PERFLUOROBUTYLMETHYLETHER  (COMMERCIAL NAME 3M HFE 7100)
"3M COMPANY [SAINT PAUL,MINNESOTA]",NNL12AA35P,LaRC - Langley Research Center,Saint Paul,MN,'04',12/5/2011,1/26/2012,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","34,644","34,644","34,644",334516,N/A,N/A,NEXTEL 440 WOVEN FABRIC (BF-20 AND THREAD (BT-30)
"3M COMPANY [SAINT PAUL,MINNESOTA]",NNL12AB29P,LaRC - Langley Research Center,,MN,'04',1/17/2012,2/27/2012,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","13,805","13,805","13,805",325998,N/A,N/A,PAINT REPLACEMENT TAPE
"3M COMPANY [SAINT PAUL,MINNESOTA]",NNL12AB88P,LaRC - Langley Research Center,Saint Paul,MN,'04',3/7/2012,3/21/2012,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","6,675","6,675","6,675",325998,N/A,N/A,"\OTHER FUNCTIONS\"" RETRO-REFLECTIVE HIGH GAIN SHEETING"""
"3M COMPANY [SAINT PAUL,MINNESOTA]",NNL12AG14P,LaRC - Langley Research Center,SAINT PAUL,MN,'04',9/11/2012,11/29/2012,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","67,787","67,766","67,787",334516,N/A,N/A,INSULATING MATERIAL FOR HIAD
"3SAE TECHNOLOGIES, INC. [FRANKLIN,TENNESSEE]",NNG12VO02P,GSFC - Goddard Space Flight Center,Franklin,TN,'07',3/16/2012,4/12/2012,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","43,850","43,850","43,850",334419,N/A,N/A,"PROCUREMENT OF AN ADVANCED FIBER FUSION SPLICER, THERMAL STRIPPER, FIBER CLEAVER AND AN ULTRASONIC CLEANER."
"3SL, INCORPORATED [HUNTSVILLE,ALABAMA]",NNK12MA45D,KSC - Kennedy Space Flight Center,Orlando,FL,'24',2/24/2012,3/9/2012,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price","4,959","4,959","4,959",541513,N/A,N/A,CRADLE TOOL TRAINING
"3SL, INCORPORATED [HUNTSVILLE,ALABAMA]",NNX10AA33D,NSSC - NASA Shared Services Center,,MS,'04',7/14/2010,7/14/2012,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price","485,000","1,455,000","1,455,000",541513,N/A,N/A,CRADLE SOFTWARE MAINTENANCE POP 7/15/2010-7/14/2011
"3SL, INCORPORATED [HUNTSVILLE,ALABAMA]",NNX12AA55D,NSSC - NASA Shared Services Center,Stennis Space Center,MS,'04',7/13/2012,7/29/2013,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price","47,999","47,999","47,999",541513,N/A,N/A,IGF::OT::IGF OTHER FUNCTIONS- CRADLE AUDIT GENERATOR
"3SL, INCORPORATED [HUNTSVILLE,ALABAMA]",NNX12TC46D,NSSC - NASA Shared Services Center,Huntsville,AL,'05',4/12/2012,5/7/2012,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price","6,000","6,000","6,000",541513,N/A,N/A,IGF::OT::IGF OTHER FUNCTION: INTERNAL TRAINING COURSE TITLE: ABBREVIATED CRADLE USER AND CUSTOMIZED 6.5 TRAINING
"3T FEDERAL SOLUTIONS LLC [AUSTIN,TEXAS]",NNM12AC95P,MSFC - Marshall Space Flight Center,AUSTIN,TX,'25',6/15/2012,8/4/2012,", Veteran Owned Small Business, Service Disabled Veteran Owned Small Business, Small Disadvantaged Business, Small Business - DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Manufacturer Of Goods, Minority Owned, Self Certified Small Disadvantaged Business, Service Related Disabled Veteran Owned Business, Subchapter S Corporation, Sub Continent Asian American Owned Business, Veteran Owned","Purchase Order, Firm Fixed Price","28,244","28,244","28,244",423410,N/A,N/A,ASTRONOMICAL CCD CAMERA
"4DSP, LLC [RENO,NEVADA]",NNC11VJ92P,GRC - Glenn Research Center,,NV,'02',9/21/2011,10/28/2011,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price",25,"7,210","7,210",334111,N/A,N/A,HARDWARE BOARDS
"4DSP, LLC [RENO,NEVADA]",NNC12VC87P,GRC - Glenn Research Center,,TX,'21',6/13/2012,8/10/2012,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price","5,095","5,110","5,110",334111,N/A,N/A,RADIO ELECTRONICS BOARDS
"4DSP, LLC [RENO,NEVADA]",NNC12VG39P,GRC - Glenn Research Center,Reno,NV,'02',7/11/2012,8/13/2012,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price","4,415","4,415","4,415",334111,N/A,N/A,COMBINATIO ANALOG DIGITAL CONVERTER (ACD) AND DIGITAL TO ANALOG (DAC) DAUGHTER CARD.  JOSEPH DOWNEY 3-6067 MS:54-1
"4DSP, LLC [RENO,NEVADA]",NNG12LF51P,GSFC - Goddard Space Flight Center,Reno,NV,'02',9/28/2012,10/29/2012,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price","8,005","8,005","8,005",334111,N/A,N/A,ELECTRONIC COMPONENTS AND SHIPPING.
"4DSP, LLC [RENO,NEVADA]",NNL12AD66P,LaRC - Langley Research Center,Reno,NV,'02',6/11/2012,9/15/2012,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price","113,732","113,732","113,732",334111,N/A,N/A,FIBER OPTIC SENSING SYSTEM
"4DSP, LLC [RENO,NEVADA]",NNL12AF65P,LaRC - Langley Research Center,,NV,'02',8/24/2012,3/22/2013,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price","20,253","20,253","20,253",334111,N/A,N/A,FIELD PROGRAMMABLE GATE ARRAY BOARD AND ROCKET CONNECTOR FRONT PANEL AND WINDOWS BSP
"4DSP, LLC [RENO,NEVADA]",NNM12AD99P,MSFC - Marshall Space Flight Center,RENO,NV,'02',8/8/2012,11/26/2012,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price","113,500","113,500","113,500",334111,N/A,N/A,PROCUREMENT FOR THE PURCHASE OF THE RTS150 EIGHT CHANNEL FIBER OPTIC MEASUREMENT SYSTEM IN SUPPORT OF ET30.
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JB59T,JSC - Johnson Space Flight Center,,TX,'18',12/31/2008,9/30/2010,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price",0,"144,079","144,079",541611,N/A,N/A,Management/Support Services
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JB61T,JSC - Johnson Space Flight Center,,TX,'22',12/31/2008,12/31/2014,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned",BPA Call,0,"79,773","79,773",541611,N/A,N/A,Management/Support Services
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JB70Z,JSC - Johnson Space Flight Center,[N/A for IDVs],,'NA',12/30/2008,[None Indicated],"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,541611,N/A,N/A,"Procurement administrative activities, configuration management of documents, procurement related analysis and report integration"
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JC93T,JSC - Johnson Space Flight Center,,TX,'22',2/12/2009,9/30/2010,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned",BPA Call,0,"131,389","131,389",541611,N/A,N/A,Prcurement/Business Analyst for JSC Procurement Office
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JE56T,JSC - Johnson Space Flight Center,HOUSTON,TX,'36',6/15/2009,9/30/2010,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned",BPA Call,-479,"110,867","110,867",541611,N/A,N/A,"TAS::80 0121::TAS Procurement administrative activities, configuration management of documents, procurement related analysis and report integration/Administrative Support for Recovery Act Construction Contracts"
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ11JA18T,JSC - Johnson Space Flight Center,,TX,'36',10/6/2010,7/15/2013,"SBA Certified HUBZone, Small Disadvantaged Business, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price","399,473","1,160,221","1,160,221",541611,N/A,N/A,ADMINSTRATIVE SUPPORT FOR JSC CENTER OPERATIONS (JA)
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ11JA19T,JSC - Johnson Space Flight Center,,TX,'36',10/1/2010,7/29/2013,"SBA Certified HUBZone, Small Disadvantaged Business, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price","406,388","942,071","942,071",541611,N/A,N/A,ADMINISTRATIVE SUPPORT FOR JSC PROCUREMENT (BA)
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ11JE69T,JSC - Johnson Space Flight Center,,TX,'36',9/19/2011,7/29/2013,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price","41,165","127,483","127,483",541611,N/A,N/A,Procurement Clerk hours
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ12JB88T,JSC - Johnson Space Flight Center,,TX,'22',1/6/2012,2/9/2012,"SBA Certified HUBZone, Small Disadvantaged Business, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price","12,780","12,780","12,780",541611,N/A,N/A,"COORDINATE THE DEVELOPMENT, DELIVERY, AND FOLLOWUP OF A ONE-DAY INDUSTRY OUTREACH EVENT FOCUSED ON THE IDENTIFICATION AND RECRUITMENT OF SUITABLE SERVICE DISABLED VETERAN OWNED SMALL BUSINESSES (SDVOSBS) FOR POTENTIAL PROCUREMENT OPPORTUNITIES AT JSC"
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ12JC04T,JSC - Johnson Space Flight Center,,TX,'22',2/10/2012,9/30/2012,"SBA Certified HUBZone, Small Disadvantaged Business, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price","59,729","59,729","59,729",541611,N/A,N/A,TO PROVIDE SUPPORT TO THE JSC ASSISTANCE OFFICE IN THE IMPLEMENTATION OF JSC&#039;S SMALL BUSINESS PROGRAMS.
