Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work
"3 D PLUS USA INC [MCKINNEY,TEXAS]",NNG11RE91P,GSFC - Goddard Space Flight Center,McKinney,TX,'03',5/3/2011,7/30/2011,"Other Than Small Business - Corporate Entity Not Tax Exempt, Foreign Owned And Located, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","36,000","36,000","36,000",334413,N/A,N/A,PURCHASING 2GB DDR1 SDRAM
"3D IMPACT, LLC [BOULDER,COLORADO]",NNX11TC14P,NSSC - NASA Shared Services Center,Huntsville,AL,'05',2/14/2011,2/25/2011,", Small Business ONLY - For Profit Organization, Limited Liability Corporation, Sole Proprietorship","Purchase Order, Firm Fixed Price","6,640","6,640","6,640",541990,N/A,N/A,INTERNAL TRAINING PURCHASE COURSE TITLE:  NEAR EARTH ASTEROIDS
"3D PLUS U.S.A., INC. [MCKINNEY,TEXAS]",NNG11LD72P,GSFC - Goddard Space Flight Center,McKinney,TX,'03',9/14/2011,12/13/2011,"Other Than Small Business - Corporate Entity Not Tax Exempt, Foreign Owned And Located, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","33,650","33,650","33,650",334413,N/A,N/A,IB 32Gb Nand Flash {512Mx8) 3.3V Industrial Grade -40C to +85C;  IB 2Gb DDR ( 128k x 16 )2.5V Industrial Grade -40C to +85C; and shipping
"3D SYSTEMS, INC. [ROCK HILL,SOUTH CAROLINA]",NNC10FA04P,GRC - Glenn Research Center,ROCK HILL,SC,'05',5/25/2010,10/25/2010,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",-27,"15,171","15,171",541512,N/A,N/A,PM SERVICE & DURA-FORM POWDERS
"3D SYSTEMS, INC. [ROCK HILL,SOUTH CAROLINA]",NNL10AA99P,LaRC - Langley Research Center,,VA,'01',1/19/2010,12/31/2013,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","73,260","302,040","302,040",811219,N/A,N/A,3D Systems hardware maintenance for rapid prototyping machines
"3D SYSTEMS, INC. [ROCK HILL,SOUTH CAROLINA]",NNL11PC20P,LaRC - Langley Research Center,Hampton,VA,'01',9/28/2011,1/1/2012,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","39,000","39,000","39,000",541512,N/A,N/A,"VALUE PLAN MAINTENANCE  SLA 7000 INCLUDES 3 PREVENTIVE VISITS, LABOR SCE TRAVEL TIME AND EXPENSES ICNLUDED, HOTLINE SUPPORT"
"3DATUM CNC SOLUTIONS [ANNISTON,ALABAMA]",NNM11AB42P,MSFC - Marshall Space Flight Center,ANNISTON,AL,'03',11/29/2010,12/6/2010,", Small Business ONLY - For Profit Organization, Sole Proprietorship","Purchase Order, Firm Fixed Price","15,553","15,553","15,553",511210,N/A,N/A,"GIBBSCAM 3D MILLING PACKAGE, SOFTWARE MAINTENANCE PACKAGE, AND TRAINING."
"3DEGREES GROUP INCORPORATED [SAN FRANCISCO,CALIFORNIA]",NNJ08JA08C,JSC - Johnson Space Flight Center,[N/A for IDVs],,'NA',1/25/2008,[None Indicated],Other Than Small Business - [No Vendor Indicators Found],"Indefinite Delivery Contract, Firm Fixed Price",0,"28,200",0,221119,N/A,N/A,This contract is for renewable energy certificates related to wind energy.
"3M COMPANY [SAINT PAUL,MINNESOTA]",NNC11VA71P,GRC - Glenn Research Center,Saint Paul,MN,'04',4/11/2011,5/23/2011,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","28,254","28,254","28,254",325222,N/A,N/A,Non-metallic fiber and thread for testing.
"3M COMPANY [SAINT PAUL,MINNESOTA]",NNK06MA43B,KSC - Kennedy Space Flight Center,[N/A for IDVs],,'NA',1/10/2006,[None Indicated],"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Indefinite Delivery Contract, Firm Fixed Price",0,0,0,424690,N/A,N/A,HFE-7100
"3M COMPANY [SAINT PAUL,MINNESOTA]",NNL11AA88P,LaRC - Langley Research Center,Saint Paul,MN,'04',1/28/2011,2/14/2011,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","13,824","13,824","13,824",325998,N/A,N/A,NEXTEL 440 FABRIC&THREAD
"3SL, INCORPORATED [HUNTSVILLE,ALABAMA]",NNM11AA32W,MSFC - Marshall Space Flight Center,Huntsville,AL,'05',7/14/2011,9/30/2011,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Very Small Business","Purchase Order, Firm Fixed Price","14,019","14,019","14,019",541330,N/A,N/A,ANALYSIS OF DATA/SCHEMATIC OPTIONS.
"3SL, INCORPORATED [HUNTSVILLE,ALABAMA]",NNX10AA33D,NSSC - NASA Shared Services Center,,MS,'04',7/14/2010,7/14/2012,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price","485,000","1,455,000","1,455,000",541513,N/A,N/A,CRADLE SOFTWARE MAINTENANCE POP 7/15/2010-7/14/2011
"3SL, INCORPORATED [HUNTSVILLE,ALABAMA]",NNX11TC13P,NSSC - NASA Shared Services Center,Huntsville,AL,'05',2/10/2011,2/25/2011,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","8,000","8,000","8,000",541690,N/A,N/A,INTERNAL TRAINING PURCHASE COURSE TITLE:  MODEL BASED SYSTEMS ENGINEERING PRE-PLANNING FOR REQUIREMENTS
"4 D TECHNOLOGY CORPORATION [TUCSON,ARIZONA]",NNG10PM28P,GSFC - Goddard Space Flight Center,Tucson,AZ,'07',3/15/2010,6/10/2011,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Research And Development","Purchase Order, Firm Fixed Price",0,"275,000","275,000",333314,N/A,N/A,PhaseCam Dynamic Interferometer
"4 D TECHNOLOGY CORPORATION [TUCSON,ARIZONA]",NNM10AB68P,MSFC - Marshall Space Flight Center,TUCSON,AZ,'07',4/27/2010,10/12/2010,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"13,790","13,790",333314,N/A,N/A,4D TECHNOLOGY PHASECAM CAMERA CONVERTER UPGRADE.
"4 D TECHNOLOGY CORPORATION [TUCSON,ARIZONA]",NNX11CF45P,NSSC - NASA Shared Services Center,,AZ,'07',2/17/2011,9/29/2011,", Small Business Innovative Research, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","100,000","100,000","100,000",541712,SBIR11PH01,N/A,"WE PROPOSE TO DEVELOP AN EXTENDED LATERAL RANGE CAPABILITY FOR A DYNAMIC OPTICAL PROFILING SYSTEM TO ENABLE NON-CONTACT, SURFACE ROUGHNESS MEASUREMENT OF LARGE AND ASPHERIC ASTRONOMICAL OPTICS IN-SITU DURING MANUFACTURE. THIS INSTRUMENT WILL BE CAPABLE OF MEASURING MORE THAN THREE DECADES OF SPATIAL FREQUENCY RANGE FOR DETERMINATION OF RMS SURFACE ROUGHNESS. IT WILL BE INSENSITIVE TO VIBRATION, BEING BASED UPON OUR PATENTED PHASE-SENSOR TECHNOLOGY, AND CAPABLE OF BEING MOUNTED ON A COMPUTER-CONTROLLED POLISHING MACHINE FOR IN-SITU MEASUREMENT OF LARGE, ASPHERIC AND FREEFORM OPTICS. OBJECTIVES FOR PHASE I ARE TO DEMONSTRATE A NOVEL AUTOMATIC ALIGNMENT SYSTEM ENABLING IN-SITU EXTENDED LATERAL RANGE SURFACE PROFILING, DEMONSTRATE AN EXTENDED LATERAL RANGE CONCEPT, AND TO DEMONSTRATE A MEASUREMENT RANGE OF MORE THAN THREE DECADES IN SPATIAL FREQUENCY. ANTICIPATED RESULTS OF PHASE I WILL BE DOCUMENTED LABORATORY DEMONSTRATIONS OF THESE CAPABILITIES. OUR TRL BEFORE PHASE I IS 2-3, AFTER PHASE I WE ANTICIPATE A TRL OF 3-4 AND AFTER PHASE II A TRL OF 6."
"4D INC [SAN JOSE,CALIFORNIA]",NNL09AA37P,LaRC - Langley Research Center,,CA,'15',12/2/2008,12/31/2010,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price",0,"60,000","60,000",511210,N/A,N/A,Site license agreement for TechTracs
"4DSP, LLC [RENO,NEVADA]",NNC11VJ92P,GRC - Glenn Research Center,,NV,'02',9/21/2011,10/28/2011,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price","7,185","7,210","7,210",334111,N/A,N/A,HARDWARE BOARDS
"4DSP, LLC [RENO,NEVADA]",NND11AN84P,AFRC - Armstrong Flight Research Center,Edwards,CA,'22',3/1/2011,4/4/2011,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price","19,117","19,117","19,117",334111,N/A,N/A,"FPGA Device - High performance CompactPCI (cPCI) card with advanced digital signal processing capabilities. The FC6301 product is in the 3U cPCI form factor, offering various direct on-board interface options that are closely coupled to large - fast on-board memory resources of the Xilinx Virtex(TM)-6 FPGA.  This product has been specifically designed to meet the requirements for a multi-fiber interrogation system."
"4DSP, LLC [RENO,NEVADA]",NNL11AE48P,LaRC - Langley Research Center,Reno,NV,'02',8/8/2011,8/22/2011,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price","6,000","6,000","6,000",334111,N/A,N/A,40 HOURS OF ENGINEERING SUPPORT FOR EXISTING ELECTRONICS HARDWARE
"4H ROCKET CLUB [MUNFORDVILLE,KENTUCKY]",NNM10AA07P,MSFC - Marshall Space Flight Center,MUNFORDVILLE,KY,'02',12/2/2009,10/5/2010,Non-Profit Institutions - Nonprofit Organization,"Purchase Order, Firm Fixed Price",0,"3,700","3,700",[None Indicated],N/A,N/A,2009-2010 STUDENT LAUNCH INITIATIVE
"4H ROCKET CLUB [MUNFORDVILLE,KENTUCKY]",NNM11AA04P,MSFC - Marshall Space Flight Center,MUNFORDVILLE,KY,'02',11/22/2010,5/17/2011,Non-Profit Institutions - Nonprofit Organization,"Purchase Order, Firm Fixed Price","3,700","3,700","3,700",611110,N/A,N/A,STUDENT LAUNCH INITIATIVE TEAM FOR ACADEMIC YEAR 2010-2011
"4MD MEDICAL SOLUTIONS LLC [LAKEWOOD,NEW JERSEY]",NNL10AD04D,LaRC - Langley Research Center,Lakewood,NJ,'04',9/23/2010,10/23/2010,", Woman Owned Small Business, Small Business - For Profit Organization, Women Owned","Delivery Order, Firm Fixed Price",0,"4,270","4,270",339112,N/A,N/A,PURCHASE AN ECG MACHINE FOR THE CLINIC
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JB59T,JSC - Johnson Space Flight Center,,TX,'18',12/31/2008,9/30/2010,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price",0,"144,079","144,079",541611,N/A,N/A,Management/Support Services
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JB61T,JSC - Johnson Space Flight Center,,TX,'22',12/31/2008,12/31/2014,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned",BPA Call,0,"79,773","79,773",541611,N/A,N/A,Management/Support Services
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JB70Z,JSC - Johnson Space Flight Center,[N/A for IDVs],,'NA',12/30/2008,[None Indicated],"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,541611,N/A,N/A,"Procurement administrative activities, configuration management of documents, procurement related analysis and report integration"
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JC93T,JSC - Johnson Space Flight Center,,TX,'22',2/12/2009,9/30/2010,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned",BPA Call,0,"131,389","131,389",541611,N/A,N/A,Prcurement/Business Analyst for JSC Procurement Office
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ10JC51T,JSC - Johnson Space Flight Center,,TX,'22',2/11/2010,9/30/2010,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price","-3,971","53,515","53,515",541611,N/A,N/A,ALLOCATE FUNDS FOR A ADMINISTRATIVE SUPPORT PROGRAM MANAGER
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ11JA18T,JSC - Johnson Space Flight Center,,TX,'36',10/6/2010,7/15/2013,"SBA Certified HUBZone, Small Disadvantaged Business, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price","479,525","1,160,221","1,160,221",541611,N/A,N/A,ADMINSTRATIVE SUPPORT FOR JSC CENTER OPERATIONS (JA)
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ11JA19T,JSC - Johnson Space Flight Center,,TX,'36',10/1/2010,7/29/2013,"SBA Certified HUBZone, Small Disadvantaged Business, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price","370,143","942,071","942,071",541611,N/A,N/A,ADMINISTRATIVE SUPPORT FOR JSC PROCUREMENT (BA)
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ11JE69T,JSC - Johnson Space Flight Center,,TX,'36',9/19/2011,7/29/2013,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price","66,360","127,483","127,483",541611,N/A,N/A,Procurement Clerk hours
"91ST STREET JOINT VENTURE, LLC [OCEAN CITY,MARYLAND]",NNG10PS08P,GSFC - Goddard Space Flight Center,Ocean City,MD,'01',9/8/2010,10/12/2010,"Other Than Small Business - For Profit Organization, Partnership Or Limited Liability Partnership","Purchase Order, Firm Fixed Price",0,"11,150","11,150",721110,N/A,N/A,"RESOURCES RETREAT -25 ROOMS, AV SUPPORT"
"A & A SHEET METAL PRODUCTS INC [LA PORTE,INDIANA]",NNC10DD83D,GRC - Glenn Research Center,LA PORTE,IN,'02',8/23/2010,8/24/2010,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price",-30,"3,363","3,363",332311,N/A,N/A,OUTDOOR STORAGE LOCKER
"A & J VACUUM SERVICES INC [CLIFTON,NEW JERSEY]",NNC11VC94P,GRC - Glenn Research Center,Clifton,NJ,'08',3/4/2011,3/21/2011,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","4,250","4,250","4,250",811219,N/A,N/A,Repair of vacuum pump
"A & N CORPORATION [WILLISTON,FLORIDA]",NNM10AD73P,MSFC - Marshall Space Flight Center,WILLISTON,FL,'05',9/16/2010,1/4/2011,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"8,031","8,031",332312,N/A,N/A,LIGHTNING MAPPING ARRAY CIRCUIT BOARDS
"A & N ELECTRIC COOPERATIVE [TASLEY,VIRGINIA]",NNG10WA20C,GSFC - Goddard Space Flight Center,WALLOPS ISLAND,VA,'02',9/15/2010,10/31/2015,Non-Profit Institutions - Other Not For Profit Organization,"Definitive Contract, Firm Fixed Price","3,975,539","22,296,748","27,500,000",221122,NNG10318683R,N/A,Electricity distribution services at the Wallops Flight Facility.
"A & P TECHNOLOGY, INC. [CINCINNATI,OHIO]",NNC10CA19C,GRC - Glenn Research Center,CINCINNATI,OH,'02',5/3/2010,2/29/2012,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Definitive Contract, Firm Fixed Price",0,"59,397","59,397",541712,N/A,N/A,THE CONTRACTOR SHALL MODIFY THE GEARS BY REMOVING STEEL MATERIAL AND REPLACING IT WITH COMPOSITE MATERIAL TO FORM A HYBRID COMPOSITE/STEEL TEST GEAR.
"A & R TARPAULINS INC. [FONTANA,CALIFORNIA]",NNM11AA13W,MSFC - Marshall Space Flight Center,Fontana,CA,'43',4/8/2011,5/7/2011,", Small Disadvantaged Business, Woman Owned Small Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Women Owned","Purchase Order, Firm Fixed Price","3,504","3,504","3,504",314912,N/A,N/A,HYDRONAMIC SUSPENSION COVER
"A AND M ELECTRONICS SUPPLY INC [STAFFORD,TEXAS]",NNJ11HB08P,JSC - Johnson Space Flight Center,,TX,'22',2/14/2011,2/29/2012,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Manufacturer Of Goods, Minority Owned","Purchase Order, Firm Fixed Price","66,105","66,105","66,105",423690,NNJ11373397Q,"Adrian D. Clayton, Contracting Officer, 281-483-8498, adrian.d.clayton@nasa.gov",AMPHENOL NASA THREADED COUPLING CONNECTORS
"A AND M ELECTRONICS SUPPLY INC [STAFFORD,TEXAS]",NNL10AE38P,LaRC - Langley Research Center,Stafford,TX,'22',8/6/2010,12/29/2010,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Manufacturer Of Goods, Minority Owned, SBA Certified Small Disadvantaged Business","Purchase Order, Firm Fixed Price",0,"12,580","12,580",423690,N/A,N/A,LEMO CONNECTORS
"A D STUART ASSOCIATES [LEMONT,PENNSYLVANIA]",NNX11TF16P,NSSC - NASA Shared Services Center,Houston,TX,'22',6/20/2011,6/29/2011,", Small Business ONLY - For Profit Organization, Sole Proprietorship","Purchase Order, Firm Fixed Price","13,650","13,650","13,650",611430,N/A,N/A,INTERNAL TRAINING PURCHASE COURSE TITLE:  FUNDAMENTALS OF STATISTICS
"A DAIGGER AND COMPANY INCORPORATED [VERNON HILLS,ILLINOIS]",NNC10DE11D,GRC - Glenn Research Center,Vernon Hills,IL,'10',9/14/2010,10/21/2010,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price",0,"3,700","3,700",339111,N/A,N/A,EF8675N CIRCULATOR -40/100C 12L  110VEF8675M CIRCULATOR -40/100C 8L  110V 
"A DAIGGER AND COMPANY INCORPORATED [VERNON HILLS,ILLINOIS]",NNC11DB28D,GRC - Glenn Research Center,Vernon Hills,IL,'10',3/21/2011,4/15/2011,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","9,198","9,198","9,198",339111,N/A,N/A,3 EF29088C BATH&CIRCULATOR 9512 120V  GSA CONTRACT GS-07F-5358R
"A DAIGGER AND COMPANY INCORPORATED [VERNON HILLS,ILLINOIS]",NNM11AA27D,MSFC - Marshall Space Flight Center,Vernon Hills,IL,'10',6/30/2011,8/1/2011,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","4,245","4,245","4,245",339111,N/A,N/A,LAB REFRIGERATOR
"A E C ABLE ENGINEERING CO INC [GOLETA,CALIFORNIA]",MSFC0200306DNAS803043,MSFC - Marshall Space Flight Center,,CA,'24',12/26/2002,4/23/2013,", Small Business ONLY - [No Vendor Indicators Found]","Definitive Contract, Cost Plus Incentive Fee",0,"3,625,040","1,804,712",336414,N/A,N/A,4200001427 SCALABLE SOLAR SAIL SYSTEM DEVELOPMENT AND GROUND DEMONSTRATION
"A E EHRKE & CO [CLEVELAND,OHIO]",NNC10VB28P,GRC - Glenn Research Center,,OH,'14',11/24/2009,12/30/2010,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price",0,"8,853","8,853",334513,N/A,N/A,Micro Motion Coriolis Elite Sensor and Coriolis MVD Single Variable Flow Transmitter
"A H SYSTEMS INC [CHATSWORTH,CALIFORNIA]",NNC10VK23P,GRC - Glenn Research Center,Chatsworth,CA,'30',8/30/2010,10/8/2010,", Veteran Owned Small Business, Small Business - For Profit Organization, Manufacturer Of Goods, Veteran Owned","Purchase Order, Firm Fixed Price",0,"31,745","31,745",334519,N/A,N/A,BICONICAL ANTENNAE
"A H SYSTEMS INC [CHATSWORTH,CALIFORNIA]",NNC11VF09P,GRC - Glenn Research Center,CHATSWORTH,CA,'30',5/5/2011,6/13/2011,", Veteran Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Veteran Owned","Purchase Order, Firm Fixed Price","7,796","7,796","7,796",334519,N/A,N/A,HORN ANTENNA AND PRE-AMPLIFIER
"A H SYSTEMS INC [CHATSWORTH,CALIFORNIA]",NNJ10HD66P,JSC - Johnson Space Flight Center,Chatsworth,CA,'30',9/14/2010,10/29/2010,", Veteran Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Veteran Owned","Purchase Order, Firm Fixed Price",0,"8,400","8,400",334515,N/A,N/A,"BILOGICAL ANTENNA,MONOPOLE ANTENNA, AND ASSOCIATED HARDWARE"
"A I SOLUTIONS INCORPORATED [LANHAM,MARYLAND]",NNG09EP42D,GSFC - Goddard Space Flight Center,Lanham,MD,'04',9/16/2009,12/31/2010,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price",0,"25,587","25,587",541519,N/A,N/A,FF Mission and NASA Solution Pack Node-Locked Software Maintenance
