Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work
"3DEGREES GROUP INCORPORATED [SAN FRANCISCO,CALIFORNIA]",NNJ08JA08C,JSC - Johnson Space Flight Center,[N/A for IDVs],,'NA',1/25/2008,[None Indicated],Other Than Small Business - [No Vendor Indicators Found],"Indefinite Delivery Contract, Firm Fixed Price",0,"28,200",0,221119,N/A,N/A,This contract is for renewable energy certificates related to wind energy.
"3M COMPANY [SAINT PAUL,MINNESOTA]",NNC08MD55P,GRC - Glenn Research Center,SAINT PAUL,MN,'04',4/15/2008,1/27/2009,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Other Minority Owned","Purchase Order, Other ",-28,"9,774","9,774",325998,N/A,N/A,"7 CONTAINERS -FC-77 308 POUNDS FLUORINERT BRAND ELECTRONIC LIQUID 3.25 GALS PER CONTAINER- PRICE IS PER POUND ($31.50) = $9,702.00"
"3M COMPANY [SAINT PAUL,MINNESOTA]",NNK06MA43B,KSC - Kennedy Space Flight Center,[N/A for IDVs],,'NA',1/10/2006,[None Indicated],"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Indefinite Delivery Contract, Firm Fixed Price",0,0,0,424690,N/A,N/A,HFE-7100
"3M COMPANY [SAINT PAUL,MINNESOTA]",NNK09MB05D,KSC - Kennedy Space Flight Center,Saint Paul,MN,'04',6/11/2009,8/17/2009,"Other Than Small Business - For Profit Organization, Manufacturer Of Goods","Delivery Order, Firm Fixed Price","530,100","530,100","530,100",424690,N/A,N/A,HFE 7100 CLEANING SOLVENT
"3M COMPANY [SAINT PAUL,MINNESOTA]",NNS08AA45A,SSC - Stennis Space Center,,MS,'04',5/27/2008,12/1/2008,"Other Than Small Business - For Profit Organization, Manufacturer Of Goods, Minority Owned, Other Minority Owned",Cooperative Agreement,0,"54,009","54,009",[None Indicated],N/A,N/A,"THE PURPOSE OF THIS AGREEMENT IS TO COMPLETE A GLASS BUBBLE INSULATION RETROFIT ON A 40 PLUS YEAR OLD TANK USING EXPERTISE FROM BOTH INDUSTRY AND WITHIN NASA TO QUANTIFY EACH OF THE RISK AREAS AND TO PROVIDE VALUABLE BASELINE INFORMATION THAT CAN BE INCORPORATED INTO ALL FUTURE NASA CRYOGENIC TANK RETROFIT ACTIVITIES. IN THE PROPOSED FIELD DEMONSTRATION PROJECT, THE 50,000 GALLON LIOQUID HYDROGEN STORAGE TANK AT THE E1 TEST STAND AT SSC WILL UNDERGO A PERLITE TO GLASS BUBBLE RETROFIT. THE PRIMARY FOCUS WILL BE TO MATURE THE TECHNOLOGIES NECESSARY TO PERFORM ENSTALLATION OF GLASS BUBBLES INTO CRYOGENIC STORAGE TANKS OF ANY SIZE. NASA/SSC WILL BE RESPONSIBLE FOR THE PREPARAT;ION OF THE 50,000 GALLON LIQUID HYDROGEN STORAGE TANK AT THE E1 TEST STAND FOR THE INSTALLATION OF THE BLASS BUBBLE INSULATION. THIS WILL INCLUDE OPENING THE TANK ANNULUS AND REMOVING THE EXISTING INSULATION FROM THE TANK  AND PREPARING ANY TANK MODIFICATIONS NECESSARY FOR THE ATTACHMENT OF THE 3M GLASS BUBBLE INSERTION HOSES. AFTER THE INSERTION OF THE BUBBLE INSULATION, THE NASA TEAM WILL BE RESPONSIBLE FOR PULLING THE FINAL VACUUM AND CLOSING THE ANNULAR SPACE. NASA WILL BE RESPONSIBLE FOR MONITORING THE TANK PERFORMANCE AFTER COMPLETION OF THE INSULATION INSTALLATIION AND LOADING THE TANK WITH CRYOGENIC FLUIDS. THIS INCLUDES THE COLLECTION OF DATA COLLECTED FROM THE TANK AND DISTRIBUTION TO PARTIES INTERESTED IN THE COMPARATIVE PERFORMANCE OF THE TANK. 3M WILL FABRICATE AND TEST THE EQUIPMENT NECESSARY FOR CONVEYING THE BUBBLES FROM THE TRANSPORT VEHICLE TO THE TANK ANNULU. 3M WILL ALSO DETERMINE HOW DUST COLLECTION WILL BE ACCOMPLISHED AND MAKE A RECOMMENDATION AS TO WHEETHER A FABRIC SOCK OR A PORTABLE DUST COLLECTOR WILL BE REQUIRED. 3M WILL ALSO ASSESS AND DETERMINE"
"3M COMPANY (7775) [SAINT PAUL,MINNESOTA]",NNC09ME70D,GRC - Glenn Research Center,SAINT PAUL,MN,'04',12/15/2008,9/21/2009,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","10,800","10,800","10,800",325611,N/A,N/A,ENGINEERED FLUID
"3SL INC [HUNTSVILLE,ALABAMA]",NNC08VD21P,GRC - Glenn Research Center,Huntsville,AL,'05',8/18/2008,9/26/2009,", Small Business ONLY - For Profit Organization, Service Provider, Very Small Business","Purchase Order, Firm Fixed Price",0,"5,587","5,587",541330,N/A,N/A,SOFTWARE MAINTENANCE RENEWAL
"3SL INC [HUNTSVILLE,ALABAMA]",NNG09DA62P,GSFC - Goddard Space Flight Center,Huntsville,AL,'05',9/1/2009,10/30/2009,", Small Business ONLY - For Profit Organization, Service Provider","Purchase Order, Firm Fixed Price","5,508","5,508","5,508",541690,N/A,N/A,"2-Day Cradle Requirements Management Course, Fee is up to 8, Training Instructor Expenses, Part#CR-EXPEN "
"3TEX INCORPORATED [CARY,NORTH CAROLINA]",NNC08CA44C,GRC - Glenn Research Center,CARY,NC,'04',1/15/2008,2/17/2010,", Small Business ONLY - [No Vendor Indicators Found]","Definitive Contract, Firm Fixed Price",0,"190,314","190,314",541712,N/A,N/A,"NNC08CA44C BASIC CONTRACT 3-D BRAIDED CERAMIC FIBER VANE PREFORMS3TEX S 3-D BRAIDING PROCESS OFFERS A METHOD OF FORMING THE NEAR NET SHAPE OF A VANE COMPLETE WITH INTEGRAL STIFFENER AND A FINE TRAILING EDGE RADIUS, ALL MADE IN A SINGLE PASS, AUTOMATED PROCESS. FURTHER, WITHOUT STOPPING THE 3-D BRAIDING, THE CROSS-SECTIONAL SHAPE CAN BE CHANGED TO ACCOMMODATE JOINING OR OTHER FUNCTIONAL REQUIREMENTS. RELATIVE SMALL CHANGES TO THE BRAIDER CARRIER DESIGN WILL ENABLE EXISTING MACHINES TO MAKE THESE STRUCTURES USING TRADITIONALLY DIFFICULT-TO-PROCESS CERAMIC FIBERS SUCH AS SYLRAMIC IBN AND HI-NICALON/HI NICALON S."
"4 D TECHNOLOGY CORPORATION [TUCSON,ARIZONA]",NNG08EL46P,GSFC - Goddard Space Flight Center,Tucson,AZ,'07',9/22/2008,9/21/2009,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Research And Development, Small Business","Purchase Order, Firm Fixed Price",0,"6,000","6,000",333314,N/A,N/A,Repair of the Multi-Wavelength PhaseCam
"4 D TECHNOLOGY CORPORATION [TUCSON,ARIZONA]",NNG09DA57P,GSFC - Goddard Space Flight Center,Tucson,AZ,'07',8/26/2009,10/8/2009,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Research And Development","Purchase Order, Firm Fixed Price","35,998","35,998","35,998",333314,N/A,N/A,Optical Instrument and Lens Manufacturing (WYKO 400 SERIES UPGRADE)AND SHIPPING.
"4 D TECHNOLOGY CORPORATION [TUCSON,ARIZONA]",NNM08AE31P,MSFC - Marshall Space Flight Center,TUCSON,AZ,'07',9/17/2008,5/8/2009,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","36,500","231,000","231,000",333314,N/A,N/A,PHASECAM 5030 DYNAMIC INTERFEROMETERS SYSTEM
"4D INC [SAN JOSE,CALIFORNIA]",NNL09AA37P,LaRC - Langley Research Center,,CA,'15',12/2/2008,12/31/2010,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","60,000","60,000","60,000",511210,N/A,N/A,Site license agreement for TechTracs
"4D INCORPORATED [SAN JOSE,CALIFORNIA]",NNL06AK73P,LaRC - Langley Research Center,,CA,'15',9/30/2006,1/7/2009,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price",0,"60,000","60,000",511210,N/A,N/A,RENEWAL OF 4D SOFTWARE LICENSE
"4DSP, INC. [RENO,NEVADA]",NNL09AE13P,LaRC - Langley Research Center,Reno,NV,'02',7/16/2009,10/2/2009,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price","23,349","23,349","23,349",334111,N/A,N/A,FPGA-BASED PMC-X MODULE
"4PI ANALYSIS, INC. [DURHAM,NORTH CAROLINA]",NNM09AC13P,MSFC - Marshall Space Flight Center,DURHAM,NC,'04',6/1/2009,7/14/2009,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","26,120","26,120","26,120",334516,N/A,N/A,SILICON DRIFT DETECTOR
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JB58T,JSC - Johnson Space Flight Center,,TX,'22',12/31/2008,9/30/2010,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price","48,165","95,143","95,143",541611,N/A,N/A,Management/Support Services
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JB59T,JSC - Johnson Space Flight Center,,TX,'18',12/31/2008,9/30/2010,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price","75,058","144,079","144,079",541611,N/A,N/A,Management/Support Services
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JB60T,JSC - Johnson Space Flight Center,,TX,'22',12/31/2008,7/22/2010,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned",BPA Call,"75,058","127,729","127,729",541611,N/A,N/A,Management/Support Services
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JB61T,JSC - Johnson Space Flight Center,,TX,'22',12/31/2008,12/31/2014,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned",BPA Call,"79,773","79,773","79,773",541611,N/A,N/A,Management/Support Services
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JB70Z,JSC - Johnson Space Flight Center,[N/A for IDVs],,'NA',12/30/2008,[None Indicated],"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,541611,N/A,N/A,"Procurement administrative activities, configuration management of documents, procurement related analysis and report integration"
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JC89T,JSC - Johnson Space Flight Center,,TX,'22',2/10/2009,9/30/2010,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned",BPA Call,"71,893","162,039","162,039",541611,N/A,N/A,To allocate funds for Business Analyst in the JSC Procurement Office
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JC90T,JSC - Johnson Space Flight Center,,TX,'36',2/10/2009,9/30/2010,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned",BPA Call,"58,644","133,902","133,902",541611,N/A,N/A,To allocate funds for Business Analyst for JSC Procurement Office
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JC91T,JSC - Johnson Space Flight Center,,TX,'22',2/10/2009,9/30/2010,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned",BPA Call,"71,893","158,620","158,620",541611,N/A,N/A,To allocatefunds for Business Analyst to support JSC Procurement Office
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JC92T,JSC - Johnson Space Flight Center,,TX,'22',2/10/2009,9/30/2009,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price","27,405","23,967","23,967",541611,N/A,N/A,To allocate funds for Business Analyst in the JSC Procurement Office
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JC93T,JSC - Johnson Space Flight Center,,TX,'22',2/12/2009,9/30/2010,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned",BPA Call,"61,870","131,389","131,389",541611,N/A,N/A,Prcurement/Business Analyst for JSC Procurement Office
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JD01T,JSC - Johnson Space Flight Center,,TX,'22',2/19/2009,6/12/2009,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price","166,722","146,857","146,857",541611,N/A,N/A,To allocate funds for seven Contract Specialists at the JSC Procurement office 
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JD02T,JSC - Johnson Space Flight Center,,TX,'22',2/20/2009,6/12/2009,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned","BPA Call, Firm Fixed Price","53,429","48,547","48,547",541611,N/A,N/A,To allocate funds for four Business Analyst for JSC Procurement Office
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JE24T,JSC - Johnson Space Flight Center,,TX,'36',6/15/2009,9/30/2010,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned",BPA Call,"242,696","574,308","574,308",541611,N/A,N/A,"TAS::80 0121::TAS Procurement administrative activities, configuration management of documents, procurement related analysis and report integration for Recovery Act Construction Contracts"
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JE25T,JSC - Johnson Space Flight Center,,TX,'22',6/15/2009,12/31/2009,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned",BPA Call,"77,777","73,328","73,328",541611,N/A,N/A,"TAS::80 0121::TAS Procurement administrative activities, configuration management of documents, procurement related analysis and report integration/Administrative Support for Recovery Act Construction Contracts "
"4W SOLUTIONS INC [HOUSTON,TEXAS]",NNJ09JE56T,JSC - Johnson Space Flight Center,HOUSTON,TX,'36',6/15/2009,9/30/2010,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Corporate Entity Not Tax Exempt, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Women Owned",BPA Call,"38,888","110,867","110,867",541611,N/A,N/A,"TAS::80 0121::TAS Procurement administrative activities, configuration management of documents, procurement related analysis and report integration/Administrative Support for Recovery Act Construction Contracts"
"4W SOLUTIONS INCORPORATED [HOUSTON,TEXAS]",NNJ08JF69T,JSC - Johnson Space Flight Center,,TX,'18',6/9/2008,4/30/2009,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Women Owned",BPA Call,"9,461","25,592","25,592",561320,N/A,N/A,Temp Secretary I
"4W SOLUTIONS INCORPORATED [HOUSTON,TEXAS]",NNJ08JG62T,JSC - Johnson Space Flight Center,,TX,'22',8/12/2008,4/30/2009,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Women Owned",BPA Call,0,"12,985","12,985",561320,N/A,N/A,Administrative Assistant Support
"4W SOLUTIONS INCORPORATED [HOUSTON,TEXAS]",NNJ08JG67T,JSC - Johnson Space Flight Center,Houston,TX,'18',8/18/2008,4/30/2009,"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Women Owned",BPA Call,0,"6,411","6,411",561320,N/A,N/A,Temporary Secretarial Support Services
"A & A SHEET METAL PRODUCTS INC [LA PORTE,INDIANA]",NNC09DD61D,GRC - Glenn Research Center,LA PORTE,IN,'02',6/29/2009,9/18/2009,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","3,905","3,905","3,905",337214,N/A,N/A,CHEMICAL OUTDOOR STORAGE LOCKER
"A & A SHEET METAL PRODUCTS, INC [LA PORTE,INDIANA]",NNL08AI11P,LaRC - Langley Research Center,,IN,'02',8/28/2008,12/5/2008,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price",618,"14,981","14,981",332311,N/A,N/A,FLAMMABLE STORAGE SHED
"A & G MANUFACTURING CO INC [GALION,OHIO]",NNC08VJ18P,GRC - Glenn Research Center,,OH,'05',9/17/2008,12/24/2008,"SBA Certified HUBZone, Small Business - SBA Certified HUBZone","Purchase Order, Firm Fixed Price",0,"80,226","80,226",333924,N/A,N/A,Tow Tractor for Plum Brook Station
"A & N ELECTRIC COOPERATIVE [TASLEY,VIRGINIA]",NNG08WF05P,GSFC - Goddard Space Flight Center,,VA,'02',9/12/2008,10/31/2009,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price","5,080,812","5,131,829","5,500,000",335311,N/A,N/A,WFF Permanent Electric Service
"A & P TECHNOLOGY, INC [CINCINNATI,OHIO]",NNC08VG05P,GRC - Glenn Research Center,CINCINNATI,OH,'02',7/28/2008,6/12/2009,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price",-33,"9,142","9,142",313221,N/A,N/A,TRIAXIAL BRAID W/ T650-35 CARBON FIBERS
"A AND A METAL FINISHING COMPANY LIMITED LIABILITY COMPANY [BALTIMORE,MARYLAND]",NNG04CS08Z,GSFC - Goddard Space Flight Center,[N/A for IDVs],,'NA',1/14/2004,1/15/2009,", Woman Owned Small Business, Small Business - Women Owned","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,332999,N/A,N/A,FABRICATION BPA
"A AND A METAL FINISHING COMPANY LIMITED LIABILITY COMPANY [BALTIMORE,MARYLAND]",NNG04CS09Z,GSFC - Goddard Space Flight Center,[N/A for IDVs],,'NA',1/14/2004,1/15/2009,", Woman Owned Small Business, Small Business - Women Owned","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,332999,N/A,N/A,FABRICATION BPA
"A AND L DESIGN INCORPORATED [BUCYRUS,KANSAS]",NNG08HC47P,GSFC - Goddard Space Flight Center,,KS,'02',12/19/2007,1/4/2008,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price","3,757","27,811","27,811",[None Indicated],N/A,N/A,"Custom config (carina) truss kit, graphics package trussworks kit etc."
