Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work
"3M COMPANY [SAINT PAUL,MINNESOTA]",NNK06MB33D,KSC - Kennedy Space Flight Center,Saint Paul,MN,'04',6/22/2006,8/7/2006,"Other Than Small Business - For Profit Organization, Manufacturer Of Goods","Delivery Order, Firm Fixed Price","521,892","521,892","521,892",424690,N/A,N/A,HFE-7100 (55 GALLON DRUM)
"3M COMPANY (7775) [SAINT PAUL,MINNESOTA]",NNA06BC10P,ARC - Ames Research Center,SAINT PAUL,MN,'04',8/28/2006,11/6/2006,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price","16,703","16,691","16,691",325222,N/A,N/A,NEXTEL AC -1/8 INCH CHOPPED FIBER
"3M COMPANY (7775) [SAINT PAUL,MINNESOTA]",NNA06CD51P,ARC - Ames Research Center,,CA,'14',6/20/2006,11/19/2007,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price","6,603","6,603","6,603",325998,N/A,N/A,"Provide all necessary tools, labor parts, material and transportation for the sterillzer"
"3M COMPANY (7775) [SAINT PAUL,MINNESOTA]",NNC06MC45P,GRC - Glenn Research Center,Portsmouth,NH,'01',5/8/2006,5/26/2006,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price","10,670","10,670","10,670",[None Indicated],N/A,N/A,Sampling fluid
"3M COMPANY (7775) [SAINT PAUL,MINNESOTA]",NNG05AG19P,GSFC - Goddard Space Flight Center,Saint Paul,MN,'04',7/15/2005,7/15/2006,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price",0,"24,425","24,425",[None Indicated],N/A,N/A,3M MODEL 6410 V1 SERIES SELF CHECK
"3M COMPANY (7775) [SAINT PAUL,MINNESOTA]",NNJ06HC43D,JSC - Johnson Space Flight Center,Saint Paul,MN,'04',2/3/2006,2/28/2006,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","27,468","27,468","27,468",325611,N/A,N/A," HFE-7100 CLEAN SOLVENT 55 GAL-600LB,3 UNITS  "
"3M COMPANY (7775) [SAINT PAUL,MINNESOTA]",NNJ06HG71P,JSC - Johnson Space Flight Center,Saint Paul,MN,'04',8/21/2006,8/31/2006,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","27,468","27,468","27,468",325611,N/A,N/A,DRUMS OF HFE-7100 CLEANING SOLVENT  
"3M COMPANY (7775) [SAINT PAUL,MINNESOTA]",T93170,JSC - Johnson Space Flight Center,,MN,'04',1/2/2003,5/5/2003,Other Than Small Business - [No Vendor Indicators Found],Delivery Order,-600,"60,774","60,774",325611,N/A,N/A,"CORE CHARGE FOR SS DRUM, FREIGHT. "
"3M COMPANY DBA 3M DIV FEDERAL [SAINT PAUL,MINNESOTA]",NNA05CU14P,ARC - Ames Research Center,,CA,'14',5/19/2005,5/19/2006,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price",0,"6,728","6,728",325998,N/A,N/A,STERILIZER MAINTENANCE
"3M PHILIPPINES INCORPORATED [SAINT PAUL,MINNESOTA]",NNA04CI01P,ARC - Ames Research Center,Mountain View,CA,'14',11/28/2005,5/18/2005,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price","7,178","7,178","7,178",[None Indicated],N/A,N/A,Sterilizer Maintenance
"3SAE TECHNOLOGIES INCORPORATED [FRANKLIN,TENNESSEE]",NNC06VD92P,GRC - Glenn Research Center,Franklin,TN,'07',4/27/2006,5/18/2006,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","25,000","25,000","25,000",[None Indicated],N/A,N/A,PM FIBER SPLICER KIT
"3SL INCORPORATED [OCEAN ISLE BEACH,NORTH CAROLINA]",NNC05VD12P,GRC - Glenn Research Center,Ocean Isle Beach,NC,'07',2/18/2005,3/18/2006,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price",0,"18,934","18,934",[None Indicated],N/A,N/A,CRADLE ENGINEERING SOFTWARE
"3SL INCORPORATED [OCEAN ISLE BEACH,NORTH CAROLINA]",NNC05VK66P,GRC - Glenn Research Center,Ocean Isle Beach,NC,'07',9/20/2005,9/25/2007,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price",0,"20,046","20,046",[None Indicated],N/A,N/A,CRADLE SYS SOFTWARE & (2) YEAR MAINTENANCE
"3SL INCORPORATED [SHALLOTTE,NORTH CAROLINA]",NNC06VK84P,GRC - Glenn Research Center,Ocean Isle Beach,NC,'07',9/27/2006,10/1/2006,", Small Business ONLY - Small Business, Very Small Business","Purchase Order, Firm Fixed Price","6,750","6,750","6,750",[None Indicated],N/A,N/A,"CRADLE WORK BENCH, CRADLE DOCUMENT PUBLISHING, CRADLE METRICS, CRADLE ANNUAL MAINT."
"3TEX INCORPORATED [CARY,NORTH CAROLINA]",NNM06AA68C,MSFC - Marshall Space Flight Center,CARY,NC,'04',4/3/2006,1/22/2007,", Small Business ONLY - [No Vendor Indicators Found]","Definitive Contract, Firm Fixed Price","94,667","94,667","94,667",541710,N/A,N/A,"GRADIENT INTERPHASE, 3-D FIBER ARCHITECTURE CMC?S"
"4 D TECHNOLOGY CORPORATION [TUCSON,ARIZONA]",NNG06EA44P,GSFC - Goddard Space Flight Center,Tucson,AZ,'07',12/5/2005,5/1/2007,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","590,000","590,000","590,000",333314,N/A,N/A,ELECTRONIC SPECKLE PATTERN INTERFEROMETRY SYSTEM IN ACCORDANCE WITH ATTACHMENT A- STATEMENT OF WORK
"4 SURE.COM INC [TRUMBULL,CONNECTICUT]",NNK05OA44D,KSC - Kennedy Space Flight Center,Trumbull,CT,'04',1/20/2005,1/21/2008,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"9,700","9,700",443120,N/A,N/A,ELECTRONICS AND COMMUNICATION EQUIPMENT
"4 SURE.COM INC [TRUMBULL,CONNECTICUT]",NNK05OR25D,KSC - Kennedy Space Flight Center,Trumbull,CT,'04',9/26/2005,10/28/2005,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"5,805","5,805",[None Indicated],N/A,N/A,TEST EQUIPMENT
"4 SURECOM INCORPORATED [TRUMBULL,CONNECTICUT]",NNG06EC16P,GSFC - Goddard Space Flight Center,Greenbelt,MD,'05',3/10/2006,3/31/2006,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price","15,727","15,727","15,727",[None Indicated],N/A,N/A,"DC7600 CONVERTIBLE MICROTOWER DESKTOP SMART BUY; MEMORY UPGRADES MEMORY - 1GB - DIMM 240-PIN-DDR II; VIEWSONIC VP930B THINEDGE - FLAT PANEL DISPLAY TFT 19; HP COMPAQ NC6120 (SMART BUY) - PR126UA; 1GB PC2700 HP PAVIL NOT-BOOK; HP DOCKING STATION"""
"4D INC [SAN JOSE,CALIFORNIA]",NNL05AB16P,LaRC - Langley Research Center,SAN JOSE,CA,'15',11/26/2004,8/4/2005,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price",0,"30,000","30,000",511210,N/A,N/A,RENEWAL OF EXISTING NASA LANGLEY RESEARCH CNETER TECHTRACS PROJECT FOR 4D SOFTWARE LICENSE
"4D INCORPORATED [SAN JOSE,CALIFORNIA]",NNL06AA73P,LaRC - Langley Research Center,San Jose,CA,'15',12/6/2005,12/31/2006,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","30,000","30,000","30,000",511210,N/A,N/A,RENEWAL OF AN EXISTING NASA LANGLEY RESEARCH CENTER TECH TRACS PROJECT FOR 4D SOFTWARE LICENSE
"4D INCORPORATED [SAN JOSE,CALIFORNIA]",NNL06AK73P,LaRC - Langley Research Center,,CA,'15',9/30/2006,1/7/2009,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price","30,000","60,000","60,000",511210,N/A,N/A,RENEWAL OF 4D SOFTWARE LICENSE
"4IMPRINT INCORPORATED [OSHKOSH,WISCONSIN]",NNG05WL46P,GSFC - Goddard Space Flight Center,Oshkosh,WI,'06',9/27/2005,10/31/2005,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price",0,"6,958","6,958",[None Indicated],N/A,N/A,"ITEM# 4899- NEUTRAL, CHAMPION 100% COTTON T-SHIRT; ARTWORK INSTRUCTIONS: PRODUCT COLOR (BASE TRIM) WHITE, WHITE; IMPRINT LOCATION: FULL FRONT IMPRINT PER QUOTATION# 2453897; 1ST COLOR RUN CHARGE; SET-UP CHARGE/FULL COLOR PROCESS SET-UP; FREIGHT CHARGE"
"4PI ANALYSIS INCORPORATED [DURHAM,NORTH CAROLINA]",NNM05AG93P,MSFC - Marshall Space Flight Center,DURHAM,NC,'04',9/30/2005,11/21/2006,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price",0,"86,120","86,120",334516,N/A,N/A,42001122367 TWO REVOLUTION EDX SYSTEMS
"4W SOLUTIONS INCORPORATED [HOUSTON,TEXAS]",NNJ06JG15P,JSC - Johnson Space Flight Center,Houston,TX,'18',4/27/2006,6/30/2006,", Small Disadvantaged Business, Woman Owned Small Business, Small Business - Black American Owned Business, Minority Owned, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Small Disadvantaged Business, Very Small Business, Women Owned","Purchase Order, Firm Fixed Price","70,273","70,273","70,273",541611,N/A,N/A,EXTERNAL ASSESSMENT & REPORT ON NASA/JSC STRENGTH AND CORE COMPETENCIES
"4W SOLUTIONS INCORPORATED [HOUSTON,TEXAS]",NNJ06JG87P,JSC - Johnson Space Flight Center,,TX,'18',6/21/2006,8/4/2006,", Small Disadvantaged Business, Woman Owned Small Business, Small Business - Black American Owned Business, Minority Owned, SBA Certified 8A Program Participant, Small Business, Small Disadvantaged Business, Very Small Business, Women Owned","Purchase Order, Firm Fixed Price","8,507","8,507","8,507",[None Indicated],N/A,N/A,CONDUCTING AN INTERNAL ASSESMENT WITH REPRESENTATI VES FROM THE JSC CIVIL SERVANT COMMUNITY
"5N PLUS INC [SAINT LAURENT,]",NNM05AG25P,MSFC - Marshall Space Flight Center,,,'NA',8/5/2005,8/22/2005,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price",238,"16,088","16,088",333415,N/A,N/A,4200115680 PURCHASE OF 99.99999% PURE TELLURIUM
"5N PLUS INCORPORATED [MONTREAL,]",NNM06AD80P,MSFC - Marshall Space Flight Center,,,'NA',7/11/2006,9/20/2006,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price","43,990","43,990","43,990",331419,N/A,N/A,4200146581 LABORATORY CHEMICALS
"8E6 TECHNOLOGIES [ORANGE,CALIFORNIA]",NNL06AC19D,LaRC - Langley Research Center,,CA,'40',6/30/2006,12/2/2007,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","37,499","37,499","37,499",443120,N/A,N/A,SOFTWARE SUBSCRIPTION
"A & P TECHNOLOGY INC [CINCINNATI,OHIO]",NNC04CB29C,GRC - Glenn Research Center,,OH,'02',2/17/2005,9/30/2006,", Small Business ONLY - [No Vendor Indicators Found]","Definitive Contract, Firm Fixed Price",0,"258,616","258,616",541710,N/A,N/A,funding modification
"A 1 SANITATION SERVICE [OWENS CROSS ROADS,ALABAMA]",H34932D,MSFC - Marshall Space Flight Center,,AL,'05',12/18/2001,12/31/2005,", 8(A) Program, Small Business - SBA Certified 8A Program Participant","Purchase Order, Firm Fixed Price",0,"20,100","22,500",[None Indicated],N/A,N/A,4200022343 PROVIDE AND SERVICE CHEMICALLY TREATED TOILET UNITS ON A REQUIRED PER CALL BASIS
"A AND A METAL FINISHING COMPANY LIMITED LIABILITY COMPANY [BALTIMORE,MARYLAND]",NNG04CS08Z,GSFC - Goddard Space Flight Center,[N/A for IDVs],,'NA',1/14/2004,1/15/2009,", Woman Owned Small Business, Small Business - Women Owned","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,332999,N/A,N/A,FABRICATION BPA
"A AND A METAL FINISHING COMPANY LIMITED LIABILITY COMPANY [BALTIMORE,MARYLAND]",NNG04CS09Z,GSFC - Goddard Space Flight Center,[N/A for IDVs],,'NA',1/14/2004,1/15/2009,", Woman Owned Small Business, Small Business - Women Owned","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,332999,N/A,N/A,FABRICATION BPA
"A AND E CONSULTING INCORPORATED [WESTLAKE,OHIO]",NNC05QA68P,GRC - Glenn Research Center,Westlake,OH,'10',7/6/2005,10/21/2005,", Small Business ONLY - Small Business, Very Small Business","Purchase Order, Firm Fixed Price",0,"19,500","19,500",541330,N/A,N/A,COMPUTER CODE UPDATE
"A AND E CONSULTING INCORPORATED [WESTLAKE,OHIO]",NNC06VH74P,GRC - Glenn Research Center,Westlake,OH,'10',8/10/2006,9/30/2006,", Small Business ONLY - Small Business, Very Small Business","Purchase Order, Firm Fixed Price","10,000","10,000","10,000",[None Indicated],N/A,N/A,Software up grade testing
"A B B ETCH COMPANY (0152) [CAMP VERDE,ARIZONA]",NNJ05HG85P,JSC - Johnson Space Flight Center,Camp Verde,AZ,'01',10/31/2005,11/28/2005,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price",500,500,500,[None Indicated],N/A,N/A,PARTIAL ETCHING OF ETFE AND PTFE WIRE
"A B COMPUTER SOLUTIONS INCORPORATED [MANDEVILLE,LOUISIANA]",NNJ06HI22P,JSC - Johnson Space Flight Center,Mandeville,LA,'01',9/21/2006,9/30/2007,", Woman Owned Small Business, Small Business - Small Business, Women Owned","Purchase Order, Firm Fixed Price","20,352","20,352","20,352",[None Indicated],N/A,N/A,"maintenance, periodic testing, adjusting, cleaning lubricating, and replacing of parts"
"A DAIGGER AND COMPANY INCORPORATED [VERNON HILLS,ILLINOIS]",NNK06MA68P,KSC - Kennedy Space Flight Center,Vernon Hills,IL,'10',3/8/2006,3/29/2006,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","3,963","3,963","3,963",339111,N/A,N/A,ultrasound processor
"A DAIGGER AND COMPANY INCORPORATED [VERNON HILLS,ILLINOIS]",NNL06AD37P,LaRC - Langley Research Center,Vernon Hills,IL,'10',4/7/2006,4/29/2006,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","14,790","14,790","14,790",[None Indicated],N/A,N/A,LAB EQUIPMENT
"A E A TECHNOLOGY ENGRG SVS INC [PITTSBURGH,PENNSYLVANIA]",GSFC0200103DNAS501109,GSFC - Goddard Space Flight Center,,,'NA',3/15/2001,1/31/2007,Other Than Small Business - [No Vendor Indicators Found],"Definitive Contract, Firm Fixed Price",0,"1,100,000","1,100,000",335911,N/A,N/A,
"A E C ABLE ENGINEERING CO INC [GOLETA,CALIFORNIA]",MSFC0200306DNAS803043,MSFC - Marshall Space Flight Center,,CA,'24',12/26/2002,4/23/2013,", Small Business ONLY - [No Vendor Indicators Found]","Definitive Contract, Cost Plus Incentive Fee",0,"3,625,040","1,804,712",336414,N/A,N/A,4200001427 SCALABLE SOLAR SAIL SYSTEM DEVELOPMENT AND GROUND DEMONSTRATION
"A E C ABLE ENGINEERING CO INC [GOLETA,CALIFORNIA]",NNC04CA02C,GRC - Glenn Research Center,,CA,'23',11/7/2003,2/6/2006,", Small Business Innovative Research, Small Business - Small Business","Definitive Contract, Firm Fixed Price",0,"579,704","599,703",541710,02-2-H3.10-7616,N/A,"SBIR PHASE II STRETCHED LENS ARRAY SQUARERIGGER ( SLA-SR) HIGH POWER SOLAR ARRAY SYSTEM"""""
"A E C ABLE ENGINEERING CO INC [GOLETA,CALIFORNIA]",NNG04CA19C,GSFC - Goddard Space Flight Center,,CA,'23',12/2/2003,5/31/2006,", Small Business Innovative Research, Small Business - Small Business","Definitive Contract, Firm Fixed Price",0,"599,985","599,985",541710,SBIR2002,N/A,NEW STRUCTURES FOR LARGE SENSOR ARRAY PLATFORMS (SBIR CONTRACT PHASE II)
"A E C SERVICES INCORPORATED [GAITHERSBURG,MARYLAND]",GSFC0200203DNAS501130,GSFC - Goddard Space Flight Center,GREENBELT,MD,'05',3/15/2002,1/10/2007,", Veteran Owned Small Business, Small Disadvantaged Business, 8(A) Program, Small Business - Hispanic American Owned Business, Minority Owned, SBA Certified 8A Program Participant, Veteran Owned","Definitive Contract, Firm Fixed Price","74,149","838,383","838,383",562910,N/A,N/A,ASBESTOS ABATEMENT SERVICES
"A E S CORPORATION [PEABODY,MASSACHUSETTS]",NNK06OU01P,KSC - Kennedy Space Flight Center,Peabody,MA,'06',2/8/2006,4/17/2006,", Woman Owned Small Business, Small Business - Small Business, Women Owned","Purchase Order, Firm Fixed Price","44,045","44,045","44,045",335999,N/A,N/A,TACTICAL INTRUSION DETECTION SYSTEM COMPONENTS
"A H SYSTEMS INCORPORATED [CHATSWORTH,CALIFORNIA]",NNK06LB92P,KSC - Kennedy Space Flight Center,Chatsworth,CA,'30',9/19/2006,10/31/2006,", Veteran Owned Small Business, Small Business - Small Business, Veteran Owned","Purchase Order, Firm Fixed Price","3,050","3,050","3,050",334220,N/A,N/A,BIONICAL ANTENNA
"A I SIGNAL RESEARCH INC        [HUNTSVILLE,ALABAMA]",MSFC0200202DNAS802047,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',2/15/2002,3/31/2007,", Small Disadvantaged Business, 8(A) Program, Small Business - Asian Pacific American Owned Business, Minority Owned, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Small Disadvantaged Business","Definitive Contract, Cost Plus Incentive Fee","8,479,274","44,074,553","44,617,788",541710,N/A,N/A,CUSTOMER AND EMPLOYEE RELATIONS (CAER) DIRECTORATE SUPPORT SERVICES 
