Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work
"3 D CADWARE INCORPORATED [TEMECULA,CALIFORNIA]",NND06AB51P,AFRC - Armstrong Flight Research Center,Edwards,CA,'22',3/30/2006,3/31/2007,", Woman Owned Small Business, Small Business - Small Business, Women Owned","Purchase Order, Firm Fixed Price",0,"6,135","6,135",443120,N/A,N/A,COSMOWORKS ANNUAL MAINTENANCE
"3 D CADWARE INCORPORATED [TEMECULA,CALIFORNIA]",NND07AA53P,AFRC - Armstrong Flight Research Center,Edwards,CA,'22',2/22/2007,3/31/2008,", Woman Owned Small Business, Small Business - Small Business, Women Owned","Purchase Order, Firm Fixed Price","6,165","6,165","6,165",443120,N/A,N/A,"1. COSMOSWorks Advanced Professional Annual Maintenance Includes Software updates and major releases; hotline support via phone, fax and mail. 2. SolidWorks Office Subscription Service Renewal Serial No. 0000 0004 3325 0732 0010 0030 7720 5469 Renew from 3/31/07 to 3/31/08 SAP Purchase Requisition: 4200189554"
"3401 HOTELIERS LIMITED PARTNERSHIP [ROUND ROCK,TEXAS]",NNJ07JE96P,JSC - Johnson Space Flight Center,Round Rock,TX,'31',4/18/2007,4/20/2007,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price","8,198","8,198","8,198",721110,N/A,N/A,"Attend a retreat entitled ZC Retreat"" for JSC employees."""
"3D SYSTEMS INCORPORATED [SANTA CLARITA,CALIFORNIA]",NNC06VA96P,GRC - Glenn Research Center,Valencia,CA,'25',3/23/2006,3/5/2007,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price",0,"26,000","26,000",333999,N/A,N/A,SV-PREMIER SERVICE PLAN-SLS 2500 PLUS
"3D SYSTEMS INCORPORATED [VALENCIA,CALIFORNIA]",NNC06VB17P,GRC - Glenn Research Center,Valencia,CA,'25',3/13/2006,4/30/2007,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price",0,"17,000","17,000",[None Indicated],N/A,N/A,PREMIER SERVICE PLAN-VIPER SLA SYSTEM
"3D SYSTEMS INCORPORATED [SANTA CLARITA,CALIFORNIA]",NNC07VC67P,GRC - Glenn Research Center,Valencia,CA,'25',2/10/2007,4/30/2008,", Small Business ONLY - Small Business","Purchase Order, Other ","17,000","17,000","17,000",[None Indicated],N/A,N/A,SW-VIPER SLA SYSTEM-PREMIER SERVICE PLAN
"3D SYSTEMS INCORPORATED [SANTA CLARITA,CALIFORNIA]",NNC07VD31P,GRC - Glenn Research Center,Valencia,CA,'25',3/4/2007,3/5/2008,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Other ","26,000","26,000","26,000",333999,N/A,N/A,HARDWARE & SOFTWARE MAINTENANCE OF SLS 2500 PLUS SYSTEM
"3D SYSTEMS INCORPORATED [VALENCIA,CALIFORNIA]",NNG05EB91P,GSFC - Goddard Space Flight Center,,CA,'25',2/10/2005,2/28/2007,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price",0,"13,990","13,990",[None Indicated],N/A,N/A,Thermojet Printer Annual Maintenance Plan
"3D SYSTEMS INCORPORATED [VALENCIA,CALIFORNIA]",NNJ05JA91P,JSC - Johnson Space Flight Center,,CA,'25',4/22/2005,3/23/2008,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","6,000","17,985","17,985",[None Indicated],N/A,N/A,PRINTER MAINTENANCE
"3D SYSTEMS INCORPORATED [SANTA CLARITA,CALIFORNIA]",NNL06AK36P,LaRC - Langley Research Center,,CA,'25',9/22/2006,10/11/2007,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price",0,"83,960","83,960",333999,N/A,N/A,THERMO JET PRINTER ANNUAL SERVICE PLAN
"3D SYSTEMS INCORPORATED [ROCK HILL,SOUTH CAROLINA]",NNL07AH67P,LaRC - Langley Research Center,,VA,'01',8/30/2007,9/21/2008,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price","86,120","86,120","86,120",333999,N/A,N/A,"Maintenance Agreement - Thermojet Printer, Viper SLA System, and SLA 7000 System"
"3M COMPANY [SAINT PAUL,MINNESOTA]",NNK06MA43B,KSC - Kennedy Space Flight Center,[N/A for IDVs],,'NA',1/10/2006,[None Indicated],"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Indefinite Delivery Contract, Firm Fixed Price",0,0,0,424690,N/A,N/A,HFE-7100
"3M COMPANY [SAINT PAUL,MINNESOTA]",NNK07MB34D,KSC - Kennedy Space Flight Center,Saint Paul,MN,'04',6/8/2007,8/24/2007,"Other Than Small Business - For Profit Organization, Manufacturer Of Goods","Delivery Order, Other ","672,840","672,840","672,840",424690,N/A,N/A,55 gallon drum - HFE 7100
"3M COMPANY (7775) [SAINT PAUL,MINNESOTA]",NNA06BC10P,ARC - Ames Research Center,SAINT PAUL,MN,'04',8/28/2006,11/6/2006,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price",-12,"16,691","16,691",325222,N/A,N/A,NEXTEL AC -1/8 INCH CHOPPED FIBER
"3M COMPANY (7775) [SAINT PAUL,MINNESOTA]",NNA06CD51P,ARC - Ames Research Center,,CA,'14',6/20/2006,11/19/2007,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price",0,"6,603","6,603",325998,N/A,N/A,"Provide all necessary tools, labor parts, material and transportation for the sterillzer"
"3M COMPANY (7775) [SAINT PAUL,MINNESOTA]",NNJ07HH54P,JSC - Johnson Space Flight Center,Saint Paul,MN,'04',8/27/2007,9/11/2007,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","19,224","19,224","19,224",325611,N/A,N/A,NOVEC ENGINEERING FLUID
"3RDTECH INCORPORATED [DURHAM,NORTH CAROLINA]",NNL07AH83P,LaRC - Langley Research Center,Durham,NC,'04',9/12/2007,11/9/2007,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price","5,650","5,650","5,650",333314,N/A,N/A,HiBall-3100 Tracker System
"3SL INCORPORATED [OCEAN ISLE BEACH,NORTH CAROLINA]",NNC05VK66P,GRC - Glenn Research Center,Ocean Isle Beach,NC,'07',9/20/2005,9/25/2007,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price",0,"20,046","20,046",[None Indicated],N/A,N/A,CRADLE SYS SOFTWARE & (2) YEAR MAINTENANCE
"3SL INCORPORATED [SHALLOTTE,NORTH CAROLINA]",NNC06VK84P,GRC - Glenn Research Center,Ocean Isle Beach,NC,'07',9/27/2006,10/1/2006,", Small Business ONLY - Small Business, Very Small Business","Purchase Order, Firm Fixed Price",0,"6,750","6,750",[None Indicated],N/A,N/A,"CRADLE WORK BENCH, CRADLE DOCUMENT PUBLISHING, CRADLE METRICS, CRADLE ANNUAL MAINT."
"3TEX INCORPORATED [CARY,NORTH CAROLINA]",NNM06AA68C,MSFC - Marshall Space Flight Center,CARY,NC,'04',4/3/2006,1/22/2007,", Small Business ONLY - [No Vendor Indicators Found]","Definitive Contract, Firm Fixed Price",0,"94,667","94,667",541710,N/A,N/A,"GRADIENT INTERPHASE, 3-D FIBER ARCHITECTURE CMC?S"
"4 D TECHNOLOGY CORPORATION [TUCSON,ARIZONA]",NNG06EA44P,GSFC - Goddard Space Flight Center,Tucson,AZ,'07',12/5/2005,5/1/2007,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price",0,"590,000","590,000",333314,N/A,N/A,ELECTRONIC SPECKLE PATTERN INTERFEROMETRY SYSTEM IN ACCORDANCE WITH ATTACHMENT A- STATEMENT OF WORK
"4 D TECHNOLOGY CORPORATION [TUCSON,ARIZONA]",NNG07EA28P,GSFC - Goddard Space Flight Center,Tucson,AZ,'07',3/1/2007,4/30/2007,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price","5,600","5,600","5,600",[None Indicated],N/A,N/A,REPAIR AND REALIGN PHASECAM
"4 SURE.COM INC [TRUMBULL,CONNECTICUT]",NNK05OA44D,KSC - Kennedy Space Flight Center,Trumbull,CT,'04',1/20/2005,1/21/2008,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"9,700","9,700",443120,N/A,N/A,ELECTRONICS AND COMMUNICATION EQUIPMENT
"454 LIFE SCIENCES CORPORATION [BRANFORD,CONNECTICUT]",NNA07CA84P,ARC - Ames Research Center,Mountain View,CA,'14',4/16/2007,6/11/2007,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Other ","38,000","38,000","38,000",339999,N/A,N/A,SAP Purchase Requisition: 4200185871 AWARD FOR WHOLE GENOME SHOTGUN(WGS) SURVEY SEQUENCING OF TWO 6 MB BACTERIA
"4D INCORPORATED [SAN JOSE,CALIFORNIA]",NNL06AA73P,LaRC - Langley Research Center,San Jose,CA,'15',12/6/2005,12/31/2006,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price",0,"30,000","30,000",511210,N/A,N/A,RENEWAL OF AN EXISTING NASA LANGLEY RESEARCH CENTER TECH TRACS PROJECT FOR 4D SOFTWARE LICENSE
"4D INCORPORATED [SAN JOSE,CALIFORNIA]",NNL06AK73P,LaRC - Langley Research Center,,CA,'15',9/30/2006,1/7/2009,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price",0,"60,000","60,000",511210,N/A,N/A,RENEWAL OF 4D SOFTWARE LICENSE
"4PI ANALYSIS INCORPORATED [DURHAM,NORTH CAROLINA]",NNM05AG93P,MSFC - Marshall Space Flight Center,DURHAM,NC,'04',9/30/2005,11/21/2006,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price",0,"86,120","86,120",334516,N/A,N/A,42001122367 TWO REVOLUTION EDX SYSTEMS
"4PI ANALYSIS INCORPORATED [DURHAM,NORTH CAROLINA]",NNM07AC79P,MSFC - Marshall Space Flight Center,Huntsville,AL,'05',6/19/2007,8/15/2007,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price","26,240","26,240","26,240",541490,N/A,N/A,Silicon Drifted X-Ray Detector
"4SURE.COM INC [TRUMBULL,CONNECTICUT]",NNK07LA28D,KSC - Kennedy Space Flight Center,Orlando,FL,'24',2/28/2007,3/28/2008,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","52,511","52,511","52,511",[None Indicated],N/A,N/A,Ethernet switches
"4W SOLUTIONS INCORPORATED [HOUSTON,TEXAS]",NNJ07JI83Z,JSC - Johnson Space Flight Center,[N/A for IDVs],,'NA',9/26/2007,[None Indicated],"SBA Certified HUBZone, Small Disadvantaged Business, 8(A) Program, Woman Owned Small Business, Small Business - Black American Owned Business, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Women Owned","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,561320,N/A,N/A,Temporary Secretarial Support Services
"8E6 TECHNOLOGIES [ORANGE,CALIFORNIA]",NNL06AC19D,LaRC - Langley Research Center,,CA,'40',6/30/2006,12/2/2007,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price",0,"37,499","37,499",443120,N/A,N/A,SOFTWARE SUBSCRIPTION
"8E6 TECHNOLOGIES [ORANGE,CALIFORNIA]",NNL07AD63T,LaRC - Langley Research Center,Orange,CA,'40',8/3/2007,6/30/2008,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","43,275","43,275","43,275",443120,N/A,N/A,8e6 Technologies Internet Filter & Reporter Maintenance Renewal
"A & T MARKETING INC [COLUMBIA,MARYLAND]",NNK07LA12D,KSC - Kennedy Space Flight Center,Columbia,MD,'03',1/18/2007,2/19/2007,", Small Disadvantaged Business, Woman Owned Small Business, Small Business - Minority Owned, Self Certified Small Disadvantaged Business, Women Owned","Delivery Order, Firm Fixed Price","6,930","6,930","6,930",[None Indicated],N/A,N/A,aim mission pins and patches
"A & T MARKETING INC [COLUMBIA,MARYLAND]",NNL07AB45D,LaRC - Langley Research Center,Columbia,MD,'03',6/14/2007,6/29/2007,", Small Disadvantaged Business, Woman Owned Small Business, Small Business - Minority Owned, Self Certified Small Disadvantaged Business, Women Owned","Delivery Order, Firm Fixed Price","13,995","13,995","13,995",[None Indicated],N/A,N/A,MICROSOFT OFFICE 2007 PROFESSIONAL SOFTWARE SUITE
"A AND A METAL FINISHING COMPANY LIMITED LIABILITY COMPANY [BALTIMORE,MARYLAND]",NNG04CS08Z,GSFC - Goddard Space Flight Center,[N/A for IDVs],,'NA',1/14/2004,1/15/2009,", Woman Owned Small Business, Small Business - Women Owned","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,332999,N/A,N/A,FABRICATION BPA
"A AND A METAL FINISHING COMPANY LIMITED LIABILITY COMPANY [BALTIMORE,MARYLAND]",NNG04CS09Z,GSFC - Goddard Space Flight Center,[N/A for IDVs],,'NA',1/14/2004,1/15/2009,", Woman Owned Small Business, Small Business - Women Owned","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,332999,N/A,N/A,FABRICATION BPA
"A AND N ELECTRIC COOPERATIVE [TASLEY,VIRGINIA]",NNG08WF01P,GSFC - Goddard Space Flight Center,,VA,'02',1/25/2008,11/30/2008,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price","222,156","4,044,345","4,750,000",221122,N/A,N/A,"THE CONTRACTOR SHALL PROVIDE NASA GSFC''S WFF PERMANENT ELECTRIC SERVICE IN A MANNER AND FORM THAT IS CONSISTENT WITH (1) ALL APPLICABLE LAWS, REGULATIONS, PERMITS, AND ELECTRIC CODES, AND (2) THE FACILITY SERVICE REQUIREMENTS."
"A B COMPUTER SOLUTIONS INCORPORATED [MANDEVILLE,LOUISIANA]",NNJ06HI22P,JSC - Johnson Space Flight Center,Mandeville,LA,'01',9/21/2006,9/30/2007,", Woman Owned Small Business, Small Business - Small Business, Women Owned","Purchase Order, Firm Fixed Price",0,"20,352","20,352",[None Indicated],N/A,N/A,"maintenance, periodic testing, adjusting, cleaning lubricating, and replacing of parts"
"A DAIGGER AND COMPANY INCORPORATED [VERNON HILLS,ILLINOIS]",NNJ07HB39P,JSC - Johnson Space Flight Center,Vernon Hills,IL,'10',1/22/2007,2/23/2007,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","4,814","4,814","4,814",[None Indicated],N/A,N/A,GLOVE BOX THAT HAS A UNIQUE COMPACT DESIGN WHICH CAN BE USED UNDER CONDITIONS OF CONTROLLED HUMIDITY
"A DAIGGER AND COMPANY INCORPORATED [VERNON HILLS,ILLINOIS]",NNL07AE96P,LaRC - Langley Research Center,,IL,'10',6/29/2007,7/25/2007,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price","12,242","12,242","12,242",339111,N/A,N/A,High Force Pump
"A DAIGGER AND COMPANY INCORPORATED [VERNON HILLS,ILLINOIS]",NNM07AA75P,MSFC - Marshall Space Flight Center,VERNON HILLS,IL,'10',10/12/2006,12/7/2006,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","5,661","5,661","5,661",[None Indicated],N/A,N/A,TUTTNAUER AUTOCLAVE
"A DAIGGER AND COMPANY INCORPORATED [VERNON HILLS,ILLINOIS]",NNM07AC74D,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',7/16/2007,8/14/2007,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","8,340","8,340","8,340",339111,N/A,N/A,2 EA OF XP204S LEVEL BALANCE
"A E A TECHNOLOGY ENGRG SVS INC [PITTSBURGH,PENNSYLVANIA]",GSFC0200103DNAS501109,GSFC - Goddard Space Flight Center,,,'NA',3/15/2001,1/31/2007,Other Than Small Business - [No Vendor Indicators Found],"Definitive Contract, Firm Fixed Price",0,"1,100,000","1,100,000",335911,N/A,N/A,
"A E C ABLE ENGINEERING CO INC [GOLETA,CALIFORNIA]",MSFC0200306DNAS803043,MSFC - Marshall Space Flight Center,,CA,'24',12/26/2002,4/23/2013,", Small Business ONLY - [No Vendor Indicators Found]","Definitive Contract, Cost Plus Incentive Fee",0,"3,625,040","1,804,712",336414,N/A,N/A,4200001427 SCALABLE SOLAR SAIL SYSTEM DEVELOPMENT AND GROUND DEMONSTRATION
"A E C SERVICES INCORPORATED [GAITHERSBURG,MARYLAND]",GSFC0200203DNAS501130,GSFC - Goddard Space Flight Center,GREENBELT,MD,'05',3/15/2002,1/10/2007,", Veteran Owned Small Business, Small Disadvantaged Business, 8(A) Program, Small Business - Hispanic American Owned Business, Minority Owned, SBA Certified 8A Program Participant, Veteran Owned","Definitive Contract, Firm Fixed Price","26,148","838,383","838,383",562910,N/A,N/A,ASBESTOS ABATEMENT SERVICES
"A H SYSTEMS INCORPORATED [CHATSWORTH,CALIFORNIA]",NNK06LB92P,KSC - Kennedy Space Flight Center,Chatsworth,CA,'30',9/19/2006,10/31/2006,", Veteran Owned Small Business, Small Business - Small Business, Veteran Owned","Purchase Order, Firm Fixed Price",0,"3,050","3,050",334220,N/A,N/A,BIONICAL ANTENNA
"A I SIGNAL RESEARCH INC        [HUNTSVILLE,ALABAMA]",MSFC0200202DNAS802047,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',2/15/2002,3/31/2007,", Small Disadvantaged Business, 8(A) Program, Small Business - Asian Pacific American Owned Business, Minority Owned, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Small Disadvantaged Business","Definitive Contract, Cost Plus Incentive Fee","2,147,207","44,074,553","44,617,788",541710,N/A,N/A,CUSTOMER AND EMPLOYEE RELATIONS (CAER) DIRECTORATE SUPPORT SERVICES 
"A I SIGNAL RESEARCH INC        [HUNTSVILLE,ALABAMA]",MSFC0200203DNAS802046,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',3/15/2002,2/7/2007,", Small Disadvantaged Business, 8(A) Program, Small Business - Asian Pacific American Owned Business, Minority Owned, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Definitive Contract, Firm Fixed Price",0,"1,992,936","2,002,828",541710,N/A,N/A,NSSTC BUSINESS MANAGEMNET SUPPORT
"A I SIGNAL RESEARCH INCORPORATED [HUNTSVILLE,ALABAMA]",MSFC0199903DNAS899074,MSFC - Marshall Space Flight Center,,AL,'NA',2/26/1999,9/30/2004,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Minority Owned","Definitive Contract, Firm Fixed Price",0,"1,572,398","1,572,398",541710,N/A,N/A,INSTRUMENT DEVELOPMENT OFFICE PROJECT MANAGEMENT SUPPORT FOR THE GRAVITY PROBE B PROGRAM OFFICE.
"A I SIGNAL RESEARCH INCORPORATED [HUNTSVILLE,ALABAMA]",NAS899006,MSFC - Marshall Space Flight Center,[N/A for IDVs],,'NA',9/30/1998,2/28/2002,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Minority Owned","Indefinite Delivery Contract, Firm Fixed Price",0,"11,581,386",0,541710,N/A,N/A,CUSTOMER AND EMPLOYEE RELATIONS DIRECTORATE SUPPORT
"A I SIGNAL RESEARCH INCORPORATED [HUNTSVILLE,ALABAMA]",NNM06AA18C,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',11/22/2005,2/17/2010,", Small Disadvantaged Business, Small Business Innovative Research, Small Business - Asian Pacific American Owned Business, Minority Owned","Definitive Contract, Firm Fixed Price","274,958","599,958","599,958",541710,N/A,N/A,4200136927  NOVEL NON INTRUSIVE VIBRATION MONITORING SYSTEM FOR TURBOPUMPS
"A I SIGNAL RESEARCH INCORPORATED [HUNTSVILLE,ALABAMA]",NNM06AB37C,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',9/26/2006,9/13/2007,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Minority Owned, Small Business","Definitive Contract, Firm Fixed Price",0,"14,984","14,984",541710,N/A,N/A,DEVELOPMENT OF INTEGRATED DYNAMIC & PERFORMANCE DATA ANALYSIS SYS (IDPS)
"A I SIGNAL RESEARCH INCORPORATED [HUNTSVILLE,ALABAMA]",NNM06AC49P,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',3/30/2006,2/28/2007,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Minority Owned, Small Business","Purchase Order, Firm Fixed Price",0,"60,000","60,000",541511,N/A,N/A,4200146990 PC SIGNAL SOFTWARE LICENSE RENEWAL FOR 10 SEATS
"A I SIGNAL RESEARCH INCORPORATED [HUNTSVILLE,ALABAMA]",NNM07AC64P,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',6/7/2007,6/6/2008,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Minority Owned","Purchase Order, Firm Fixed Price","148,228","148,228","148,228",541511,N/A,N/A,15 PC SIGNAL LICENSES FOR DENISE CHAFFEE/ER42
"A I SOLUTIONS INCORPORATED [LANHAM,MARYLAND]",NNG06HS68D,GSFC - Goddard Space Flight Center,,MD,'04',7/26/2006,9/30/2008,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","87,743","157,937","157,937",541519,N/A,N/A,NASA SOLUTION PACK MAINTENANCE; RENEWAL OF FREEFLYER MISSION MAINTENANCE; RENEWAL FREEFLYER MISSION MAINTENANCE; RENEWAL FREEFLYER ENGINEER MAINTENANCE; RENEWAL NASA SOLUTION PACK- TERRA  
"A I SOLUTIONS INCORPORATED [LANHAM,MARYLAND]",NNG06LI49D,GSFC - Goddard Space Flight Center,Lanham,MD,'04',8/24/2006,1/31/2007,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price",0,"183,401","183,401",541519,N/A,N/A,MAINTENANCE RENEWAL 560003M MAINTENANCE RENEWAL 560000MVOL1 MAINTENANCE RENEWAL 5600003MVOL2 MAINTENANCE RENEWAL 560004NM MAINTENANCE RENEWAL 5600004NMVOL1 MAINTENANCE RENEWAL 560004NM VOL2 and MAINTENANCE FEE 
"A I SOLUTIONS INCORPORATED [LANHAM,MARYLAND]",NNG07EA08D,GSFC - Goddard Space Flight Center,Lanham,MD,'04',2/2/2007,12/31/2007,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","72,964","72,964","72,964",541519,N/A,N/A,FREEFLYER; NASA SOL. NL PACK; FREEFLYER MAINT.; PACK MAINT.
"A I SOLUTIONS INCORPORATED [LANHAM,MARYLAND]",NNG07HS61D,GSFC - Goddard Space Flight Center,Lanham,MD,'04',9/27/2007,9/30/2008,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","8,580","8,580","8,580",541519,N/A,N/A,Freeflyer Maintenance
"A I SOLUTIONS INCORPORATED [LANHAM,MARYLAND]",NNG07LC14D,GSFC - Goddard Space Flight Center,Lanham,MD,'04',3/13/2007,2/15/2008,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","6,013","6,013","6,013",541519,N/A,N/A,NASA SOLUTION RACK; FREEFLYER ENGINEER MAINTENANCE.
