Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work
"4 CLICKS SOLUTIONS LIMITED LIABILITY COMPANY [COLORADO SPRINGS,COLORADO]",80NSSC18F0190,NSSC - NASA Shared Services Center,COLORADO SPRINGS,CO,'05',11/17/2017,11/17/2017,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Limited Liability Corporation, Manufacturer Of Goods","Delivery Order, Firm Fixed Price",0,"3,960","3,960",511210,N/A,N/A,SOFTWARE - 4 CLICKS PROFESSIONAL PROJECT ESTIMATOR SUBSCRIPTION AND RS MEANS FACILITIES CONSTRUCTION AND MASTER COMPOSITE
"4 D TECHNOLOGY CORPORATION [TUCSON,ARIZONA]",80NSSC18P2300,NSSC - NASA Shared Services Center,TUCSON,AZ,'03',6/7/2018,6/7/2018,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",-23,"15,002","15,002",333314,N/A,N/A,PRECISION INTERFEROMETRIC TRANSMISSION SPHERE.
"4 D TECHNOLOGY CORPORATION [TUCSON,ARIZONA]",80NSSC18P3063,NSSC - NASA Shared Services Center,TUCSON,AZ,'03',8/14/2018,12/24/2018,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"13,100","13,100",333314,N/A,N/A,"IGF::OT::IGF  4\TRANSMISSION SPHERE"""
"4 STAR TECHNOLOGIES, INC. [VIRGINIA BEACH,VIRGINIA]",80KSC019F0175,KSC - Kennedy Space Flight Center,ORLANDO,FL,'08',7/24/2019,7/22/2020,"SBA Certified HUBZone, Veteran Owned Small Business, Service Disabled Veteran Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, SBA Certified HUBZone, Service Related Disabled Veteran Owned Business, Subchapter S Corporation, Veteran Owned","Delivery Order, Firm Fixed Price","288,895","288,895","288,895",541519,N/A,N/A,CRFS INC. RFEYE ARRAY 300-18 MONITORING AND LOCATION SYSTEM
"4 STAR TECHNOLOGIES, INC. [VIRGINIA BEACH,VIRGINIA]",80NSSC18F0891,NSSC - NASA Shared Services Center,VIRGINIA BEACH,VA,'02',4/5/2018,4/5/2019,"SBA Certified HUBZone, Veteran Owned Small Business, Service Disabled Veteran Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, SBA Certified HUBZone, Service Related Disabled Veteran Owned Business, Subchapter S Corporation, Veteran Owned","Delivery Order, Firm Fixed Price",0,"25,566","25,566",541519,N/A,N/A,SOLARWINDS ANNUAL MAINTENANCE RENEWAL
"4 STAR TECHNOLOGIES, INC. [VIRGINIA BEACH,VIRGINIA]",80NSSC19F0108,NSSC - NASA Shared Services Center,VIRGINIA BEACH,VA,'02',11/5/2018,12/23/2019,"SBA Certified HUBZone, Veteran Owned Small Business, Service Disabled Veteran Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, SBA Certified HUBZone, Service Related Disabled Veteran Owned Business, Subchapter S Corporation, Veteran Owned","Delivery Order, Firm Fixed Price","126,704","126,704","126,704",541519,N/A,N/A,OTTHIS IS A PURCHASE ORDER FOR IT3-92-053 MCAFEE NETWORK SUPPORT.
"4 STAR TECHNOLOGIES, INC. [VIRGINIA BEACH,VIRGINIA]",80NSSC19F0397,NSSC - NASA Shared Services Center,VIRGINIA BEACH,VA,'02',3/6/2019,3/5/2020,"SBA Certified HUBZone, Veteran Owned Small Business, Service Disabled Veteran Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, SBA Certified HUBZone, Service Related Disabled Veteran Owned Business, Subchapter S Corporation, Veteran Owned","Delivery Order, Firm Fixed Price","388,833","388,833","388,833",541519,N/A,N/A,"THIS IS A DELIVERY ORDER IS FOR SALESFORCE LICENSES, PER ATTACHED QUOTE # 31677A DATED MARCH 5, 2019.THE PERIOD OF PERFORMANCE IS MARCH 6, 2019 - MARCH 5, 2020."
"4 STAR TECHNOLOGIES, INC. [VIRGINIA BEACH,VIRGINIA]",80NSSC19F1503,NSSC - NASA Shared Services Center,VIRGINIA BEACH,VA,'02',9/18/2019,11/14/2020,"SBA Certified HUBZone, Veteran Owned Small Business, Service Disabled Veteran Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, SBA Certified HUBZone, Service Related Disabled Veteran Owned Business, Subchapter S Corporation, Veteran Owned","Delivery Order, Firm Fixed Price","40,547","40,547","40,547",541519,N/A,N/A,"THIS ORDER IS FOR TWE-NODE - 12 MONTH TERM LICENSE (QUANTITY 4), TWE-SEAT - 12 MONTH TERM LICENSE (QUANTITY 5), AND TRIFACTA SUCCESS PACK (QUANTITY 1) PER QUOTE 33509A DATED 09/10/2019.....THE PERIOD OF PERFORMANCE IS 11/15/2019 TO 11/14/2020....."
"4 STAR TECHNOLOGIES, INC. [VIRGINIA BEACH,VIRGINIA]",80NSSC19F1564,NSSC - NASA Shared Services Center,VIRGINIA BEACH,VA,'02',9/26/2019,10/26/2019,"SBA Certified HUBZone, Veteran Owned Small Business, Service Disabled Veteran Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, SBA Certified HUBZone, Service Related Disabled Veteran Owned Business, Subchapter S Corporation, Veteran Owned","Delivery Order, Firm Fixed Price","64,628","64,628","64,628",541519,N/A,N/A,"OT 1 - 650W AC POWER SUPPLY, 1 - 650W AC POWER SUPPLY 1YR RMA, 1 - MFE NET SEC IPS-NS7150 APPLIANCE AND 1 - MFE NET SEC IPS-NS7150 APPL 1YR BZ+NBD"
"4 STAR TECHNOLOGIES, INC. [VIRGINIA BEACH,VIRGINIA]",NNG15SD06B,GSFC - Goddard Space Flight Center,[N/A for IDVs],,'NA',4/9/2015,[None Indicated],"SBA Certified HUBZone, Veteran Owned Small Business, Service Disabled Veteran Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, SBA Certified HUBZone, Service Related Disabled Veteran Owned Business, Subchapter S Corporation, Veteran Owned","Government-Wide Agency Contract (GWAC), Firm Fixed Price",0,0,0,541519,NNG13451284R,N/A,"SEWP V CONTRACT,   CATEGORY B, GROUP B  HUBZONE SET-ASIDE SEWP V PROVIDES HIGH-END TECHNICAL REQUIREMENTS; OPTIMIZE PRODUCTIVITY THROUGH UTILIZATION OF POWERFUL COMPUTER SYSTEMS, STATE OF THE ART SUPPORTING PERIPHERALS AND SOFTWARE ON STANDARDIZED BUT CUSTOMIZABLE SYSTEMS; AND ENSURE INTEROPERABILITY OF RELIABLE, APPLICABLE, AND AFFORDABLE IT PRODUCTS/SOLUTIONS."
"4 STAR TECHNOLOGIES, INC. [VIRGINIA BEACH,VIRGINIA]",NNG16VD22D,GSFC - Goddard Space Flight Center,Greenbelt,MD,'05',6/16/2016,7/12/2019,"SBA Certified HUBZone, Veteran Owned Small Business, Service Disabled Veteran Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, SBA Certified HUBZone, Service Related Disabled Veteran Owned Business, Subchapter S Corporation, Veteran Owned","Delivery Order, Firm Fixed Price",0,"21,330","21,330",541519,N/A,N/A,VMWARE ENTERPRISE SUBSCRIPTION AND SUPPORT (6 EACH) VMWARE MIDSIZE SUBSCRIPTION AND SUPPORT (1 EACH)
"4D TECH SOLUTIONS, INC. [MORGANTOWN,WEST VIRGINIA]",80NSSC18C0027,NSSC - NASA Shared Services Center,MORGANTOWN,WV,'01',5/30/2018,5/29/2020,"SBA Certified HUBZone, Veteran Owned Small Business, Small Business Innovative Research, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, SBA Certified HUBZone, Subchapter S Corporation, Veteran Owned","Definitive Contract, Firm Fixed Price",0,"746,352","746,352",541715,N/A,N/A,"THIS PROJECT WILL RESULT IN THE COMMERCIALIZATION OF AN INTELLIGENT ELECTRONIC SPEED CONTROLLER (IESC) FOR USE ON UNMANNED AERIAL VEHICLES (UAVS). THE IESC WILL ADVANCE THE STATEOF- THE-ART OF HEALTH-STATE AWARENESS. THIS WILL BE ACHIEVED THROUGH THE INTEGRATION OF PROPULSION SYSTEM HEALTH MONITORING SENSORS THAT - IN UNISON WITH AN INTELLIGENT RULE SET - WILL BE ABLE TO MONITOR SYSTEM AND COMPONENT PERFORMANCE TRENDS AND PREDICT PROPULSION SYSTEM FAULTS. THE SYSTEM IS DESIGNED TO PROVIDE THE ANALYTIC CAPABILITY NECESSARY TO PREDICT PROPULSION SYSTEM DEGRADATION, MAINTENANCE OR REPAIR NEEDS. AN ARTIFICIAL NEURAL NETWORK (ANN) WILL BE TRAINED ON DATA FROM IESC SENSORS FROM NOMINAL FLIGHTS AND THOSE WITH KNOWN FAULTS LEADING TO FAILURE. AFTER TRAINING, AN INITIAL INTELLIGENT RULE SET WILL BE EXTRACTED TO REPRESENT THE KNOWLEDGE OF THE ANN AND USED IN THE SYSTEM TO PREDICT FAILURES. THIS SET OF RULES WILL BE PERIODICALLY UPDATED AS MORE FLIGHT DATA IS COLLECTED."
"4D TECHNOLOGY CORPORATION [TUCSON,ARIZONA]",80NSSC19P0870,NSSC - NASA Shared Services Center,TUCSON,AZ,'03',4/15/2019,7/22/2019,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","16,750","16,750","16,750",333314,N/A,N/A,PART # 8002-00087 100MM TRANS SPHERE
"4TH AXIS MACHINE AND DESIGN, INC. [ALBERTVILLE,MINNESOTA]",NNG16LM52D,GSFC - Goddard Space Flight Center,ALBERTVILLE,MN,'06',6/14/2016,5/14/2020,", Small Disadvantaged Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Self Certified Small Disadvantaged Business, Subchapter S Corporation","BPA Call, Firm Fixed Price","4,377","48,961","48,961",332710,N/A,N/A,"IGF::OT::IGF SMALL BUSINESS SET-ASIDE, 84 OFFERS PLACE OF PERFORMANCE:  VENDOR SITE FABRICATION OF COMMERCIAL SERVICES AND SUPPLIES FOR GODDARD SPACE FLIGHT CENTER  THE ADVANCED MANUFACTURING BRANCH (AMB) IS RESPONSIBLE FOR MAINTAINING A COMPLETE MANUFACTURING FACILITY TO MEET THE CENTER''S RESEARCH AND DEVELOPMENT REQUIREMENTS AND ASSIST IN THE FABRICATION OF HARDWARE REQUIREMENTS FROM MULTIPLE NASA PROJECT MISSIONS. THIS FACILITY INCLUDES CONVENTIONAL MACHINING EQUIPMENT, NUMERICALLY CONTROLLED (NC) MACHINING CENTERS, SHEET METAL AND WELDING FABRICATION EQUIPMENT AND REMOTELY LOCATED STAFF SHOPS.  VENDORS SHALL PROVIDE FABRICATION SERVICES AND SUPPLIES TO THE MANUFACTURING ENGINEERING GROUP IN THEIR RESPECTIVE AREAS OF EXPERTISE FOR THE DEVELOPMENT OF INSTRUMENTS AND SPACE FLIGHT AND NON-SPACEFLIGHT HARDWARE INTERCHANGEABLE PIECE PARTS.  VENDORS WILL MANUFACTURE PER ENGINEERING DRAWINGS WITH AEROSPACE INDUSTRY TOLERANCES AND PROVIDE FABRICATION CAPABILITIES IN ACCORDANCE WITH THE STATEMENT OF WORK.  TO FABRICATE CLOSE TOLERANCE AEROSPACE INSTRUMENTS AND SPACE FLIGHT GRADE PARTS, IN VARIOUS MATERIALS SUCH AS (BUT NOT LIMITED TO) ALUMINUM, TITANIUM, HIGH STRENGTH STEEL AND NICKEL ALLOY, ENGINEERING PLASTICS, AND COMPOSITES BASED ON INDUSTRY ENGINEERING DRAWINGS, PROVIDED IN ELECTRONIC FORMAT, TO INDUSTRY STANDARD TOLERANCES AND SPECIFICATIONS. PARTS MAY RANGE IN COMPLEXITY FROM VERY SIMPLE TO VERY COMPLEX, WITH QUANTITIES. EACH DISCIPLINE IS FURTHER DIVIDED INTO SUBCATEGORIES BASED ON THE EXPECTED SIZE OF FABRICATED PARTS.  THE FABRICATIONS OF PRODUCTS OR SERVICES PROPOSED AS \SPACEFLIGHT\"" ARE REQUIRED TO BE, ISO 900I OR AS9100 COMPLAINT, ITEMS PROPOSED AS \""NON-FLIGHT\"" WILL NOT REQUIRE RESPONDENTS TO BE ISO 9001 OR AS9100 COMPLIANT. OFFERS SHALL INDICATE IF THEY ARE ISO 9001 OR AS9100 COMPLAINT AND PROVIDE SUPPORTING DOCUMENTATION."""
