Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work
"3D SYSTEMS INCORPORATED [VALENCIA,CALIFORNIA]",NNL04AH78P,LaRC - Langley Research Center,Valencia,CA,'25',7/7/2004,5/16/2005,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price",0,"16,150","16,150",[None Indicated],N/A,N/A,PREMIER MAINTENANCE AGREEMENT
"3D SYSTEMS INCORPORATED [VALENCIA,CALIFORNIA]",NNL05AI46P,LaRC - Langley Research Center,Valencia,CA,'25',9/22/2005,9/21/2006,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","66,140","66,140","66,140",333999,N/A,N/A,PREVENTATIVE AND ON CALL MAINTENANCE SERVICES FOR THERMOJET PRINTER
"3D SYSTEMS INCORPORATED [VALENCIA,CALIFORNIA]",NNM05AE06P,MSFC - Marshall Space Flight Center,VALENCIA,CA,'25',6/10/2005,6/9/2006,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","7,800","7,800","7,800",[None Indicated],N/A,N/A,4200104872 MAINTENANCE ON VIPER MODEL STEROLITHOGRAPHY SYSTEM
"3DGEO DEVELOPMENT INC [SANTA CLARA,CALIFORNIA]",NNA04CA06C,ARC - Ames Research Center,,CA,'15',12/12/2003,11/30/2005,", Small Business Innovative Research, Small Business - Small Business","Definitive Contract, Firm Fixed Price","378,750","718,000","906,000",541710,N/A,N/A,SBIR PROGRAM 2003
"3DT LIMITED LIABILITY COMPANY [GERMANTOWN,WISCONSIN]",NNM05AE11P,MSFC - Marshall Space Flight Center,Germantown,WI,'05',5/25/2005,6/10/2005,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","6,500","6,500","6,500",[None Indicated],N/A,N/A,4200111790 CORONA SPOT TREATING SYSTEM
"3M COMPANY (7775) [SAINT PAUL,MINNESOTA]",A67836D,ARC - Ames Research Center,Mountain View,CA,'14',9/26/2005,5/18/2004,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price","3,297","3,297","3,297",541611,N/A,N/A,miscellaneous change
"3M COMPANY (7775) [SAINT PAUL,MINNESOTA]",NNG05AG19P,GSFC - Goddard Space Flight Center,Saint Paul,MN,'04',7/15/2005,7/15/2006,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price","24,425","24,425","24,425",[None Indicated],N/A,N/A,3M MODEL 6410 V1 SERIES SELF CHECK
"3M COMPANY (7775) [SAINT PAUL,MINNESOTA]",T93170,JSC - Johnson Space Flight Center,,MN,'04',1/2/2003,5/5/2003,Other Than Small Business - [No Vendor Indicators Found],Delivery Order,-18,"60,774","60,774",325611,N/A,N/A,"CORE CHARGE FOR SS DRUM, FREIGHT. "
"3M COMPANY DBA 3M DIV FEDERAL [SAINT PAUL,MINNESOTA]",NNA05CU14P,ARC - Ames Research Center,,CA,'14',5/19/2005,5/19/2006,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price","6,728","6,728","6,728",325998,N/A,N/A,STERILIZER MAINTENANCE
"3RDTECH INCORPORATED [CHAPEL HILL,NORTH CAROLINA]",NNL05AA12P,LaRC - Langley Research Center,CHAPEL HILL,NC,'04',10/4/2004,7/8/2005,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","21,000","21,000","21,000",[None Indicated],N/A,N/A,"6 DOF HIBALL SENSOR, HIBALL CIB 3100"
"3RDTECH INCORPORATED [CHAPEL HILL,NORTH CAROLINA]",NNL05AE15P,LaRC - Langley Research Center,CHAPEL HILL,NC,'04',4/25/2005,8/4/2005,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","5,000","5,000","5,000",[None Indicated],N/A,N/A,INSTALLATION AND TRAINING
"3SL INCORPORATED [OCEAN ISLE BEACH,NORTH CAROLINA]",NNC05VD12P,GRC - Glenn Research Center,Ocean Isle Beach,NC,'07',2/18/2005,3/18/2006,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","18,934","18,934","18,934",[None Indicated],N/A,N/A,CRADLE ENGINEERING SOFTWARE
"3SL INCORPORATED [OCEAN ISLE BEACH,NORTH CAROLINA]",NNC05VK66P,GRC - Glenn Research Center,Ocean Isle Beach,NC,'07',9/20/2005,9/25/2007,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","20,046","20,046","20,046",[None Indicated],N/A,N/A,CRADLE SYS SOFTWARE & (2) YEAR MAINTENANCE
"4 D TECHNOLOGY CORPORATION [TUCSON,ARIZONA]",NNG04CB18C,GSFC - Goddard Space Flight Center,,AZ,'07',6/14/2004,2/13/2005,", Small Business ONLY - Small Business","Definitive Contract, Firm Fixed Price","50,000","501,750","501,750",333314,N/A,N/A,"CONTRACTOR TO PROVIDE SUPPORT TO DEVELOP TO, ADDEMBLE, & DELIVER ONE (1) ELECTRONIC SPECKLE"
"4 SURE.COM INC [TRUMBULL,CONNECTICUT]",NNK05MA46D,KSC - Kennedy Space Flight Center,Trumbull,CT,'04',12/17/2004,12/30/2004,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","17,174","17,174","17,174",443120,N/A,N/A,ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS
"4 SURE.COM INC [TRUMBULL,CONNECTICUT]",NNK05OA44D,KSC - Kennedy Space Flight Center,Trumbull,CT,'04',1/20/2005,1/21/2008,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","9,700","9,700","9,700",443120,N/A,N/A,ELECTRONICS AND COMMUNICATION EQUIPMENT
"4 SURE.COM INC [TRUMBULL,CONNECTICUT]",NNK05OR25D,KSC - Kennedy Space Flight Center,Trumbull,CT,'04',9/26/2005,10/28/2005,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","5,805","5,805","5,805",[None Indicated],N/A,N/A,TEST EQUIPMENT
"4 SURE.COM INC [TRUMBULL,CONNECTICUT]",NNK05OU11D,KSC - Kennedy Space Flight Center,Trumbull,CT,'04',6/28/2005,7/12/2005,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","9,058","9,058","9,058",443120,N/A,N/A,sony laptop system
"4 SURE.COM INC [TRUMBULL,CONNECTICUT]",NNL04AF41D,LaRC - Langley Research Center,Trumbull,CT,'04',9/14/2004,10/27/2004,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"20,252","20,252",443120,N/A,N/A,"LIBRARY DRIVES, CLEANING CART"
"4 SURE.COM INC [TRUMBULL,CONNECTICUT]",NNL05AA18D,LaRC - Langley Research Center,Trumbull,CT,'04',10/29/2004,11/30/2004,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price","23,113","23,113","23,113",443120,N/A,N/A,NETWORK DEVICES
"4 SURECOM INCORPORATED [TRUMBULL,CONNECTICUT]",NNG05WH24P,GSFC - Goddard Space Flight Center,Trumbull,CT,'04',4/27/2005,5/27/2005,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price","3,734","3,734","3,734",[None Indicated],N/A,N/A,HP Color LaserJET 3700nPrinter; FUSER HPLASER 3700; CANON PC Copier; JVC HIFI VCR AND DVD Player
"4 SURECOM INCORPORATED [TRUMBULL,CONNECTICUT]",NNL04AE92D,LaRC - Langley Research Center,Trumbull,CT,'04',10/18/2004,10/5/2004,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price","2,691","2,691","2,691",[None Indicated],N/A,N/A,APPLE POWERBOOK
"4 SURECOM INCORPORATED [TRUMBULL,CONNECTICUT]",NNM05AC49D,MSFC - Marshall Space Flight Center,Trumbull,CT,'04',6/30/2005,7/15/2005,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price","23,375","23,375","23,375",334111,N/A,N/A,"4200107358 GSA EBUY FOR IT ITEMS FOR NSSTC.AMT IS $23,375.31 POC B.RICHARDSON ESAS,MLG,5-7527"
"4D INC [SAN JOSE,CALIFORNIA]",NNL05AB16P,LaRC - Langley Research Center,SAN JOSE,CA,'15',11/26/2004,8/4/2005,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","30,000","30,000","30,000",511210,N/A,N/A,RENEWAL OF EXISTING NASA LANGLEY RESEARCH CNETER TECHTRACS PROJECT FOR 4D SOFTWARE LICENSE
"4IMPRINT INCORPORATED [OSHKOSH,WISCONSIN]",NNC05VG75P,GRC - Glenn Research Center,Oshkosh,WI,'06',7/25/2005,8/15/2005,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price","10,238","10,238","10,238",[None Indicated],N/A,N/A,"GLOBAL DESIGN STRESS BALL; CONSTRUCTION CONE STRESS BALL; SPORT BTL WITH PULL CAP; EYEBALL COMP STRESS BALL; BRAIN STRESS BALL; ADVA LITE RING KEY LIGHT; FOLD UP FLIER; ADVANTAGE PEN; LANYARD 1/2""4IMPRINT INCORPORATED [OSHKOSH,WISCONSIN]	NNG05WL29P	GSFC - Goddard Space Flight Center	Oshkosh	WI	'06'	08/02/2005	08/31/2005	Other Than Small Business - [No Vendor Indicators Found]	Purchase Order, Firm Fixed Price	4,612	4,612	4,612	[None Indicated]	N/A	N/A	qty. 160 - northwest brief bag - screened, qty. 160 - epoxy dome charge for above item, qty. 110 - excel sport deluxe duffel, qty. 110 - epoxy dome charge for above item, qty. 110 - work zone dual compartment lunch cooler, qty. 110 - expoxy dome charge for above item, misc. set-up charges"""
"4IMPRINT INCORPORATED [OSHKOSH,WISCONSIN]",NNG05WL46P,GSFC - Goddard Space Flight Center,Oshkosh,WI,'06',9/27/2005,10/31/2005,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price","6,958","6,958","6,958",[None Indicated],N/A,N/A,"ITEM# 4899- NEUTRAL, CHAMPION 100% COTTON T-SHIRT; ARTWORK INSTRUCTIONS: PRODUCT COLOR (BASE TRIM) WHITE, WHITE; IMPRINT LOCATION: FULL FRONT IMPRINT PER QUOTATION# 2453897; 1ST COLOR RUN CHARGE; SET-UP CHARGE/FULL COLOR PROCESS SET-UP; FREIGHT CHARGE"
"4PI ANALYSIS INCORPORATED [DURHAM,NORTH CAROLINA]",NNM05AG93P,MSFC - Marshall Space Flight Center,DURHAM,NC,'04',9/30/2005,11/21/2006,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price","86,120","86,120","86,120",334516,N/A,N/A,42001122367 TWO REVOLUTION EDX SYSTEMS
"4SURE.COM INC [TRUMBULL,CONNECTICUT]",NNG05HF58P,GSFC - Goddard Space Flight Center,Trumbull,CT,'04',2/2/2005,3/31/2005,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price","7,052","7,052","7,052",423430,N/A,N/A,"QTY. 1 EACH OF THE FOLLOWING: HP LASERJET 5550 HDN, BLACK SMART PRINT CARTRIDGE, CYAN SMART PRINT CARTRIDGE, YELLOW SMART PRINT CARTRIDGE, AND MAGENTA SMART PRINT CARTRIDGE"
"4SURECOM [TRUMBULL,CONNECTICUT]",NNL04AE84D,LaRC - Langley Research Center,Trumbull,CT,'04',9/1/2004,10/1/2004,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price",0,"18,860","18,860",421430,N/A,N/A,GATEWAY DESKTOP COMPUTER
"4TH DIMENSION PCB [SUNRISE,FLORIDA]",NNM05AB21P,MSFC - Marshall Space Flight Center,,FL,'20',2/24/2005,3/18/2005,", Veteran Owned Small Business, Small Business - Small Business, Veteran Owned","Purchase Order, Firm Fixed Price","7,573","7,573","7,573",[None Indicated],N/A,N/A,fabricate pcb boards
"4TH DIMENSION PCB [SUNRISE,FLORIDA]",NNM05AB95P,MSFC - Marshall Space Flight Center,Sunrise,FL,'20',3/7/2005,3/18/2005,", Veteran Owned Small Business, Small Business - Small Business, Veteran Owned","Purchase Order, Firm Fixed Price","6,280","6,280","6,280",[None Indicated],N/A,N/A,15 turn - fab design for rtd signal conditioning rev c board
"5N PLUS INC [SAINT LAURENT,]",NNM05AG25P,MSFC - Marshall Space Flight Center,,,'NA',8/5/2005,8/22/2005,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price","15,850","16,088","16,088",333415,N/A,N/A,4200115680 PURCHASE OF 99.99999% PURE TELLURIUM
"8E6 TECHNOLOGIES [ORANGE,CALIFORNIA]",NNL05AB81D,LaRC - Langley Research Center,ORANGE,CA,'40',6/30/2005,9/6/2005,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","47,988","47,988","47,988",443120,N/A,N/A,SERVICE AND SUBSCRIPTION LICENSE
"9X MEDIA INCORPORATED [LOS GATOS,CALIFORNIA]",NNL04AK83P,LaRC - Langley Research Center,Los Gatos,CA,'14',9/14/2004,10/1/2004,", Woman Owned Small Business, Small Business - Small Business, Women Owned","Purchase Order, Firm Fixed Price",0,"3,300","3,300",[None Indicated],N/A,N/A,"REPAIRS TO MONITOR, SLIMLINE LCD, SLIMLINE PRO SERIES SINGLE SCREEN"
"A & D MACHINERY COMPANY [MUSKEGON,MICHIGAN]",NNM04AC38D,MSFC - Marshall Space Flight Center,MUSKEGON,MI,'02',7/27/2004,10/5/2004,", Veteran Owned Small Business, Small Business - Veteran Owned","Delivery Order, Firm Fixed Price",0,"19,511","19,511",333518,N/A,N/A,"MILLING MACHINE, TABLE POWER FEED, SADDLE POWER FEED, KNEE POWER FEED"
"A & P TECHNOLOGY INC [CINCINNATI,OHIO]",NNC04CB29C,GRC - Glenn Research Center,,OH,'02',2/17/2005,9/30/2006,", Small Business ONLY - [No Vendor Indicators Found]","Definitive Contract, Firm Fixed Price","258,616","258,616","258,616",541710,N/A,N/A,funding modification
"A & T MARKETING INC [COLUMBIA,MARYLAND]",NNL04AF00D,LaRC - Langley Research Center,Ellicott City,MD,'07',9/7/2004,10/7/2004,", Small Disadvantaged Business, Woman Owned Small Business, Small Business - Minority Owned, Self Certified Small Disadvantaged Business, Women Owned","Delivery Order, Firm Fixed Price",0,"18,556","18,556",332510,N/A,N/A,NEC MITSUBISHI
"A 1 SANITATION SERVICE [OWENS CROSS ROADS,ALABAMA]",H34932D,MSFC - Marshall Space Flight Center,,AL,'05',12/18/2001,12/31/2005,", 8(A) Program, Small Business - SBA Certified 8A Program Participant","Purchase Order, Firm Fixed Price","6,600","20,100","22,500",[None Indicated],N/A,N/A,4200022343 PROVIDE AND SERVICE CHEMICALLY TREATED TOILET UNITS ON A REQUIRED PER CALL BASIS
"A AND A METAL FINISHING COMPANY LIMITED LIABILITY COMPANY [BALTIMORE,MARYLAND]",NNG04CS08Z,GSFC - Goddard Space Flight Center,[N/A for IDVs],,'NA',1/14/2004,1/15/2009,", Woman Owned Small Business, Small Business - Women Owned","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,332999,N/A,N/A,FABRICATION BPA
"A AND A METAL FINISHING COMPANY LIMITED LIABILITY COMPANY [BALTIMORE,MARYLAND]",NNG04CS09Z,GSFC - Goddard Space Flight Center,[N/A for IDVs],,'NA',1/14/2004,1/15/2009,", Woman Owned Small Business, Small Business - Women Owned","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,332999,N/A,N/A,FABRICATION BPA
"A AND B MACHINING INCORPORATED [FRUITPORT,MICHIGAN]",NNG05CT66P,GSFC - Goddard Space Flight Center,Fruitport,MI,'02',7/21/2005,8/1/2005,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","6,750","6,750","6,750",[None Indicated],N/A,N/A,"CALIBRATION SERVICE FOR (2) 72 X 216"" X 6"" LAYOUT TABLES, (1) 120"" X 120"" X 6"" LAYOUT TABLE, (1) 72"" X 144"" X 6"" LAYOUT TABLE."""
"A AND E CONSULTING INCORPORATED [WESTLAKE,OHIO]",NNC05QA68P,GRC - Glenn Research Center,Westlake,OH,'10',7/6/2005,10/21/2005,", Small Business ONLY - Small Business, Very Small Business","Purchase Order, Firm Fixed Price","19,500","19,500","19,500",541330,N/A,N/A,COMPUTER CODE UPDATE
"A AND J VACUUM SERVICES INCORPORATED [CLIFTON,NEW JERSEY]",NNC05VF85P,GRC - Glenn Research Center,Clifton,NJ,'08',5/25/2005,6/17/2005,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","15,000","15,000","15,000",[None Indicated],N/A,N/A,"TURBO PUMP, REBUILD NASA OWNED TURBO PUMP"
"A AND N CORPORATION [WILLISTON,FLORIDA]",NNM05AB96P,MSFC - Marshall Space Flight Center,Williston,FL,'06',2/16/2005,3/30/2005,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","19,526","19,526","19,526",[None Indicated],N/A,N/A,4200099456 Vacuum Chamber flange/valve set
"A B B BOMEM INC               [QUEBEC CITY,]",LARC0200207BL14299,LaRC - Langley Research Center,,,'NA',7/15/2002,5/9/2005,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price",0,"72,500",0,488190,N/A,N/A,
"A B B INC [NORWALK,CONNECTICUT]",LARC0200305DNAS103070,LaRC - Langley Research Center,,VA,'01',5/15/2003,4/1/2005,Other Than Small Business - [No Vendor Indicators Found],"Definitive Contract, Firm Fixed Price","39,468","3,346,778","3,346,778",335311,N/A,N/A,S/M TO DFI A POWER SUPPLY AT THE ARC HEATED SCRAM-JET TEST FACILITY 
"A B C AWNINGS & CANVAS CO [MELBOURNE,FLORIDA]",NNK04ED79P,KSC - Kennedy Space Flight Center,,FL,'24',8/25/2004,6/30/2005,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price",0,"9,967","9,967",[None Indicated],N/A,N/A,AWNINGS
"A B C PEST POOL & LAWN SERVICE [HOUSTON,TEXAS]",NNJ04JG62P,JSC - Johnson Space Flight Center,,TX,'22',5/28/2004,6/27/2004,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price",0,"29,477","39,160",561710,N/A,N/A,INSTALLATION OF TERMITE CONTROL SYSTEM
"A DAIGGER AND COMPANY INCORPORATED [VERNON HILLS,ILLINOIS]",NNM05AB75D,MSFC - Marshall Space Flight Center,VERNON HILLS,IL,'10',7/18/2005,8/5/2005,", Small Business ONLY - [No Vendor Indicators Found]","Delivery Order, Firm Fixed Price","7,527","7,527","7,527",339111,N/A,N/A,4200121729 2 BATH/CIRCULATOR MODEL RE-220 REFRIG
"A E A TECHNOLOGY ENGRG SVS INC [PITTSBURGH,PENNSYLVANIA]",GSFC0200103DNAS501109,GSFC - Goddard Space Flight Center,,,'NA',3/15/2001,1/31/2007,Other Than Small Business - [No Vendor Indicators Found],"Definitive Contract, Firm Fixed Price","90,000","1,100,000","1,100,000",335911,N/A,N/A,
"A E C ABLE ENGINEERING CO INC [GOLETA,CALIFORNIA]",MSFC0200306DNAS803043,MSFC - Marshall Space Flight Center,,CA,'24',12/26/2002,4/23/2013,", Small Business ONLY - [No Vendor Indicators Found]","Definitive Contract, Cost Plus Incentive Fee","2,637,864","3,625,040","1,804,712",336414,N/A,N/A,4200001427 SCALABLE SOLAR SAIL SYSTEM DEVELOPMENT AND GROUND DEMONSTRATION
"A E C ABLE ENGINEERING CO INC [GOLETA,CALIFORNIA]",NNC04CA02C,GRC - Glenn Research Center,,CA,'23',11/7/2003,2/6/2006,", Small Business Innovative Research, Small Business - Small Business","Definitive Contract, Firm Fixed Price","339,704","579,704","599,703",541710,02-2-H3.10-7616,N/A,"SBIR PHASE II STRETCHED LENS ARRAY SQUARERIGGER ( SLA-SR) HIGH POWER SOLAR ARRAY SYSTEM"""""
"A E C ABLE ENGINEERING CO INC [GOLETA,CALIFORNIA]",NNG04CA19C,GSFC - Goddard Space Flight Center,,CA,'23',12/2/2003,5/31/2006,", Small Business Innovative Research, Small Business - Small Business","Definitive Contract, Firm Fixed Price",0,"599,985","599,985",541710,SBIR2002,N/A,NEW STRUCTURES FOR LARGE SENSOR ARRAY PLATFORMS (SBIR CONTRACT PHASE II)
"A E C ABLE ENGINEERING CO INC [GOLETA,CALIFORNIA]",NNL04AC44P,LaRC - Langley Research Center,,CA,'23',1/13/2004,9/30/2005,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price",0,"25,000","25,000",[None Indicated],N/A,N/A,COLLABORATION W/ OPTICAL DIAGNOSTIC SYSTEM FOR SOLAR SAILS TEAM
"A E C SERVICES INCORPORATED [GAITHERSBURG,MARYLAND]",GSFC0200203DNAS501130,GSFC - Goddard Space Flight Center,GREENBELT,MD,'05',3/15/2002,1/10/2007,", Veteran Owned Small Business, Small Disadvantaged Business, 8(A) Program, Small Business - Hispanic American Owned Business, Minority Owned, SBA Certified 8A Program Participant, Veteran Owned","Definitive Contract, Firm Fixed Price","44,138","838,383","838,383",562910,N/A,N/A,ASBESTOS ABATEMENT SERVICES
"A H SYSTEMS INCORPORATED [CHATSWORTH,CALIFORNIA]",NNL05AG24P,LaRC - Langley Research Center,Chatsworth,CA,'30',7/21/2005,8/5/2005,", Veteran Owned Small Business, Small Business - Small Business, Veteran Owned","Purchase Order, Firm Fixed Price","4,680","4,680","4,680",[None Indicated],N/A,N/A,glass filled nylon
"A I SIGNAL RESEARCH INC [HUNTSVILLE,ALABAMA]",DFRC0200201DNAS402015,AFRC - Armstrong Flight Research Center,,AL,'NA',1/15/2002,12/29/2004,", Small Disadvantaged Business, Small Business - SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Small Business, Small Disadvantaged Business","Definitive Contract, Firm Fixed Price","24,663","599,663","599,663",541710,N/A,N/A,
"A I SIGNAL RESEARCH INC        [HUNTSVILLE,ALABAMA]",MSFC0200202DNAS802047,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',2/15/2002,3/31/2007,", Small Disadvantaged Business, 8(A) Program, Small Business - Asian Pacific American Owned Business, Minority Owned, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Small Disadvantaged Business","Definitive Contract, Cost Plus Incentive Fee","9,387,414","44,074,553","44,617,788",541710,N/A,N/A,CUSTOMER AND EMPLOYEE RELATIONS (CAER) DIRECTORATE SUPPORT SERVICES 
"A I SIGNAL RESEARCH INC        [HUNTSVILLE,ALABAMA]",MSFC0200203DNAS802046,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',3/15/2002,2/7/2007,", Small Disadvantaged Business, 8(A) Program, Small Business - Asian Pacific American Owned Business, Minority Owned, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Definitive Contract, Firm Fixed Price","386,893","1,992,936","2,002,828",541710,N/A,N/A,NSSTC BUSINESS MANAGEMNET SUPPORT
"A I SIGNAL RESEARCH INC [HUNTSVILLE,ALABAMA]",MSFC0200304BH36224D,MSFC - Marshall Space Flight Center,,AL,'05',4/8/2003,5/27/2005,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Minority Owned, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Small Business, Small Disadvantaged Business","Purchase Order, Firm Fixed Price",0,"61,379","61,379",541512,N/A,N/A,4200008666_PHASE III SBIR
"A I SIGNAL RESEARCH INC [HUNTSVILLE,ALABAMA]",NNC04VE03P,,Huntsville,AL,'05',4/14/2004,4/14/2005,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Minority Owned, Small Business, Small Disadvantaged Business","Purchase Order, Firm Fixed Price",0,"3,000","3,000",[None Indicated],N/A,N/A,SOFTWARE; PC SIGNAL BASIC SOFTWARE ANNUAL LICENSE
