Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work
"1ST VISION, INC [ANDOVER,MASSACHUSETTS]",NNL14AG16P,LaRC - Langley Research Center,Andover,MA,'03',9/26/2014,11/15/2014,", Woman Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Women Owned","Purchase Order, Firm Fixed Price",0,"5,143","5,143",423410,N/A,N/A,"CAMERA GIGE, POWER SUPPLY,CABLE"
"1ST VISION, INC [ANDOVER,MASSACHUSETTS]",NNL15AF37P,LaRC - Langley Research Center,Andover,MA,'03',8/18/2015,9/15/2015,", Woman Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Women Owned","Purchase Order, Firm Fixed Price","30,367","30,367","30,367",423410,NNL15558314Q,"Emily Nicole Black, Contract Specialist, 757-864-6073, emily.black@nasa.gov",DIGITAL CAMERA AND SUPPORTING EQUIPMENT
"1ST VISION, INC [ANDOVER,MASSACHUSETTS]",NNS15AA36P,SSC - Stennis Space Center,Andover,MA,'03',12/23/2014,1/30/2015,", Woman Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Women Owned","Purchase Order, Firm Fixed Price","24,987","24,987","24,987",423410,N/A,N/A,EMERGENT HS-2000C CAMERA
"21 ST JMT INC [MINERVA,OHIO]",NNM14AE21P,MSFC - Marshall Space Flight Center,MINERVA,OH,'06',9/25/2014,3/25/2015,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation","Purchase Order, Firm Fixed Price","3,052","56,602","56,602",811310,N/A,N/A,(2) HOSE SETS FOR THE PORTABLE NEW DELIVERY SYSTEM (PNDS)
"2B TECHNOLOGIES INC [BOULDER,COLORADO]",NNG14HD84P,GSFC - Goddard Space Flight Center,,CO,'02',9/23/2014,11/23/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"11,300","11,300",334516,N/A,N/A,"OZONE MONITOR MODEL 205 WITH ACCESSORIES, QTY. 1 EACH.  SHIPPING AND HANDLING."
"2B TECHNOLOGIES INC [BOULDER,COLORADO]",NNL15AC01P,LaRC - Langley Research Center,Boulder,CO,'02',4/2/2015,5/14/2015,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","20,175","20,175","20,175",334516,N/A,N/A,OZONE MONITORS
"2B TECHNOLOGIES INC [BOULDER,COLORADO]",NNL15AD10P,LaRC - Langley Research Center,Boulder,CO,'02',6/1/2015,6/30/2015,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","10,275","10,275","10,275",334516,N/A,N/A,"PERSONAL OZONE MONITOR WITH ACCESSORIES, FILTER HOUSING, PARTICLE FILTERS"
"2KR-LLC [ANNAPOLIS,MARYLAND]",NNG15VJ36P,GSFC - Goddard Space Flight Center,Annapolis,MD,'04',12/1/2014,1/30/2015,", Small Disadvantaged Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Self Certified Small Disadvantaged Business","Purchase Order, Firm Fixed Price","7,500","7,500","7,500",541690,N/A,N/A,IGF::OT::IGF ANALYSIS OF VENUS GEOLOGICAL SURVEY PROPOSAL. TO PROVIDE ANALYSIS AND ASSESSMENT TO OPTIMIZE DEFINITION AND SPECIFICATION OF A NEXT-GENERATION RADAR INSTRUMENT FOR VENUS (AND MARS).
"3 DD CORP [PORT SAINT LUCIE,FLORIDA]",NNL15AA38W,LaRC - Langley Research Center,Port Saint Lucie,FL,'18',9/21/2015,10/20/2015,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","10,020","10,020","10,020",334519,N/A,N/A,"LASER SCANNER, SOFTWARE, WEB TRAINING AND SUPPORT"
"3 H TECHNOLOGY INSTITUTE LLC [MEDFORD,NEW JERSEY]",NNG15LJ56P,GSFC - Goddard Space Flight Center,Medford,NJ,'03',5/21/2015,8/12/2015,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Limited Liability Corporation","Purchase Order, Firm Fixed Price","9,799","9,799","9,799",443142,N/A,N/A,MARKONE COMPOSITE 3D PRINTER - DEVELOPER KIT (1 EACH) TRAINING AND SHIPPING
"3D INFOTECH INC [IRVINE,CALIFORNIA]",NND14AB39P,AFRC - Armstrong Flight Research Center,IRVINE,CA,'45',5/28/2014,8/7/2015,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price",0,"7,986","7,986",541511,N/A,N/A,"POLYWORKS/MODELER IMALIGN, IMEDIT, IMCOMPRESS, NURBS SURFACING MODULE IGES MODULE"
"3D INFOTECH INC [IRVINE,CALIFORNIA]",NND15AB87P,AFRC - Armstrong Flight Research Center,Edwards,CA,'23',7/24/2015,8/7/2016,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","7,105","7,105","7,105",541511,N/A,N/A,ANNUAL MAINTENANCE&SUPPORT POLYWORKS NURBS IGF::OT::IGF
"3D INFOTECH INC [IRVINE,CALIFORNIA]",NND15AC09P,AFRC - Armstrong Flight Research Center,Irvine,CA,'45',8/20/2015,10/20/2015,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","19,670","19,670","19,670",541511,N/A,N/A,POLYWORKS SOFTWARE AND TRAINING
"3D PLUS U.S.A., INC. [MCKINNEY,TEXAS]",NNG14LK46P,GSFC - Goddard Space Flight Center,,TX,'03',7/9/2014,10/15/2014,"Other Than Small Business - Corporate Entity Not Tax Exempt, Foreign Owned And Located, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"7,900","7,900",334413,N/A,N/A,SRAM COMPONENTS FROM 3D PLUS 2 EA NAND FLASH 1 EA EEPROM 1 EA 8 GB NAND FLASH 1 EA 1MB EEPROM 1 EA
"3D PRINTING TECH LP [ATLANTA,GEORGIA]",NNG15LD13P,GSFC - Goddard Space Flight Center,Atlanta,GA,'05',8/18/2015,9/30/2015,", Small Disadvantaged Business, Small Business - Black American Owned Business, For Profit Organization, Limited Liability Corporation, Minority Owned, Partnership Or Limited Liability Partnership, Self Certified Small Disadvantaged Business","Purchase Order, Firm Fixed Price","8,034","8,034","8,034",333244,N/A,N/A,"ONE (1), LEAPFROG XEED 3D PRINTER, INCLUDING: DUAL EXTRUDER, ENCLOSED CONSTRUCTION CAVITY CAPABLE OF BEING HEATED, PVA FILAMENT, STAND-ALONE PRINTING, 10 MICRON RESOLUTON AND BUILD DIMENSION GREATER THAN 20\X34\""C20\"" (LWH)."""
"3D SYSTEMS, INC. [ROCK HILL,SOUTH CAROLINA]",NNC14VF44P,GRC - Glenn Research Center,ROCK HILL,SC,'05',7/15/2014,9/21/2015,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"8,400","8,400",541519,N/A,N/A,IGF::OT::IGFSOFTWARE MAINTENANCE RENEWAL LICENSES FOR ONE (1) GEOMAGIC CONTROL&TWO (2) GEOMAGIC STUDIO.
"3D SYSTEMS, INC. [ROCK HILL,SOUTH CAROLINA]",NNC15VB10P,GRC - Glenn Research Center,ROCK HILL,SC,'05',12/18/2014,12/18/2015,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","9,957","9,957","9,957",541512,N/A,N/A,IGF::OT::IGF NEW GEOMAGIC FREEFORM/TOUCH SOFTWARE
"3D SYSTEMS, INC. [ROCK HILL,SOUTH CAROLINA]",NNJ12JE03P,JSC - Johnson Space Flight Center,,SC,'05',7/17/2012,8/16/2015,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"13,798","13,798",541512,N/A,N/A,36-MONTHS OF IT EQUIPMENT SUPPORT SEWP ORDER
"3D SYSTEMS, INC. [ROCK HILL,SOUTH CAROLINA]",NNJ13JB01P,JSC - Johnson Space Flight Center,,SC,'05',5/29/2013,7/31/2015,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"10,349","10,349",541512,N/A,N/A,"24-MONTHS OF IT EQUIPMENT SUPPORT \SEWP ORDER\"""""
"3D SYSTEMS, INC. [ROCK HILL,SOUTH CAROLINA]",NNL14AA86P,LaRC - Langley Research Center,Rock Hill,SC,'05',1/6/2014,12/31/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"4,700","4,700",541512,N/A,N/A,IGF::OT::IGF STUDIO NETWORK MAINTENANCE RENEWAL
"3D SYSTEMS, INC. [ROCK HILL,SOUTH CAROLINA]",NNL14AB04P,LaRC - Langley Research Center,Hampton,VA,'02',1/24/2014,12/31/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"39,000","39,000",811219,N/A,N/A,IGF::OT::IGF 3D SYSTEMS SLA7000 AND VIPER ANNUAL PREVENTATIVE ONSITE MAINTENANCE AGREEMENTS
"3D SYSTEMS, INC. [ROCK HILL,SOUTH CAROLINA]",NNL15AA90P,LaRC - Langley Research Center,Hampton,VA,'02',1/14/2015,12/31/2015,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","39,000","39,000","39,000",811219,N/A,N/A,"\IGF::OT::IGF\"" ANNUAL MAINTENANCE FOR 3D SYSTEMS EQUIPMENT"""
"3D SYSTEMS, INC. [ROCK HILL,SOUTH CAROLINA]",NNL15AF70P,LaRC - Langley Research Center,Rock Hill,SC,'05',8/19/2015,8/19/2016,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","5,900","5,900","5,900",541512,N/A,N/A,LICENSE AND SOFTWARE RENEWAL FOR GEOMAGIC DESIGN
"3DATUM CNC SOLUTIONS [ANNISTON,ALABAMA]",NNM14AC94P,MSFC - Marshall Space Flight Center,ANNISTON,AL,'03',6/27/2014,7/15/2014,", Small Business ONLY - For Profit Organization, Sole Proprietorship","Purchase Order, Firm Fixed Price",0,"5,513","5,513",511210,N/A,N/A,IGF::OT::IGFGIBBSCAM SOFTWARE MAINTENANCE
"3DATUM CNC SOLUTIONS [ANNISTON,ALABAMA]",NNM15AD21P,MSFC - Marshall Space Flight Center,ANNISTON,AL,'03',6/22/2015,8/6/2015,", Small Business ONLY - For Profit Organization, Sole Proprietorship","Purchase Order, Firm Fixed Price","5,513","5,513","5,513",511210,N/A,N/A,IGF::OT::IGF PURCHASE FOR ONE(1)GIBBSCAM SOFTWARE MAINTENANCE
"3DATUM CNC SOLUTIONS [ANNISTON,ALABAMA]",NNM15AD31P,MSFC - Marshall Space Flight Center,ANNISTON,AL,'03',7/1/2015,7/16/2015,", Small Business ONLY - For Profit Organization, Sole Proprietorship","Purchase Order, Firm Fixed Price","4,740","4,740","4,740",511210,N/A,N/A,"IGF::CL::IGFTHE PURPOSE OF THIS PURCHASE ORDER IS TO PROCURE ONE (1) SPACECLAIM ENGINEER LOCKED PERPETUAL LICENSE, ONE (1) SPACECLAIM ENGINEER LOCKED SUBSCRIPTION SERVICE AND ASSOCIATED SERVICES"
"3DEGREES GROUP, INC. [SAN FRANCISCO,CALIFORNIA]",NNC14CA34C,GRC - Glenn Research Center,SAN FRANCISCO,CA,'12',9/10/2014,9/30/2016,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Definitive Contract, Firm Fixed Price","20,600","67,761","67,761",221114,N/A,N/A,IGF::OT::IGFNASA GLENN RESEARCH CENTER REC CREDITS
"3DEGREES GROUP, INC. [SAN FRANCISCO,CALIFORNIA]",NNK15OB05T,KSC - Kennedy Space Flight Center,Orlando,FL,'08',9/18/2015,12/31/2016,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price","6,175","6,175","6,175",221115,N/A,N/A,IGF::OT::IGF RENEWABLE ENERGY CERTIFICATES
"3DEGREES GROUP, INC. [SAN FRANCISCO,CALIFORNIA]",NNS15AA89P,SSC - Stennis Space Center,Stennis Space Center,MS,'04',9/24/2015,11/23/2015,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","3,075","3,075","3,075",541690,N/A,N/A,"IGF::OT::IGF FY 15 RENEWABLE ENERGY CERTIFICATES UNDER E.O. 13963 FOR STENNIS SPACE CENTER, MS"
"3E TECHNOLOGIES INTERNATIONAL, INC. [ROCKVILLE,MARYLAND]",NNG14HL69D,GSFC - Goddard Space Flight Center,Greenbelt,MD,'05',5/8/2014,5/7/2015,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price",0,"10,908","10,908",334220,N/A,N/A,"IGF::OT::IGF ANNUAL GOLD MAINTENANCE AND TECHNICAL SERVICES FOR THE GOES-R VTC ROOM.  PROVIDES HELP DESK, NEXT DAY PARTS, AND SOFTWARE UPDATES FOR THE CNFERENCE ROOM."
"3E TECHNOLOGIES INTERNATIONAL, INC. [ROCKVILLE,MARYLAND]",NNG14VJ06D,GSFC - Goddard Space Flight Center,Greenbelt,MD,'05',9/8/2014,12/31/2014,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price",0,"15,335","15,335",334220,N/A,N/A,"IGF::OT::IGF  UPGRADE OF EXISTING CONFERENCE ROOM AUDIO/VIDEO EQUIPMENT:  SONY CAMERA, 1 EACH.  BOUNDARY MICROPHONES, 7 EACH. CABLES, CONNECTORS AND ADAPTERS, 1 EACH.  PROJECT SUPPORT, TECHICIAN AND SENIOR SYSTEM ENGINEER AMX PROGRAMMING.  HANDLING CHARGES."
"3E TECHNOLOGIES INTERNATIONAL, INC. [ROCKVILLE,MARYLAND]",NNG14VJ07D,GSFC - Goddard Space Flight Center,Greenbelt,MD,'05',9/8/2014,9/7/2015,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price",0,"7,390","7,390",334220,N/A,N/A,IGF::OT::IGF / 1YR ANNUAL PLATINUM MAINTENANCE SERVICE CONTRACT FOR A/V EQUIPMENT IN BLDG. 6/RM S19 CONFERENCE ROOM
"3E TECHNOLOGIES INTERNATIONAL, INC. [ROCKVILLE,MARYLAND]",NNG15HA95D,GSFC - Goddard Space Flight Center,GREENBELT,MD,'05',6/8/2015,6/7/2016,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price","10,908","10,908","10,908",334220,N/A,N/A,"IGF::OT::IGFGOES VTC CONFERENCE ROOM MAINTENANCE AND TECHNICAL SUPPORT SERVICES. THE GOLD MAINTENANCE SUBSCRIPTION SERVICE PACKAGE PROVIDES 12X5 HELP DESK, NEXT DAY AND SOFTWARE UPDATES FOR THE GOES-R VTC CONFERENCE ROOM."
"3E TECHNOLOGIES INTERNATIONAL, INC. [ROCKVILLE,MARYLAND]",NNG15VJ94D,GSFC - Goddard Space Flight Center,Greenbelt,MD,'05',7/30/2015,9/7/2016,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price","7,390","7,390","7,390",334220,N/A,N/A,IGF::OT::IGF  ANNUAL PLATINUM MAINTENANCE SERVICE CONTRACT FOR AUDIO/VISUAL  EQUIPMENT
"3GLP, INC. [ANCHORAGE,ALASKA]",NNL15AG43P,LaRC - Langley Research Center,Anchorage,AK,'00',9/11/2015,9/14/2015,", Small Disadvantaged Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Self Certified Small Disadvantaged Business","Purchase Order, Firm Fixed Price","8,700","8,700","8,700",541712,NNL1556A494Q,N/A,SOFTWARE TO SUPPORT RESEARCH FLIGHTS AND TAKE AERIAL PHOTOS
"3M COMPANY [SAINT PAUL,MINNESOTA]",NNG13RG37D,GSFC - Goddard Space Flight Center,SAINT PAUL,MN,'04',6/14/2013,6/13/2018,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","BPA Call, Firm Fixed Price","5,000","39,990","39,990",325998,N/A,N/A,FUNDS FOR METALLOGRAPHIC LABORATORY SUPPLIES.
"3M COMPANY [SAINT PAUL,MINNESOTA]",NNL15AB48P,LaRC - Langley Research Center,Saint Paul,MN,'04',3/6/2015,5/22/2015,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","3,403","3,403","3,403",325520,N/A,N/A,SCOTCHLITE HIGH GAIN REFLECTIVE SHEETING
"3QC, INC. [FOLSOM,CALIFORNIA]",NNA15BA19D,ARC - Ames Research Center,MOFFETT FIELD,CA,'18',12/2/2014,10/30/2015,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation","Delivery Order, Firm Fixed Price","22,400","22,400","22,400",561990,N/A,N/A,"IGF::OT::IGF      COMMISSIONING SERVICES FOR THE BIOSCIENCES LABORATORY BUILDING, N288"
"3SL, INCORPORATED [HUNTSVILLE,ALABAMA]",NNX14MD60D,NSSC - NASA Shared Services Center,Stennis Space Center,MS,'04',7/15/2014,7/14/2015,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price",0,"249,874","249,874",541513,N/A,N/A,IGF::OT::IGF  -- CRADLE SOFTWARE
"3SL, INCORPORATED [HUNTSVILLE,ALABAMA]",NNX15MF09D,NSSC - NASA Shared Services Center,Huntsville,AL,'05',7/14/2015,7/14/2016,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price","156,159","156,159","156,159",541513,N/A,N/A,IGF::OT::IGF CRADLE SOFTWARE MAINTENANCE PURCHASE
"3T FEDERAL SOLUTIONS LLC [AUSTIN,TEXAS]",NNK15OL01P,KSC - Kennedy Space Flight Center,Austin,TX,'25',3/23/2015,4/17/2015,"SBA Certified HUBZone, Veteran Owned Small Business, Service Disabled Veteran Owned Small Business, Small Disadvantaged Business, Small Business - DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Manufacturer Of Goods, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, Self Certified Small Disadvantaged Business, Service Related Disabled Veteran Owned Business, Subchapter S Corporation, Sub Continent Asian American Owned Business, Veteran Owned","Purchase Order, Firm Fixed Price","6,576","6,576","6,576",333314,N/A,N/A,LUMUS DK-32 DEVELOPMENT KIT
"3T FEDERAL SOLUTIONS LLC [AUSTIN,TEXAS]",NNL15AC63P,LaRC - Langley Research Center,Austin,TX,'25',5/7/2015,5/29/2015,"SBA Certified HUBZone, Veteran Owned Small Business, Service Disabled Veteran Owned Small Business, Small Disadvantaged Business, Small Business - DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Manufacturer Of Goods, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, Self Certified Small Disadvantaged Business, Service Related Disabled Veteran Owned Business, Subchapter S Corporation, Sub Continent Asian American Owned Business, Veteran Owned","Purchase Order, Firm Fixed Price","6,921","6,921","6,921",334516,NNL15546825Q,"Delores Powell, 757-864-2437, delores.j.powell@nasa.gov",FIBER OPTIC ZOOM COLLIMATORS
"3T FEDERAL SOLUTIONS LLC [AUSTIN,TEXAS]",NNL15AE76P,LaRC - Langley Research Center,Austin,TX,'25',7/27/2015,10/15/2015,"SBA Certified HUBZone, Veteran Owned Small Business, Service Disabled Veteran Owned Small Business, Small Disadvantaged Business, Small Business - DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Manufacturer Of Goods, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, Self Certified Small Disadvantaged Business, Service Related Disabled Veteran Owned Business, Sub Continent Asian American Owned Business, Veteran Owned","Purchase Order, Firm Fixed Price","93,452","93,452","93,452",334516,NNL15552138Q,"Robert E Quinn, Contractor Support Buyer, 757-864-3054, robert.e.quinn@nasa.gov",HELMHOLTZ COIL SYSTEM
"3T FEDERAL SOLUTIONS LLC [AUSTIN,TEXAS]",NNM15AB92P,MSFC - Marshall Space Flight Center,AUSTIN,TX,'25',8/7/2015,9/3/2015,"SBA Certified HUBZone, Veteran Owned Small Business, Service Disabled Veteran Owned Small Business, Small Disadvantaged Business, Small Business - DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Manufacturer Of Goods, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, Self Certified Small Disadvantaged Business, Service Related Disabled Veteran Owned Business, Sub Continent Asian American Owned Business, Veteran Owned","Purchase Order, Firm Fixed Price","41,863","41,863","41,863",335999,N/A,N/A,THE PURPOSE OF THIS PROCUREMENT IS TO PURCHASE EB16-BX-X8 AND EB16-SX8-X8 PCI EXPRESS EXPANSION SYSTEMS.
"4 D TECHNOLOGY CORPORATION [TUCSON,ARIZONA]",NNC15VD95P,GRC - Glenn Research Center,TUCSON,AZ,'03',5/5/2015,6/18/2015,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","18,950","18,950","18,950",333314,N/A,N/A,"IGF::OT::IGF HW-WYKO 6000 SERIES UPGRADE SYSTEM, UPGRADE FOR OPTICAL TESTING INTERFEROMETER"
"4 D TECHNOLOGY CORPORATION [TUCSON,ARIZONA]",NNG14LK32P,GSFC - Goddard Space Flight Center,Tucson,AZ,'03',9/16/2014,1/20/2015,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"99,575","99,575",333314,N/A,N/A,"NANOCAM SQ OPTICAL PROFILER CALIBRAION MIRROR,  TRIPOD, MOTERIZED ADJUSTMENT WITH HAND CONTROLLER, NANOCAM SQ. DYNAMIC OPTICAL PROFILER CONTROLLER."
"4 D TECHNOLOGY CORPORATION [TUCSON,ARIZONA]",NNG15LJ12P,GSFC - Goddard Space Flight Center,Tucson,AZ,'03',12/22/2014,2/16/2015,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","12,843","12,843","12,843",333314,N/A,N/A,CAMERA MOUNTING FIXTURE (1 EACH) AND SHIPPING.
