NASA Headquarters (HQ),Founder Institute Incorporated,Non-Reimbursable Annex One Under Umbrella Agreement No.SAA2-403517 Between the National Aeronautics and SpaceAdministration and Founder Institute Incorporated for Phase 1 -Founder Institute Space Tech Accelerator Program,11/19/2019,11/19/2020,22761
NASA Headquarters (HQ),Founder Institute Incorporated,Nonreimbursable Space Act Umbrella Agreement between theNational Aeronautics and Space Administration AmesResearch Center and Founder Institute Incorporated for theFostering of Space Entrepreneurship,11/19/2019,11/19/2022,null
NASA Headquarters (HQ),Northrop Grumman Corporation,ANNEX BETWEEN THE NATIONAL AERONAUTICS ANDSPACE ADMINISTRATION AMES RESEARCH CENTER ANDNORTHROP GRUMMAN CORPORATION. UNDER SPACEACT UMBRELLA AGREEMENT NUMBER NO.31359/SAA2-403514 FOR WIND TUNNEL TESTING (ANNEX NUMBERONE),1/20/2020,1/20/2021,null
NASA Headquarters (HQ),Northrop Grumman Corporation,REIMBURSABLE SPACE ACT UMBRELLA AGREEMENTNo.31359/SAA2-403514 BETWEEN NASA ARC ANDNORTHROP GRUMMAN CORPORATION FOR  WINDTUNNEL TESTING,1/20/2020,1/20/2025,null
NASA Headquarters (HQ),GOOGLE LLC,Reimbursable Space Act Agreement between NASA ARC andGoogle for Calibration and Noise Characterization Approachesfor Quantum Processors,3/30/2020,3/30/2021,null
NASA Headquarters (HQ),San Francisco International Airport,Reimbursable Umbrella Space Act Agreement between TheNational Aeronautics and Space Administration AmesResearch Center and San Francisco International Airport Cityand County of San Francisco for Research and Technologiesfor Increasing Airport Surface Capacity and Airfield Efficiency.,7/2/2019,7/2/2024,null
NASA Headquarters (HQ),Advanced Technologies Group Inc.,Annex One to the Reimbursable Umbrella Space ActAgreement between NASA ARC and Advanced TechnologiesGroup Inc. for Wind Tunnel Testing,12/20/2019,12/20/2020,null
NASA Headquarters (HQ),Advanced Technologies Group Inc.,Reimbursable Umbrella Space Act Agreement between NASAARC and Advanced Technologies Group Inc. for Wind TunnelTesting,12/20/2019,12/20/2024,null
NASA Headquarters (HQ),UNIVERSITY OF WASHINGTON,Annex between the National Aeronautics and SpaceAdministration Ames Research Center and the University ofWashington Under Space Act Umbrella Agreement Number30729 SAA2-403496 (Annex Number One),8/27/2019,8/27/2022,null
NASA Headquarters (HQ),UNIVERSITY OF WASHINGTON,Reimbursable Space Act Umbrella Agreement between theNational Aeronautics and Space Administration AmesResearch Center and the University of Washington forHardware Development and Testing,8/27/2019,8/27/2024,null
NASA Headquarters (HQ),Orbital Sciences Corporation a wholly ownedsubsidiary of Orbital ATK,Annex Seven between NASA ARC and Orbital SciencesCorporation under Space Act Umbrella Agreement No.26082/SAA8-1726082 for Wind Tunnel Testing,6/25/2019,6/25/2021,null
NASA Headquarters (HQ),SAN JOSE STATE UNIVERSITY,Annex One to Nonreimbursable Umbrella Space ActAgreement between the National Aeronautics and SpaceAdministration Ames Research Center and San Jose StateUniversity to Facilitate Development of Nano-Satellite Sub-Systems and Sensors,6/20/2019,6/20/2022,19719
NASA Headquarters (HQ),SAN JOSE STATE UNIVERSITY,Nonreimbursable Umbrella Space Act Agreement between theNational Aeronautics and Space Administration AmesResearch Center and San Jose State University for TechEdSatN Academia Infusion,6/20/2019,6/20/2022,null
NASA Headquarters (HQ),Rockwell Collins Inc,Nonreimbursable Space Act Agreement between the NationalAeronautics and Space Administration Ames Research Centerand Rockwell Collins Inc. for Human-Autonomy TeamingResearch,8/26/2019,8/26/2023,450224
NASA Headquarters (HQ),LOCKHEED MARTIN,Reimbursable Space Act Agreement between the NationalAeronautics and Space Administration Ames Research Centerand Lockheed Martin for TPS Material Testing,5/21/2019,5/21/2021,null
NASA Headquarters (HQ),THE BOEING COMPANY,Annex Seven Between NASA Ames and The Boeing CompanyUnder LaRC Umbrella for Testing Digital CommunicationsDuring EcoDemostrator Flight Testing,4/23/2019,4/23/2021,621239
NASA Headquarters (HQ),GE Flight Efficiency Services Inc.,Annex One to the Nonreimbursable Space Act UmbrellaAgreement between the National Aeronautics and SpaceAdministration Ames Research Center and GE Flight EfficiencyServices Inc. for Collaborative Development and Use of NASAATM-X Testbed for Integrated ATM Research,9/12/2019,9/12/2020,125411
NASA Headquarters (HQ),GE Flight Efficiency Services Inc.,Non-Reimbursable Space Act Umbrella Agreement Betweenthe National Aeronautics and Space Administration AmesResearch Center and GE Flight Efficiency Services Inc. forCollaborative Development and Use of NASA ATM-X Testbedfor Integrated ATM Research,9/12/2019,9/12/2024,null
NASA Headquarters (HQ),Airxos,Non-Reimbursable Space Act Agreement Between Airxos andNASA Ames for Unmanned Aircraft Systems TrafficManagement.,4/5/2019,4/5/2022,24585
NASA Headquarters (HQ),Iowa State University,Non-Reimbursable Space Act Agreement Between NASAAmes and Iowa State University (ISU) for Unmanned AircraftSystems Traffic Management (UTM),3/28/2019,3/28/2022,24585
NASA Headquarters (HQ),Texas A&M Engineering Experiment Station,Non-Reimbursable Space Act Agreement Between NASAAmes and Texas AM Engineering Experiment Station forInvestigating Additive Manufacturing of Thermal ProtectionMaterial,2/20/2019,2/20/2021,32675
NASA Headquarters (HQ),Voltex Technology Inc.,Reimbursable Space Act Agreement between the NationalAeronautics and Space Administration Ames Research centerand Voltex Technology to Explore New Production Methods forSensor Arrays,7/31/2019,1/31/2022,null
NASA Headquarters (HQ),The Boeing Company,Annex One to the Reimbursable Umbrella Space ActAgreement between NASA Ames Research Center and theBoeing Company for Wind Tunnel Testing,4/27/2020,4/27/2021,null
NASA Headquarters (HQ),The Boeing Company,Reimbursable Umbrella Space Act Agreement between NASAAmes Research Center and the Boeing Company for WindTunnel Testing,4/27/2020,4/27/2025,null
NASA Headquarters (HQ),SOUTHWEST AIRLINES COMPANY,Non-Reimbursable Space Act Agreement between NASAAmes Research Center and Southwest Airlines forDevelopment and Evaluation of an Air Traffic ManagementSystem,7/12/2019,7/12/2021,225914
NASA Headquarters (HQ),UASidekick,Non-Reimbursable Space Act Agreement Between UASidekickand the National Aeronautics and Space Administration AmesResearch Center for Unmanned Aircraft Systems TrafficManagement,11/19/2018,11/19/2021,17565
NASA Headquarters (HQ),Mountain View Housing Ventures LLC,REIMBURSABLE SPACE ACT AGREEMENT BETWEENNASA AMES AND MOUNTAIN VIEW HOUSING VENTURESFOR DUE DILIGENCE,11/1/2018,12/31/2020,null
NASA Headquarters (HQ),Planetary Ventures LLC,Temporary Construction License between NASA Ames andPlanetary Ventures LLC-Navigational Aids Infrastructure,5/24/2018,12/31/9999,null
NASA Headquarters (HQ),Space Exploration Technologies Corp.,Annex One to the Reimbursable Umbrella Space ActAgreement Between the National Aeronautics and SpaceAdministration Ames Research Center and Space ExplorationTechnologies Corp for Thermal Protection System MaterialSupport for the SpaceX BFR,6/6/2018,6/6/2021,null
NASA Headquarters (HQ),UNIVERSITY OF CINCINNATI,Annex Three to the Nonreimbursable Umbrella Space ActAgreement between the University of Cincinnati and TheNational Aeronautics And Space Administration AmesResearch Center for Providing Educational Opportunities toStudents to Evaluate Technology Transfer Opportunities,11/1/2018,11/1/2023,118116
NASA Headquarters (HQ),Stratolaunch Federal Inc,Annex Five to the Reimbursable Umbrella Space ActAgreement between the National Aeronautics and SpaceAdministration Ames Research Center and StratolaunchFederal Inc. for Entry System Analysis,4/5/2018,12/6/2021,null
NASA Headquarters (HQ),Stratolaunch Systems Corporation,Annex 4 for Reimbursable Umbrella Space Act Agreementbetween the National Aeronautics and Space AdministrationAmes Research Center and Stratolaunch Federal Inc. forSupporting the Analysis of Statolaunchs Launch Architecture,4/5/2018,12/6/2021,null
NASA Headquarters (HQ),Stratolaunch Federal Inc,Annex Three to the Reimbursable Umbrella Space ActAgreement between the National Aeronautics and SpaceAdministration Ames Research Center and StratolaunchFederal Inc. for Entry Systems Analysis,4/5/2018,12/6/2021,null
NASA Headquarters (HQ),Uber Technologies Inc,Annex One to the Non-Reimbursable Umbrella Space ActAgreement Between the National Aeronautics and SpaceAdministration Ames Research Center and Uber TechnologiesInc for Initial Modeling and Simulations of Urban Air MobilityOperations for Airspace Access and Scalability,5/4/2018,1/4/2021,604820
NASA Headquarters (HQ),Uber Technologies Inc,Non-Reimbursable Umbrella Between the NationalAeronautics and Space Administration Ames Research Centerand Uber Technologies Inc for Research DevelopmentTesting and Evaluation of an Urban Air Mobility (UAM) System,5/4/2018,5/4/2023,null
NASA Headquarters (HQ),Thales Holding Corporation,Non-Reimbursable Space Act Agreement Between the NationalAeronautics and Space Administration Ames Research CenterResearch Center and Thales Holding INC. for the UnmannedAircraft Systems Traffic Management,3/19/2018,3/19/2021,21700
NASA Headquarters (HQ),GOOGLE LLC,Non-Reimbursable Space Act Agreement Between the NationalAeronautics and Space Administration Ames Research Centerand Google LLC to Analyze the Utilization and Assessment ofGoogles Emerging Quantum Processors,7/3/2018,7/3/2023,680962
NASA Headquarters (HQ),Blue Origin LLC,Annex One to the Reimbursable Umbrella Space ActAgreement Between the National Aeronautics and SpaceAdministration Ames Research Center and Blue Origin LLC forThermal Protection System Material Design Support for BlueOrigin,7/13/2018,7/13/2021,null
NASA Headquarters (HQ),Blue Origin LLC,Reimbursable Umbrella Space Act Agreement Between theNational Aeronautics and Space Administration AmesResearch Center and Blue Origin LLC to Support Blue OriginCommercial Space Transportation Development,7/13/2018,7/13/2023,null
NASA Headquarters (HQ),Agusta Westland Philadelphia Corporation,Reimbursable Umbrella Space Act Agreement Between theNational Aeronautics and Space Administration AmesResearch Center and Agusta Westland PhiladelphiaCorporation for Wind Tunnel Testing,1/29/2018,1/29/2023,null
NASA Headquarters (HQ),Walmart Stores Inc,Nonreimbursable Space Act Agreement between WalmartStores Inc and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AircraftSystems Traffic Management,7/31/2017,7/31/2022,102925
NASA Headquarters (HQ),The Boeing Company,Nonreimbursable Space Act Agreement between The BoeingCompany and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AircraftSystems Traffic Management,7/31/2017,7/31/2022,102925
NASA Headquarters (HQ),THE PORT AUTHORITY OF NEW YORKAND NEW JERSEY,Nonreimbursable Umbrella Space Act Agreement between theNational Aeronautics and Space Administration AmesResearch Center and Port Authority of New York and NewJersey for Capacity Improvement and Delay Reduction in theNew York Metroplex,7/31/2017,7/31/2022,null
NASA Headquarters (HQ),Northeast UAS Airspace IntegrationResearch Alliance Inc.,Reimbursable Space Act Agreement between the NationalAeronautics and Space Administration Ames Research Centerand Northeast UAS Airspace Integration Research AllianceInc. for National UAS Standardized Testing and Rating System(NUSTAR),7/31/2017,7/31/2022,null
NASA Headquarters (HQ),Northeast UAS Airspace IntegrationResearch Alliance Inc.,Nonreimbursable Space Act Agreement between the NationalAeronautics and Space Administration Ames Research Centerand Northeast UAS Airspace Integration Research AllianceInc. for UAS Traffic Management,7/31/2017,7/31/2022,102925
NASA Headquarters (HQ),Carbon Autonomous Systems LLC,Nonreimbursable Space Act Agreement between CarbonAutonomous Systems LLC and the National Aeronautics andSpace Administration Ames Research Center for UnmannedAircraft Systems Traffic Management,5/10/2017,5/10/2022,102925
NASA Headquarters (HQ),Skyskopes,Nonreimbursable Space Act Agreement between Skyskopesand the National Aeronautics and Space Administration AmesResearch Center for Unmanned Aircraft Systems TrafficManagement,5/10/2017,5/10/2022,102925
NASA Headquarters (HQ),Drone America,Nonreimbursable Space Act Agreement between DroneAmerica and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AircraftSystems Traffic Management,5/11/2017,5/11/2022,102925
NASA Headquarters (HQ),ISight RPV Services,Nonreimbursable Space Act Agreement between ISight RPVServices and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AircraftSystems Traffic Management,5/11/2017,5/11/2022,102925
NASA Headquarters (HQ),Unmanned Applications Institute International,Nonreimbursable Space Act Agreement between UnmannedApplications Institute International and the National Aeronauticsand Space Administration Ames Research Center forUnmanned Aircraft Systems Traffic Management,5/11/2017,5/11/2022,102925
NASA Headquarters (HQ),General Atomics Aeronautical Systems Inc.,Reimbursable Umbrella Space Act Agreement between theNational Aeronautics and Space Administration AmesResearch Center and General Atomics Aeronautical SystemsInc. for Wind Tunnel Testing,4/20/2017,4/20/2022,null
NASA Headquarters (HQ),Sapphire Innovation Solutions Inc.,Nonreimbursable Space Act Agreement between SapphireInnovation Solutions Inc. and the National Aeronautics andSpace Administration Ames Research Center for UnmannedAircraft Systems Traffic Management,4/3/2017,4/3/2022,102925
NASA Headquarters (HQ),Flyspan Systems Inc.,Nonreimbursable Space Act Agreement between FlyspanSystems Inc. and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AircraftSystems Traffic Management,4/3/2017,4/3/2022,102925
NASA Headquarters (HQ),IAI North America,Nonreimbursable Space Act Agreement between IAI NorthAmerica and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AircraftSystems Traffic Management,2/3/2017,2/3/2022,100162
NASA Headquarters (HQ),GoPro Inc.,Nonreimbursable Space Act Agreement between GoPro Inc.and the National Aeronautics and Space Administration AmesResearch Center for Unmanned Aircraft Systems TrafficManagement,1/26/2017,1/26/2022,100162
NASA Headquarters (HQ),H211 LLC,Nonreimbursable Space Act Agreement between the NationalAeronautics and Space Administration Ames Research Centerand H211 LLC for Earth Observations in Support of AirPollution and Climate Change Research,1/17/2017,1/17/2022,3480808
NASA Headquarters (HQ),STRATOLAUNCH SYSTEMS CORP,Annex One to the Reimbursable Umbrella Space ActAgreement between the National Aeronautics and SpaceAdministration Ames Research Center and StratolaunchSystems Corporation for Supporting the Analysis ofStatolaunch's Launch Architecture,12/6/2016,12/6/2021,null
NASA Headquarters (HQ),Stratolaunch Systems Corporation,Reimbursable Umbrella Space Act Agreement between theNational Aeronautics and Space Administration AmesResearch Center and Stratolaunch Systems Corporation forSupporting the Analysis of Statolaunch's Launch Architecture,12/6/2016,12/6/2021,null
NASA Headquarters (HQ),AT&T Government Solutions,Annex One to the Nonreimbursable Umbrella Space ActAgreement between the National Aeronautics and SpaceAdministration Ames Research Center and AT&T GovernmentSolutions for Unmanned Aerial Systems Traffic Management,10/26/2016,10/26/2021,22039
NASA Headquarters (HQ),AT&T Government Solutions,Nonreimbursable Umbrella Space Act Agreement between theNational Aeronautics and Space Administration AmesResearch Center and AT&T Government Solutions forUnmanned Aerial Systems Traffic Management,10/26/2016,10/26/2021,null
NASA Headquarters (HQ),Rockwell Collins,Nonreimbursable Space Act Agreement between RockwellCollins and the National Aeronautics and Space AdministrationAmes Research Center for Unmanned Aerial Systems TrafficManagement,9/22/2016,9/22/2021,21771
NASA Headquarters (HQ),The Board of Trustees of the Leland StanfordJunior University,Nonreimbursable Space Act Agreement between The Board ofTrustees of the Leland Stanford Junior University and theNational Aeronautics and Space Administration AmesResearch Center for Unmanned Aerial Systems TrafficManagement,7/5/2016,7/5/2021,21771
NASA Headquarters (HQ),Sensurion Aerospace,Nonreimbursable Space Act Agreement between SensurionAerospace and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AerialSystems Traffic Management,7/5/2016,7/5/2021,100162
NASA Headquarters (HQ),General Electric Global Research,Annex One to the Nonreimbursable Umbrella Space ActAgreement between the National Aeronautics and SpaceAdministration Ames Research Center and General ElectricGlobal Research for Collaboration on Airspace Operations andSafety Research,5/24/2016,5/24/2024,808294
NASA Headquarters (HQ),General Electric Global Research,Nonreimbursable Umbrella Space Act Agreement between theNational Aeronautics and Space Administration AmesResearch Center and General Electric Global Research forCollaboration on Airspace Operations and Safety Research,5/24/2016,5/24/2021,null
NASA Headquarters (HQ),Nokia Solutions and Networks US LLC,Nonreimbursable Space Act Agreement between NokiaSolutions and Networks US LLC and the National Aeronauticsand Space Administration Ames Research Center forUnmanned Aerial Systems Traffic Management,5/18/2016,5/18/2021,100162
NASA Headquarters (HQ),Proxy Technologies Inc.,Nonreimbursable Space Act Agreement between ProxyTechnologies Inc. and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AerialSystems Traffic Management,5/18/2016,5/18/2021,267927
NASA Headquarters (HQ),NextNav LLC,Nonreimbursable Space Act Agreement between NextNavLLC and the National Aeronautics and Space AdministrationAmes Research Center for Unmanned Aerial Systems TrafficManagement,5/6/2016,5/6/2021,100162
NASA Headquarters (HQ),Nevada Institute for Autonomous Systems onbehalf of the Governor's Office of EconomicDevelopment,Nonreimbursable Space Act Agreement between NevadaInstitute for Autonomous Systems on behalf of the Governor'sOffice of Economic Development and the National Aeronauticsand Space Administration Ames Research Center forUnmanned Aerial Systems Traffic Management,4/20/2016,4/20/2021,267927
NASA Headquarters (HQ),ATAC Corporation,Nonreimbursable Space Act Agreement between ATACCorporation and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AerialSystems Traffic Management,4/20/2016,4/20/2021,267927
NASA Headquarters (HQ),cPilot,Nonreimbursable Space Act Agreement between cPilot and theNational Aeronautics and Space Administration AmesResearch Center for Unmanned Aerial Systems TrafficManagement,4/5/2016,4/5/2021,100162
NASA Headquarters (HQ),University of Alaska Fairbanks,Nonreimbursable Space Act Agreement between University ofAlaska Fairbanks and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AerialSystems Traffic Management,4/5/2016,4/5/2021,267927
NASA Headquarters (HQ),GE Global Research,Nonreimbursable Space Act Agreement between GE GlobalResearch and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AerialSystems Traffic Management,4/5/2016,4/5/2021,100162
NASA Headquarters (HQ),Dallas/Fort Worth International Airport Board,Nonreimbursable Space Act Agreement between the NationalAeronautics and Space Administration Ames Research Centerand Dallas/Fort Worth International Airport Board for DataSharing for Nextgen Research and Development,3/29/2016,3/29/2021,41400
NASA Headquarters (HQ),AeroVironment Inc.,Nonreimbursable Space Act Agreement betweenAeroVironment Inc.  and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AerialSystems Traffic Management,3/22/2016,3/22/2021,267927
