Kennedy Space Center (KSC),Government of Spain,Agreement on Space Cooperation Betweenthe United States of America and the Kingdomof Spain,11-Jul-91,31-Dec-00,null,,,
Headquarters (HQ),Ministry of SecondaryHigher Education andScientific Research,Global Learning and Observations to Benefitthe Environment (GLOBE),18-Dec-98,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Environment,Global Learning and Observations to Benefitthe Environment (GLOBE),23-Dec-98,31-Dec-00,null,,,
Headquarters (HQ),Department of Science andTechnology,Global Learning and Observations to Benefitthe Environment (GLOBE),14-Jan-99,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education andScience,Global Learning and Observations to Benefitthe Environment (GLOBE),27-Jan-99,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),10-Mar-99,31-Dec-00,null,,,
Headquarters (HQ),Government of Kuwait,Global Learning and Observations to Benefitthe Environment (GLOBE),12-Apr-99,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),27-May-99,31-Dec-00,null,,,
Headquarters (HQ),Federal EnvironmentalAgency,Global Learning and Observations to Benefitthe Environment (GLOBE),6-Jun-99,31-Dec-00,null,,,
Headquarters (HQ),Institute for the Promotionof Teaching Science andTechnology,Global Learning and Observations to Benefitthe Environment (GLOBE),30-Sep-99,31-Dec-00,null,,,
Headquarters (HQ),Central EnvironmentalAuthority,Global Learning and Observations to Benefitthe Environment (GLOBE),20-Dec-99,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),29-Feb-00,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),2-Mar-00,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),3-Mar-00,31-Dec-00,null,,,
Ames Research Center (ARC),National Institute forAerospace Technology(INTA),Astrobiology Research:  Life in the Universe,5-May-00,31-Dec-00,null,,,
Goddard Space Flight Center (GSFC),National Commission onSpace Activities (CONAE),Amendment 1:  Scientific Applications Satellite(SAC-C),14-Jun-00,31-Dec-20,null,,,
Headquarters (HQ),Government of Monaco,Global Learning and Observations to Benefitthe Environment (GLOBE),29-Jun-00,31-Dec-00,null,,,
Headquarters (HQ),The Ministry of Educationand Youth,Global Learning and Observations to Benefitthe Environment (GLOBE),12-Jul-00,31-Dec-00,null,,,
Johnson Space Center (JSC),European Space Agency(ESA),Implementing Arrangement (IA) BetweenNASA and the European Space Agency's (ESA)Concerning Provision of a Cupola in Exchangefor NASA's Provision of Shuttle Launch andReturn Services for Five External EuropeanPayloads,7-Aug-00,31-Dec-24,null,,,
Headquarters (HQ),Ministry of Foreign Affairs,Global Learning and Observations to Benefitthe Environment (GLOBE),9-Aug-00,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Environmentand Forests,Global Learning and Observations to Benefitthe Environment (GLOBE),25-Aug-00,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education andHigher Education,Global Learning and Observations to Benefitthe Environment (GLOBE),27-Sep-00,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Science andTechnology,Global Learning and Observations to Benefitthe Environment (GLOBE),4-Oct-00,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education andCulture and the Secretariatof the Environment,Global Learning and Observations to Benefitthe Environment (GLOBE),27-Oct-00,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),16-Jun-01,31-Dec-00,null,,,
Johnson Space Center (JSC),Canadian Space Agency(CSA),An Implementing Arrangement (IA) BetweenNASA and The Canadian Space Agency (CSA)Regarding a Barter of International SpaceStation (ISS) Supporting Services andUtilization,16-Aug-01,31-Dec-20,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),15-Jul-02,31-Dec-00,null,,,
Headquarters (HQ),Government of theKingdom of Saudi Arabia,Global Learning and Observations to Benefitthe Environment (GLOBE),30-Sep-02,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education andScience,Global Learning and Observations to Benefitthe Environment (GLOBE),3-Oct-02,31-Dec-00,null,,,
Headquarters (HQ),Government of Yugoslavia(first),Global Learning and Observations to Benefitthe Environment (GLOBE),17-Oct-02,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),26-Mar-03,31-Dec-00,null,,,
Headquarters (HQ),The Ministry of NationalEducation,Global Learning and Observations to Benefitthe Environment (GLOBE),11-Aug-03,31-Dec-00,null,,,
Headquarters (HQ),Ministry of EducationScience Technology andScientific Research,Global Learning and Observations to Benefitthe Environment (GLOBE),21-Aug-03,31-Dec-00,null,,,
Headquarters (HQ),The Environment ResearchCentre Ministry of HomeAffairs and Environment ofthe Republic of Maldives,Global Learning and Observations to Benefitthe Environment (GLOBE),8-Dec-03,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education ofthe Islamic Republic ofMauritania,Global Learning and Observations to Benefitthe Environment (GLOBE),6-Jul-04,1-Jan-00,null,,,
Headquarters (HQ),Ministry of Primary andSecondary Education of theRepublic of Congo,Global Learning and Observations to Benefitthe Environment (GLOBE),28-Jul-05,31-Dec-00,null,,,
Headquarters (HQ),For the Ministry of BasicEducation andAlphabetization,Global Learning and Observations to Benefitthe Environment (GLOBE),11-Aug-05,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),24-Aug-05,31-Dec-00,null,,,
Jet Propulsion Laboratory (JPL),National Centre for Space Studies (CNES),Amendment 1:  Cooperation on MarsExploration Rover (MER 2003),18-Apr-06,31-Dec-20,null,,,
Jet Propulsion Laboratory (JPL),Niels Bohr Institute forAstronomy Physics andGeophysics at theUniversity of Copenhagen(NBI),Extension 1:  Mars Exploration Rover (MER)2003,16-May-06,31-Dec-20,null,,,
Johnson Space Center (JSC),Russian Federal Space Agency (Roskosmos),Addendum 2:  Implementing Arrangemententitled 'Protocol Including Terms Conditionsand Assumptions Summary Balance ofContribution and Obligations to InternationalSpace Station (ISS) and Resulting Rights ofNASA and RSA to ISS UtilizationAccommodations and Resources and FlightOpportunities' (Balance Agreement) BetweenNASA and the Federal Space Agency of theRussian Federation,1-Jul-06,31-Dec-24,null,,,
Goddard Space Flight Center (GSFC),University of Bern,Interstellar Boundary Explorer (IBEX) Mission,18-Jan-07,31-Dec-20,null,,,
All NASA Centers,National Centre for Space Studies (CNES),Framework Agreement between U.S. Govt.and the French Govt. for cooperative activitiesin the Exploration and Use of Outer Space forPeaceful Purposes.,23-Jan-07,2-Apr-00,null,,,
Headquarters (HQ),Ministry of Education,Global Learning and Observations to Benefitthe Environment (GLOBE),29-Nov-07,31-Dec-00,null,,,
All NASA Centers,Indian Space ResearchOrganization (ISRO),NASA-Indian Space Research Organization(ISRO) Framework Agreement for Cooperationin the Exploration and Use of Outer Space forPeaceful Purposes,1-Feb-08,31-Jan-23,null,,,
Goddard Space Flight Center (GSFC),National Centre for Space Studies (CNES) EuropeanOrganization for theExploitation ofMeteorological Satellites(EUMETSAT),Ocean Surface Topography Mission (OSTM),16-Apr-08,30-Jun-22,null,,,
Headquarters (HQ),Japan AerospaceExploration Agency (JAXA),NASA-JAXA Joint Understanding,16-Oct-08,31-Dec-00,null,,,
Headquarters (HQ),Ministry of Education ofthe Sultanate of Oman,Global Learning and Observations to Benefitthe Environment (GLOBE),8-Dec-09,1-Jan-00,null,,,
George C. Marshall Space Flight Center(MSFC),University of Bern,Agreement for the Strofio Instrument on theBepiColombo Mission,10-Mar-10,30-Sep-22,null,,,
Headquarters (HQ),National Centre for Space Studies (CNES) EuropeanOrganization for theExploitation ofMeteorological Satellites(EUMETSAT),Memorandum of Understanding (MOU)among National Oceanographic andAtmospheric Administration (NOAA) NASAEuropean Organization for the Exploitation ofMeteorological Satellites (EUMETSAT) andNational Center for Space Studies [CentreNational d'Estudes Spatiales] (CNES) forCooperation in the Jason-3 Program,13-Jul-10,31-Dec-30,null,,,
Headquarters (HQ),National Centre for Space Studies (CNES),Global Learning and Observations to Benefitthe Environment (GLOBE),16-Sep-10,16-Sep-20,null,,,
Goddard Space Flight Center (GSFC),The King Abdulaziz City forScience and Technology(KACST),Aerosol Robotic Network (AERONET),2-Oct-10,2-Oct-20,null,,,
Goddard Space Flight Center (GSFC),The King Abdulaziz City forScience and Technology(KACST),Space Geodesy: Agreement with KingAbdulaziz City for Science and Technology inSaudi Arabia (KACST),2-Oct-10,2-Oct-20,null,,,
Ames Research Center (ARC),German Aerospace Center(DLR),Agreement Between NASA and DLR forAssociate Membership in the NASA LunarScience Institute (NLSI),8-Dec-10,8-Dec-20,null,,,
Headquarters (HQ),German Aerospace Center(DLR),Framework Agreement Between NASA andthe German Aerospace Center (DLR) OnCooperation in Aeronautics and theExploration and Use of Outer Space forPeaceful Purposes,13-Dec-10,12-Dec-20,null,,,
Goddard Space Flight Center (GSFC),European Space Agency(ESA),Reimbursable Space Act Agreement BetweenNASA and the European Space Agency (ESA)for Ongoing NASA Tracking and Data RelaySatellite System (TDRSS) Support of theAutomated Transfer Vehicle (ATV),16-Dec-10,31-Dec-20,null,,,
Headquarters (HQ),Federative Republic ofBrazil,Framework Agreement on Cooperation in thePeaceful Uses of Outer Space,19-Mar-11,19-Mar-31,null,,,
Goddard Space Flight Center (GSFC),Gorongosa RestorationProject,Agreement Between NASA and the GorongosaRestoration Project of Mozambique forCooperation in the Aerosol Robotic Network(AERONET),25-Mar-11,20-Feb-21,null,,,
Goddard Space Flight Center (GSFC),Moscow State University(MSU),Aerosol Robotic Network (AERONET),31-Mar-11,31-Mar-21,null,,,
Goddard Space Flight Center (GSFC),University of Lille 1,Aerosol Robotic Network (AERONET),4-Apr-11,15-Feb-21,null,,,
Ames Research Center (ARC),Institute of Space andAstronautical Science(ISAS),Extension of the Memorandum ofUnderstanding (MOU) Between NASA and theInstitute and Astronautical Science of JapanConcerning Activities Related to the MU SpaceEngineering Spacecraft-C (MUSES-C) Program,22-Apr-11,25-Apr-21,null,,,
Goddard Space Flight Center (GSFC),Jacob Blaustein Institutefor Desert Research Ben-Gurion University of theNegev,Aerosol Robotic Network (AERONET),26-Apr-11,30-Apr-21,null,,,
Goddard Space Flight Center (GSFC),Norwegian MappingAuthority (NMA),Space Geodesy:  Norwegian MappingAuthority (NMA) Agreement,27-Apr-11,31-Dec-20,null,,,
Headquarters (HQ),Norwegian Space Centre(NSC),Implementing Arrangement (IA) BetweenNASA and the Norwegian Space Centre (NSC)on the Use of Analogue Sites Within the U.S.and Norway,10-May-11,10-May-21,null,,,
Ames Research Center (ARC),Swedish National SpaceBoard (SNSB),Implementing Arrangement (IA) Between theNASA and the Swedish National Space Board(SNSB) for Cooperation in Aeronautic andSpace Research Using NanosatelliteTechnologies,19-May-11,19-May-21,null,,,
Goddard Space Flight Center (GSFC),Yonsei University,Agreement Between NASA and YonseiUniversity of Korea for Cooperation in theAerosol Robotic Network (AERONET),23-Jun-11,30-Apr-21,null,,,
Goddard Space Flight Center (GSFC),Kinki University,Aerosol Robotic Network (AERONET),24-Jun-11,31-Mar-21,null,,,
Johnson Space Center (JSC),Japan AerospaceExploration Agency (JAXA),Calorimetric Electron Telescope (CALET),11-Jul-11,31-Dec-20,null,,,
Goddard Space Flight Center (GSFC),Silpakorn University,Aerosol Robotic Network (AERONET),14-Jul-11,30-Apr-21,null,,,
Goddard Space Flight Center (GSFC),Centre Royal deTeledetection Spatiale,Aerosol Robotic Network (AERONET),15-Jul-11,30-Apr-21,null,,,
Goddard Space Flight Center (GSFC),Deutsches Museum,Loan of items from Wilkinson MicrowaveAnisotropy Probe (WMAP) Satellite toDeutsches Museum,20-Jul-11,31-Dec-20,null,,,
Goddard Space Flight Center (GSFC),Brazilian Space Agency(AEB),Extension 1:  Space Geodesy:  Very LongBaseline Interferometry (VLBI),15-Aug-11,31-Aug-21,null,,,
Langley Research Center (LaRC),National Centre for Space Studies (CNES),Implementing Arrangement (IA) BetweenNASA and the National Centre for Space Studies (CNES) for the Cloud-Aerosol Lidar andInfrared Pathfinder Satellite Observations(CALIPSO) Mission,8-Sep-11,31-Mar-22,null,,,
Goddard Space Flight Center (GSFC),Universiti Sains Malaysia,Aerosol Robotic Network (AERONET),13-Sep-11,31-May-21,null,,,
Goddard Space Flight Center (GSFC),University of Liege,Belgium (CSL/BELSPO) Solar Probe Plus (SPP)Letter of Agreement,10-Oct-11,30-Sep-26,null,,,
Goddard Space Flight Center (GSFC),Institute of AtmosphericOptics Siberian BranchRussian Academy ofSciences,Aerosol Robotic Network (AERONET),14-Oct-11,23-May-22,null,,,
All NASA Centers,Government of Argentina,Framework Agreement Between theGovernment of the United States of Americaand the Government of the Argentine Republicon Cooperation in the Peaceful Uses of OuterSpace,25-Oct-11,30-Jul-23,null,,,
Jet Propulsion Laboratory (JPL),National Commission onSpace Activities (CONAE),Space Geodesy:  Ground Stations,26-Oct-11,26-Oct-21,null,,,
Goddard Space Flight Center (GSFC),Brazilian Space Agency(AEB),NASA-Brazilian Space Agency (AEB)Implementing Arrangement (IA) forParticipation in the Global PrecipitationMeasurement (GPM) Mission,27-Oct-11,27-Oct-21,null,,,
Wallops Flight Facility (WFF),Brazilian Space Agency(AEB),NASA-Brazilian Space Agency (AEB)Implementing Arrangement (IA) forParticipation in the Ozone CooperationMission,27-Oct-11,27-Oct-21,null,,,
Goddard Space Flight Center (GSFC),Canadian Space Agency(CSA),Soil Moisture Active Passive (SMAP) Mission,21-Nov-11,21-Nov-21,null,,,
Goddard Space Flight Center (GSFC),Tartu Observatory,Amendment and Extension 1:  Aerosol RoboticNetwork (AERONET),14-Dec-11,31-Mar-22,null,,,
Johnson Space Center (JSC),Japan AerospaceExploration Agency (JAXA),Amendment 1:  Reimbursable Space ActAgreement Between NASA and the JapanAerospace Exploration Agency (JAXA) onJAXA's Use of NASA's Common Spares Pool(CSP) to Support the Japanese ExperimentModule (JEM),3-Feb-12,31-Dec-20,null,,,
