NASA Headquarters (HQ),AIRMAP INC,Participation in the NASA UAM Grand Challenge,2/3/2020,2/3/2025, ,38.8830649,-77.0162786,34.0167773,-118.494933,
NASA Headquarters (HQ),JOBY AVIATION INC,Grand Challenge - Development Test Flight Annex,2/19/2020,2/19/2025,789472,38.8830649,-77.0162786,37.0372899,-122.1420898,
NASA Headquarters (HQ),JOBY AVIATION INC,Participation in the NASA UAM Grand Challenge,2/19/2020,2/19/2025, ,38.8830649,-77.0162786,37.0372899,-122.1420898,
NASA Headquarters (HQ),Stratolaunch LLC,Annex to Support Flight Opperations of the Stratolaunch CarrierAircraft,6/18/2020,2/13/2025, ,38.8830649,-77.0162786,35.0479665,-118.1416574,
NASA Headquarters (HQ),Stratolaunch LLC,To Support Flight Opperations of the Stratolaunch CarrierAircraft,2/13/2020,2/13/2025, ,38.8830649,-77.0162786,35.0479665,-118.1416574,
NASA Headquarters (HQ),Stratolaunch LLC,To Support Flight Opperations of the Stratolaunch CarrierAircraft,2/13/2020,2/13/2025, ,38.8830649,-77.0162786,35.0479665,-118.1416574,
NASA Headquarters (HQ),Lockheed Martin,Annex to NASA ER-2 Low Power Laser Demonstrator (LPLD),1/8/2020,11/27/2022, ,38.8830649,-77.0162786,35.4521489,-97.5938737,
NASA Headquarters (HQ),General Electric Aviation,General Electric Aviation Use of NASA SOFIA B747 FlightSimulator,5/8/2019,5/8/2024, ,38.8830649,-77.0162786,37.1689223,-97.0314811,
NASA Headquarters (HQ),Raytheon Company,Reimbursable Space Act Agreement between the NationalAeronautics and Space Administration Armstrong FlightResearch Center and Raytheon Company for Laser ImagingTesting,9/25/2019,9/25/2020, ,38.8830649,-77.0162786,33.214502,-96.6515613,
NASA Headquarters (HQ),Scaled Composites,For Use of NASA SOFIA B747 Flight Simulator,3/21/2019,3/21/2022, ,38.8830649,-77.0162786,35.0561988,-118.1612742,
NASA Headquarters (HQ),The Boeing Company,Annex to Aerospace Research Development,4/5/2019,2/3/2022,699161,38.8830649,-77.0162786,38.7505278,-90.3469121,
NASA Headquarters (HQ),Echodyne Corporation,Resilient Autonomy Collaboration,9/25/2019,11/25/2021,11036,38.8830649,-77.0162786,47.7088481,-122.1874268,
NASA Headquarters (HQ),ZIVA CORP,M-DART Demonstration Program,8/16/2018,8/16/2021, ,38.8830649,-77.0162786,32.9014131,-117.2004458,
NASA Headquarters (HQ),AEROVIRONMENT INC,Unmanned Aircraft Systems (UAS) Testing,11/14/2018,11/14/2023, ,38.8830649,-77.0162786,34.2852225,-118.7826238,
NASA Headquarters (HQ),Latitude Engineering LLC,Resilient Autonomy Collaboration with Latitude Engineering,10/2/2019,1/2/2021,10097,38.8830649,-77.0162786,32.2122603,-110.9601997,
NASA Headquarters (HQ),The Spaceship Company,Consultation and Peer Review Support,10/12/2018,1/5/2021, ,38.8830649,-77.0162786,35.0557412,-118.1549948,
NASA Headquarters (HQ),Modern Technology Solutions Inc.,Collaborative development of contingency management forautonomous aircraft,8/6/2018,12/6/2020,374127,38.8830649,-77.0162786,34.7091221,-86.6876102,
NASA Headquarters (HQ),Bell Textron Inc,Hybrid-Electric System Integration Development and TestingActivities,8/8/2019,8/8/2024, ,38.8830649,-77.0162786,32.77511,-97.0581131,
NASA Headquarters (HQ),Grace Cathedral Inc,For Use of NASA SOFIA B747 Flight Simulator,9/19/2017,9/19/2020, ,38.8830649,-77.0162786,37.7919185,-122.4130261,
NASA Headquarters (HQ),Lockheed Martin,NASA ER-2 Low Power Laser Demonstrator (LPLD),11/27/2017,11/27/2022, ,38.8830649,-77.0162786,35.4521489,-97.5938737,
NASA Headquarters (HQ),Safety Technology Holdings Incorporated,Reimbursable Space Act Agreement to support the test setupand evaluation of the FOSS technology in anthropomorphic testdevice.,12/7/2017,12/7/2022, ,38.8830649,-77.0162786,42.3877993,-83.5107471,
NASA Headquarters (HQ),TriTech Small Business Development Center,Annex to Non-Reimburseable Space Act Agreement withTriTech SBDC for Small Business Innovation Research/Smallbusiness Technology Transfer assistance,4/17/2017,4/17/2022,5160,38.8830649,-77.0162786,33.874991,-117.565583,
NASA Headquarters (HQ),TriTech Small Business Development Center,Non-Reimburseable Space Act Agreement with TriTech SBDCfor Regional Economic Development including TechnologyTransfer assistance,4/17/2017,4/17/2022,2733,38.8830649,-77.0162786,33.874991,-117.565583,
NASA Headquarters (HQ),TriTech Small Business Development Center,Non-Reimburseable Space Act Agreement with TriTech SBDCfor Regional Economic Development including TechnologyTransfer and Small Business Innovation Research/Smallbusiness Technology Transfer assistance,4/17/2017,4/17/2022, ,38.8830649,-77.0162786,33.874991,-117.565583,
NASA Headquarters (HQ),Lockheed Martin Aeronautics Company,Develop Cost Estimate of Proposed Tests,4/24/2017,4/24/2022, ,38.8830649,-77.0162786,32.7734789,-97.4467969,
NASA Headquarters (HQ),Lockheed Martin Aeronautics Company,Testing Support of Lockheed Martin Test Articles,4/24/2017,4/24/2022, ,38.8830649,-77.0162786,32.7734789,-97.4467969,
NASA Headquarters (HQ),Battelle Memorial Institute,Development of an Ice Prevention System,11/17/2016,11/17/2021, ,38.8830649,-77.0162786,41.427051,-81.8457447,
NASA Headquarters (HQ),Cal Poly Pomona Foundation Inc,Non-Reimburseable Space Act Agreement Between Cal PolyPomona Foundation Inc. to Evaluate Prototype and ConductMarket Research on technologies within the TechnologyTransfer Patent Portfolio,1/5/2017,1/5/2022, ,38.8830649,-77.0162786,34.0562719,-117.8198468,
NASA Headquarters (HQ),The Spaceship Company,FLIGHT TEST ENGINEERING AND ASSOCIATEDTECHNICAL SERVICES,1/5/2016,1/5/2021, ,38.8830649,-77.0162786,35.0557412,-118.1549948,
NASA Headquarters (HQ),Spectabit Optics LLC,Schlieren Image Acquisition and Processing Advancements,10/6/2015,10/6/2020, ,38.8830649,-77.0162786,33.629123,-117.7352849,
NASA Headquarters (HQ),NISSAN NORTH AMERICA INC,Annex 2 under RUSAA between NASA ARC and Nissan NorthAmerica for Research and Development in RoboticTechnologies,6/12/2020,6/12/2022, ,38.8830649,-77.0162786,35.2237374,-86.0532587,
NASA Headquarters (HQ),Virginia Commonwealth University,Nonreimbursable Space Act Agreement between NASA ARCand Virginia Commonwealth University (VCU) for HighPerformance Computer Modeling of COVID-19 Corona Virusfor COVID-19 support,5/12/2020,11/12/2020,111845,38.8830649,-77.0162786,37.5483122,-77.4526805,
NASA Headquarters (HQ),MOFFETT FIELD HISTORICAL SOCIETY,Reimbursable Space Act Agreement between NASA AmesResearch Center and Moffett Field Historical Society to Supportthe History of Moffett Field,6/29/2020,6/29/2025, ,38.8830649,-77.0162786,37.4112691,-122.0540996,
NASA Headquarters (HQ),LOCKHEED MARTIN,Reimbursable Space Act Agreement between NASA ARC andLockheed Martin Corporation for Enhanced Heating SampleTesting at the NASA Ames IHF-LEAF,5/1/2020,5/1/2021, ,38.8830649,-77.0162786,35.4521489,-97.5938737,
NASA Headquarters (HQ),The Boeing Company,Annex 19 between NASA ARC and The Boeing Companyunder Umbrella Agreement No. 21157/SAA1-21157 forFunction Allocation Determinations,4/21/2020,12/22/2020,1009507,38.8830649,-77.0162786,38.7505278,-90.3469121,
NASA Headquarters (HQ),NISSAN NORTH AMERICA INC,Reimbursable Umbrella Space Act Agreement between NASAARC and Nissan North America for Research andDevelopment in Robotic Technologies,6/12/2020,6/12/2025, ,38.8830649,-77.0162786,35.2237374,-86.0532587,
NASA Headquarters (HQ),Arizona State University,Annex One to NRUSAA between NASA ARC and Arizona StateUniversity for Technology Transfer Academia Infusion,5/22/2020,5/21/2025,62883,38.8830649,-77.0162786,33.5074106,-112.0650182,
NASA Headquarters (HQ),Arizona State University,Non-reimbursable Umbrella Space Act Agreement betweenNASA Ames Research Center and Arizona State University forSpace Exploration Science and Engineering Research andSTEM Initiatives,5/21/2020,5/21/2025, ,38.8830649,-77.0162786,33.5074106,-112.0650182,
NASA Headquarters (HQ),SPACE SYSTEMS LORAL LLC,Annex 1 to Nonreimbursable Umbrella Space Act Agreementbetween NASA ARC and Space Systems Loral for Robotic andSpacecraft Technology Research,4/16/2020,4/16/2023,62229,38.8830649,-77.0162786,37.30378,-121.87193,
NASA Headquarters (HQ),SPACE SYSTEMS LORAL LLC,Reimbursable Umbrella Space Act Agreement between NASAARC and Space Systems Loral for Robotic and SpacecraftTechnology Research,4/16/2020,4/16/2025, ,38.8830649,-77.0162786,37.30378,-121.87193,
NASA Headquarters (HQ),Northrop Grumman Corporation,ANNEX BETWEEN THE NATIONAL AERONAUTICS ANDSPACE ADMINISTRATION AMES RESEARCH CENTER ANDNORTHROP GRUMMAN CORPORATION. UNDER SPACEACT UMBRELLA AGREEMENT NUMBER NO.31359/SAA2-403514 FOR WIND TUNNEL TESTING (ANNEX NUMBERONE),1/20/2020,1/20/2021, ,38.8830649,-77.0162786,42.1012388,-88.0320664,
NASA Headquarters (HQ),Northrop Grumman Corporation,REIMBURSABLE SPACE ACT UMBRELLA AGREEMENTNo.31359/SAA2-403514 BETWEEN NASA ARC ANDNORTHROP GRUMMAN CORPORATION FOR  WINDTUNNEL TESTING,1/20/2020,1/20/2025, ,38.8830649,-77.0162786,42.1012388,-88.0320664,
NASA Headquarters (HQ),GOOGLE LLC,Reimbursable Space Act Agreement between NASA ARC andGoogle for Calibration and Noise Characterization Approachesfor Quantum Processors,3/30/2020,3/30/2021, ,38.8830649,-77.0162786,37.4220656,-122.0840897,
NASA Headquarters (HQ),San Francisco International Airport,Reimbursable Umbrella Space Act Agreement between TheNational Aeronautics and Space Administration AmesResearch Center and San Francisco International Airport Cityand County of San Francisco for Research and Technologiesfor Increasing Airport Surface Capacity and Airfield Efficiency.,7/2/2019,7/2/2024, ,38.8830649,-77.0162786,37.6213129,-122.3789554,
NASA Headquarters (HQ),Advanced Technologies Group Inc.,Annex One to the Reimbursable Umbrella Space ActAgreement between NASA ARC and Advanced TechnologiesGroup Inc. for Wind Tunnel Testing,12/20/2019,12/20/2020, ,38.8830649,-77.0162786,38.9330642,-94.7019708,
NASA Headquarters (HQ),Advanced Technologies Group Inc.,Reimbursable Umbrella Space Act Agreement between NASAARC and Advanced Technologies Group Inc. for Wind TunnelTesting,12/20/2019,12/20/2024, ,38.8830649,-77.0162786,38.9330642,-94.7019708,
NASA Headquarters (HQ),UNIVERSITY OF WASHINGTON,Annex between the National Aeronautics and SpaceAdministration Ames Research Center and the University ofWashington Under Space Act Umbrella Agreement Number30729 SAA2-403496 (Annex Number One),8/27/2019,8/27/2022, ,38.8830649,-77.0162786,47.6553351,-122.3035199,
NASA Headquarters (HQ),UNIVERSITY OF WASHINGTON,Reimbursable Space Act Umbrella Agreement between theNational Aeronautics and Space Administration AmesResearch Center and the University of Washington forHardware Development and Testing,8/27/2019,8/27/2024, ,38.8830649,-77.0162786,47.6553351,-122.3035199,
NASA Headquarters (HQ),SAN JOSE STATE UNIVERSITY,Annex One to Nonreimbursable Umbrella Space ActAgreement between the National Aeronautics and SpaceAdministration Ames Research Center and San Jose StateUniversity to Facilitate Development of Nano-Satellite Sub-Systems and Sensors,6/20/2019,6/20/2022,19719,38.8830649,-77.0162786,37.3351874,-121.8810715,
NASA Headquarters (HQ),SAN JOSE STATE UNIVERSITY,Nonreimbursable Umbrella Space Act Agreement between theNational Aeronautics and Space Administration AmesResearch Center and San Jose State University for TechEdSatN Academia Infusion,6/20/2019,6/20/2022, ,38.8830649,-77.0162786,37.3351874,-121.8810715,
NASA Headquarters (HQ),Rockwell Collins Inc,Nonreimbursable Space Act Agreement between the NationalAeronautics and Space Administration Ames Research Centerand Rockwell Collins Inc. for Human-Autonomy TeamingResearch,8/26/2019,8/26/2023,450224,38.8830649,-77.0162786,32.9207856,-97.0150581,
NASA Headquarters (HQ),LOCKHEED MARTIN,Reimbursable Space Act Agreement between the NationalAeronautics and Space Administration Ames Research Centerand Lockheed Martin for TPS Material Testing,5/21/2019,5/21/2021, ,38.8830649,-77.0162786,35.4521489,-97.5938737,
NASA Headquarters (HQ),THE BOEING COMPANY,Annex Seven Between NASA Ames and The Boeing CompanyUnder LaRC Umbrella for Testing Digital CommunicationsDuring EcoDemostrator Flight Testing,4/23/2019,4/23/2021,621239,38.8830649,-77.0162786,38.7505278,-90.3469121,
NASA Headquarters (HQ),Iowa State University,Non-Reimbursable Space Act Agreement Between NASAAmes and Iowa State University (ISU) for Unmanned AircraftSystems Traffic Management (UTM),3/28/2019,3/28/2022,24585,38.8830649,-77.0162786,42.0266573,-93.6464516,
NASA Headquarters (HQ),Texas A&M Engineering Experiment Station,Non-Reimbursable Space Act Agreement Between NASAAmes and Texas AM Engineering Experiment Station forInvestigating Additive Manufacturing of Thermal ProtectionMaterial,2/20/2019,2/20/2021,32675,38.8830649,-77.0162786,30.61731,-96.299135,
NASA Headquarters (HQ),The Boeing Company,Annex One to the Reimbursable Umbrella Space ActAgreement between NASA Ames Research Center and theBoeing Company for Wind Tunnel Testing,4/27/2020,4/27/2021, ,38.8830649,-77.0162786,38.7505278,-90.3469121,
NASA Headquarters (HQ),The Boeing Company,Reimbursable Umbrella Space Act Agreement between NASAAmes Research Center and the Boeing Company for WindTunnel Testing,4/27/2020,4/27/2025, ,38.8830649,-77.0162786,38.7505278,-90.3469121,
NASA Headquarters (HQ),SOUTHWEST AIRLINES COMPANY,Non-Reimbursable Space Act Agreement between NASAAmes Research Center and Southwest Airlines forDevelopment and Evaluation of an Air Traffic ManagementSystem,7/12/2019,7/12/2021,225914,38.8830649,-77.0162786,36.1908813,-95.8897448,
NASA Headquarters (HQ),UASidekick,Non-Reimbursable Space Act Agreement Between UASidekickand the National Aeronautics and Space Administration AmesResearch Center for Unmanned Aircraft Systems TrafficManagement,11/19/2018,11/19/2021,17565,38.8830649,-77.0162786,34.9109869,-82.427677,
NASA Headquarters (HQ),Mountain View Housing Ventures LLC,REIMBURSABLE SPACE ACT AGREEMENT BETWEENNASA AMES AND MOUNTAIN VIEW HOUSING VENTURESFOR DUE DILIGENCE,11/1/2018,12/31/2020, ,38.8830649,-77.0162786,37.4097423,-122.0598785,
NASA Headquarters (HQ),Space Exploration Technologies Corp.,Annex One to the Reimbursable Umbrella Space ActAgreement Between the National Aeronautics and SpaceAdministration Ames Research Center and Space ExplorationTechnologies Corp for Thermal Protection System MaterialSupport for the SpaceX BFR,6/6/2018,6/6/2021, ,38.8830649,-77.0162786,33.9174989,-118.3278276,
NASA Headquarters (HQ),UNIVERSITY OF CINCINNATI,Annex Three to the Nonreimbursable Umbrella Space ActAgreement between the University of Cincinnati and TheNational Aeronautics And Space Administration AmesResearch Center for Providing Educational Opportunities toStudents to Evaluate Technology Transfer Opportunities,11/1/2018,11/1/2023,118116,38.8830649,-77.0162786,39.1329219,-84.5149504,
NASA Headquarters (HQ),Stratolaunch Systems Corporation,Annex 4 for Reimbursable Umbrella Space Act Agreementbetween the National Aeronautics and Space AdministrationAmes Research Center and Stratolaunch Federal Inc. forSupporting the Analysis of Statolaunchs Launch Architecture,4/5/2018,12/6/2021, ,38.8830649,-77.0162786,35.0479665,-118.1416574,
NASA Headquarters (HQ),Uber Technologies Inc,Annex One to the Non-Reimbursable Umbrella Space ActAgreement Between the National Aeronautics and SpaceAdministration Ames Research Center and Uber TechnologiesInc for Initial Modeling and Simulations of Urban Air MobilityOperations for Airspace Access and Scalability,5/4/2018,1/4/2021,604820,38.8830649,-77.0162786,40.7526346,-74.0065884,
NASA Headquarters (HQ),Uber Technologies Inc,Non-Reimbursable Umbrella Between the NationalAeronautics and Space Administration Ames Research Centerand Uber Technologies Inc for Research DevelopmentTesting and Evaluation of an Urban Air Mobility (UAM) System,5/4/2018,5/4/2023, ,38.8830649,-77.0162786,40.7526346,-74.0065884,
NASA Headquarters (HQ),GOOGLE LLC,Non-Reimbursable Space Act Agreement Between the NationalAeronautics and Space Administration Ames Research Centerand Google LLC to Analyze the Utilization and Assessment ofGoogles Emerging Quantum Processors,7/3/2018,7/3/2023,680962,38.8830649,-77.0162786,37.4220656,-122.0840897,
NASA Headquarters (HQ),Blue Origin LLC,Annex One to the Reimbursable Umbrella Space ActAgreement Between the National Aeronautics and SpaceAdministration Ames Research Center and Blue Origin LLC forThermal Protection System Material Design Support for BlueOrigin,7/13/2018,7/13/2021, ,38.8830649,-77.0162786,47.4098674,-122.2393183,
NASA Headquarters (HQ),Blue Origin LLC,Reimbursable Umbrella Space Act Agreement Between theNational Aeronautics and Space Administration AmesResearch Center and Blue Origin LLC to Support Blue OriginCommercial Space Transportation Development,7/13/2018,7/13/2023, ,38.8830649,-77.0162786,47.4098674,-122.2393183,
NASA Headquarters (HQ),Agusta Westland Philadelphia Corporation,Reimbursable Umbrella Space Act Agreement Between theNational Aeronautics and Space Administration AmesResearch Center and Agusta Westland PhiladelphiaCorporation for Wind Tunnel Testing,1/29/2018,1/29/2023, ,38.8830649,-77.0162786,40.0819562,-75.0016017,
NASA Headquarters (HQ),Walmart Stores Inc,Nonreimbursable Space Act Agreement between WalmartStores Inc and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AircraftSystems Traffic Management,7/31/2017,7/31/2022,102925,38.8830649,-77.0162786,36.3648645,-94.2176775,
NASA Headquarters (HQ),The Boeing Company,Nonreimbursable Space Act Agreement between The BoeingCompany and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AircraftSystems Traffic Management,7/31/2017,7/31/2022,102925,38.8830649,-77.0162786,38.7505278,-90.3469121,
NASA Headquarters (HQ),THE PORT AUTHORITY OF NEW YORKAND NEW JERSEY,Nonreimbursable Umbrella Space Act Agreement between theNational Aeronautics and Space Administration AmesResearch Center and Port Authority of New York and NewJersey for Capacity Improvement and Delay Reduction in theNew York Metroplex,7/31/2017,7/31/2022, ,38.8830649,-77.0162786,40.6678237,-74.2150942,
NASA Headquarters (HQ),Northeast UAS Airspace IntegrationResearch Alliance Inc.,Reimbursable Space Act Agreement between the NationalAeronautics and Space Administration Ames Research Centerand Northeast UAS Airspace Integration Research AllianceInc. for National UAS Standardized Testing and Rating System(NUSTAR),7/31/2017,7/31/2022, ,38.8830649,-77.0162786,43.044185,-76.149205,
NASA Headquarters (HQ),Northeast UAS Airspace IntegrationResearch Alliance Inc.,Nonreimbursable Space Act Agreement between the NationalAeronautics and Space Administration Ames Research Centerand Northeast UAS Airspace Integration Research AllianceInc. for UAS Traffic Management,7/31/2017,7/31/2022,102925,38.8830649,-77.0162786,43.044185,-76.149205,
NASA Headquarters (HQ),Skyskopes,Nonreimbursable Space Act Agreement between Skyskopesand the National Aeronautics and Space Administration AmesResearch Center for Unmanned Aircraft Systems TrafficManagement,5/10/2017,5/10/2022,102925,38.8830649,-77.0162786,47.875516,-97.0503729,
NASA Headquarters (HQ),Drone America,Nonreimbursable Space Act Agreement between DroneAmerica and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AircraftSystems Traffic Management,5/11/2017,5/11/2022,102925,38.8830649,-77.0162786,39.469676,-119.769747,
NASA Headquarters (HQ),ISight RPV Services,Nonreimbursable Space Act Agreement between ISight RPVServices and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AircraftSystems Traffic Management,5/11/2017,5/11/2022,102925,38.8830649,-77.0162786,47.9239472,-97.0292726,
NASA Headquarters (HQ),Unmanned Applications Institute International,Nonreimbursable Space Act Agreement between UnmannedApplications Institute International and the National Aeronauticsand Space Administration Ames Research Center forUnmanned Aircraft Systems Traffic Management,5/11/2017,5/11/2022,102925,38.8830649,-77.0162786,47.9207984,-97.0895909,
NASA Headquarters (HQ),General Atomics Aeronautical Systems Inc.,Reimbursable Umbrella Space Act Agreement between theNational Aeronautics and Space Administration AmesResearch Center and General Atomics Aeronautical SystemsInc. for Wind Tunnel Testing,4/20/2017,4/20/2022, ,38.8830649,-77.0162786,33.0177464,-117.095475,
NASA Headquarters (HQ),Sapphire Innovation Solutions Inc.,Nonreimbursable Space Act Agreement between SapphireInnovation Solutions Inc. and the National Aeronautics andSpace Administration Ames Research Center for UnmannedAircraft Systems Traffic Management,4/3/2017,4/3/2022,102925,38.8830649,-77.0162786,36.0908909,-115.3004502,
NASA Headquarters (HQ),IAI North America,Nonreimbursable Space Act Agreement between IAI NorthAmerica and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AircraftSystems Traffic Management,2/3/2017,2/3/2022,100162,38.8830649,-77.0162786,38.8956482,-77.0718924,
NASA Headquarters (HQ),GoPro Inc.,Nonreimbursable Space Act Agreement between GoPro Inc.and the National Aeronautics and Space Administration AmesResearch Center for Unmanned Aircraft Systems TrafficManagement,1/26/2017,1/26/2022,100162,38.8830649,-77.0162786,37.5324387,-122.333062,
NASA Headquarters (HQ),STRATOLAUNCH SYSTEMS CORP,Annex One to the Reimbursable Umbrella Space ActAgreement between the National Aeronautics and SpaceAdministration Ames Research Center and StratolaunchSystems Corporation for Supporting the Analysis ofStatolaunch's Launch Architecture,12/6/2016,12/6/2021, ,38.8830649,-77.0162786,35.0479665,-118.1416574,
NASA Headquarters (HQ),Stratolaunch Systems Corporation,Reimbursable Umbrella Space Act Agreement between theNational Aeronautics and Space Administration AmesResearch Center and Stratolaunch Systems Corporation forSupporting the Analysis of Statolaunch's Launch Architecture,12/6/2016,12/6/2021, ,38.8830649,-77.0162786,35.0479665,-118.1416574,
NASA Headquarters (HQ),AT&T Government Solutions,Annex One to the Nonreimbursable Umbrella Space ActAgreement between the National Aeronautics and SpaceAdministration Ames Research Center and AT&T GovernmentSolutions for Unmanned Aerial Systems Traffic Management,10/26/2016,10/26/2021,22039,38.8830649,-77.0162786,39.17778,-76.8108058,
NASA Headquarters (HQ),AT&T Government Solutions,Nonreimbursable Umbrella Space Act Agreement between theNational Aeronautics and Space Administration AmesResearch Center and AT&T Government Solutions forUnmanned Aerial Systems Traffic Management,10/26/2016,10/26/2021, ,38.8830649,-77.0162786,39.17778,-76.8108058,
NASA Headquarters (HQ),Rockwell Collins,Nonreimbursable Space Act Agreement between RockwellCollins and the National Aeronautics and Space AdministrationAmes Research Center for Unmanned Aerial Systems TrafficManagement,9/22/2016,9/22/2021,21771,38.8830649,-77.0162786,35.4386897,-97.4218621,
NASA Headquarters (HQ),The Board of Trustees of the Leland StanfordJunior University,Nonreimbursable Space Act Agreement between The Board ofTrustees of the Leland Stanford Junior University and theNational Aeronautics and Space Administration AmesResearch Center for Unmanned Aerial Systems TrafficManagement,7/5/2016,7/5/2021,21771,38.8830649,-77.0162786,37.4282641,-122.1688453,
NASA Headquarters (HQ),Sensurion Aerospace,Nonreimbursable Space Act Agreement between SensurionAerospace and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AerialSystems Traffic Management,7/5/2016,7/5/2021,100162,38.8830649,-77.0162786,44.889317,-93.223042,
NASA Headquarters (HQ),General Electric Global Research,Annex One to the Nonreimbursable Umbrella Space ActAgreement between the National Aeronautics and SpaceAdministration Ames Research Center and General ElectricGlobal Research for Collaboration on Airspace Operations andSafety Research,5/24/2016,5/24/2024,808294,38.8830649,-77.0162786,42.8271556,-73.8780481,
NASA Headquarters (HQ),General Electric Global Research,Nonreimbursable Umbrella Space Act Agreement between theNational Aeronautics and Space Administration AmesResearch Center and General Electric Global Research forCollaboration on Airspace Operations and Safety Research,5/24/2016,5/24/2021, ,38.8830649,-77.0162786,42.8271556,-73.8780481,
NASA Headquarters (HQ),Nokia Solutions and Networks US LLC,Nonreimbursable Space Act Agreement between NokiaSolutions and Networks US LLC and the National Aeronauticsand Space Administration Ames Research Center forUnmanned Aerial Systems Traffic Management,5/18/2016,5/18/2021,100162,38.8830649,-77.0162786,33.9040674,-84.3599622,
NASA Headquarters (HQ),Proxy Technologies Inc.,Nonreimbursable Space Act Agreement between ProxyTechnologies Inc. and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AerialSystems Traffic Management,5/18/2016,5/18/2021,267927,38.8830649,-77.0162786,37.780816,-122.395666,
NASA Headquarters (HQ),NextNav LLC,Nonreimbursable Space Act Agreement between NextNavLLC and the National Aeronautics and Space AdministrationAmes Research Center for Unmanned Aerial Systems TrafficManagement,5/6/2016,5/6/2021,100162,38.8830649,-77.0162786,37.3838333,-121.9875692,
NASA Headquarters (HQ),Nevada Institute for Autonomous Systems onbehalf of the Governor's Office of EconomicDevelopment,Nonreimbursable Space Act Agreement between NevadaInstitute for Autonomous Systems on behalf of the Governor'sOffice of Economic Development and the National Aeronauticsand Space Administration Ames Research Center forUnmanned Aerial Systems Traffic Management,4/20/2016,4/20/2021,267927,38.8830649,-77.0162786,36.0666197,-115.213625,
NASA Headquarters (HQ),ATAC Corporation,Nonreimbursable Space Act Agreement between ATACCorporation and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AerialSystems Traffic Management,4/20/2016,4/20/2021,267927,38.8830649,-77.0162786,37.3706607,-121.9427762,
